dataset,record_id,event_id,event_start,peak_date,split,t_days_since_peak,T_s,h_m,pressure_head_cm,pre_event_head_cm,peak_head_cm,event_amplitude_cm,rain_mm_day,event_rain_7d_mm,displacement_increment_30d_cm,R_obs
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,0.0,0.0,1.79,7.85,-0.875,7.85,8.725,74.93,87.12,0.4,1.0
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,1.0,86400.0,1.79,-1.1,-0.875,7.85,8.725,0.5099999999999909,87.12,0.4,-0.025787965616045856
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,2.0,172800.0,1.79,-1.1,-0.875,7.85,8.725,0.0,87.12,0.4,-0.025787965616045856
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,3.0,259200.0,1.79,-1.1,-0.875,7.85,8.725,0.0,87.12,0.4,-0.025787965616045856
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,4.0,345600.0,1.79,-1.2,-0.875,7.85,8.725,0.0,87.12,0.4,-0.03724928366762177
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,5.0,432000.0,1.79,-1.2,-0.875,7.85,8.725,0.0,87.12,0.4,-0.03724928366762177
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,6.0,518400.0,1.79,-1.2,-0.875,7.85,8.725,0.0,87.12,0.4,-0.03724928366762177
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,7.0,604800.0,1.79,-1.3,-0.875,7.85,8.725,0.0,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,8.0,691200.0,1.79,-1.2,-0.875,7.85,8.725,0.0,87.12,0.4,-0.03724928366762177
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,9.0,777600.0,1.79,-1.3,-0.875,7.85,8.725,6.859999999999985,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,10.0,864000.0,1.79,-1.3,-0.875,7.85,8.725,12.950000000000017,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,11.0,950400.0,1.79,-1.3,-0.875,7.85,8.725,55.369999999999976,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,12.0,1036800.0,1.79,-1.3,-0.875,7.85,8.725,17.02000000000004,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,13.0,1123200.0,1.79,-1.3,-0.875,7.85,8.725,14.21999999999997,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,14.0,1209600.0,1.79,-1.3,-0.875,7.85,8.725,0.2599999999999909,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,15.0,1296000.0,1.79,-1.3,-0.875,7.85,8.725,0.0,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,16.0,1382400.0,1.79,-1.3,-0.875,7.85,8.725,0.0,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,17.0,1468800.0,1.79,-1.3,-0.875,7.85,8.725,0.0,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,18.0,1555200.0,1.79,-1.3,-0.875,7.85,8.725,12.189999999999998,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,19.0,1641600.0,1.79,-1.3,-0.875,7.85,8.725,0.7600000000000477,87.12,0.4,-0.048710601719197714
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,20.0,1728000.0,1.79,-1.4,-0.875,7.85,8.725,0.0,87.12,0.4,-0.06017191977077363
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,21.0,1814400.0,1.79,-1.4,-0.875,7.85,8.725,0.0,87.12,0.4,-0.06017191977077363
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,22.0,1900800.0,1.79,-1.4,-0.875,7.85,8.725,0.0,87.12,0.4,-0.06017191977077363
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,23.0,1987200.0,1.79,-1.4,-0.875,7.85,8.725,0.0,87.12,0.4,-0.06017191977077363
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,24.0,2073600.0,1.79,-1.4,-0.875,7.85,8.725,1.5299999999999727,87.12,0.4,-0.06017191977077363
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,25.0,2160000.0,1.79,-1.4,-0.875,7.85,8.725,0.0,87.12,0.4,-0.06017191977077363
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,26.0,2246400.0,1.79,-1.5,-0.875,7.85,8.725,0.0,87.12,0.4,-0.07163323782234958
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,27.0,2332800.0,1.79,-1.5,-0.875,7.85,8.725,0.0,87.12,0.4,-0.07163323782234958
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,28.0,2419200.0,1.79,-1.5,-0.875,7.85,8.725,0.0,87.12,0.4,-0.07163323782234958
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,29.0,2505600.0,1.79,-1.5,-0.875,7.85,8.725,0.0,87.12,0.4,-0.07163323782234958
Cleveland Corral,mid_P1,mid_P1_002_1997-11-25,1997-11-25,1997-11-26,train,30.0,2592000.0,1.79,-1.5,-0.875,7.85,8.725,0.0,87.12,0.4,-0.07163323782234958
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,0.0,0.0,1.79,66.35,-1.5,66.35,67.85,39.110000000000014,272.79,1.1,1.0
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,1.0,86400.0,1.79,66.1,-1.5,66.35,67.85,20.069999999999936,272.79,1.1,0.9963154016212233
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,2.0,172800.0,1.79,65.4,-1.5,66.35,67.85,5.590000000000032,272.79,1.1,0.9859985261606486
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,3.0,259200.0,1.79,62.3,-1.5,66.35,67.85,0.0,272.79,1.1,0.9403095062638173
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,4.0,345600.0,1.79,60.85,-1.5,66.35,67.85,0.0,272.79,1.1,0.9189388356669124
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,5.0,432000.0,1.79,61.3,-1.5,66.35,67.85,0.0,272.79,1.1,0.9255711127487104
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,6.0,518400.0,1.79,60.7,-1.5,66.35,67.85,0.0,272.79,1.1,0.9167280766396464
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,7.0,604800.0,1.79,60.3,-1.5,66.35,67.85,0.0,272.79,1.1,0.9108327192336035
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,8.0,691200.0,1.79,61.5,-1.5,66.35,67.85,0.0,272.79,1.1,0.9285187914517319
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,9.0,777600.0,1.79,61.5,-1.5,66.35,67.85,1.2699999999999818,272.79,1.1,0.9285187914517319
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,10.0,864000.0,1.79,62.0,-1.5,66.35,67.85,0.0,272.79,1.1,0.9358879882092853
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,11.0,950400.0,1.79,63.0,-1.5,66.35,67.85,44.450000000000045,272.79,1.1,0.9506263817243921
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,12.0,1036800.0,1.79,64.85,-1.5,66.35,67.85,5.080000000000041,272.79,1.1,0.9778924097273397
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,13.0,1123200.0,1.79,68.3,-1.5,66.35,67.85,0.0,272.79,1.1,1.0287398673544583
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,14.0,1209600.0,1.79,68.3,-1.5,66.35,67.85,20.569999999999936,272.79,1.1,1.0287398673544583
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,15.0,1296000.0,1.79,70.49999999999999,-1.5,66.35,67.85,47.75,272.79,1.1,1.0611643330876934
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,16.0,1382400.0,1.79,78.1,-1.5,66.35,67.85,58.16999999999996,272.79,1.1,1.1731761238025056
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,17.0,1468800.0,1.79,71.0,-1.5,66.35,67.85,1.5200000000000955,272.79,1.1,1.068533529845247
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,18.0,1555200.0,1.79,66.7,-1.5,66.35,67.85,7.6200000000000045,272.79,1.1,1.0051584377302876
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,19.0,1641600.0,1.79,73.2,-1.5,66.35,67.85,36.82999999999993,272.79,1.1,1.100957995578482
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,20.0,1728000.0,1.79,73.9,-1.5,66.35,67.85,49.79000000000008,272.79,1.1,1.111274871039057
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,21.0,1814400.0,1.79,72.8,-1.5,66.35,67.85,25.909999999999968,272.79,1.1,1.0950626381724393
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,22.0,1900800.0,1.79,71.3,-1.5,66.35,67.85,3.0399999999999636,272.79,1.1,1.072955047899779
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,23.0,1987200.0,1.79,69.8,-1.5,66.35,67.85,22.610000000000127,272.79,1.1,1.0508474576271187
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,24.0,2073600.0,1.79,71.6,-1.5,66.35,67.85,8.129999999999882,272.79,1.1,1.077376565954311
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,25.0,2160000.0,1.79,72.8,-1.5,66.35,67.85,19.559999999999945,272.79,1.1,1.0950626381724393
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,26.0,2246400.0,1.79,75.5,-1.5,66.35,67.85,3.5499999999999545,272.79,1.1,1.1348563006632277
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,27.0,2332800.0,1.79,80.5,-1.5,66.35,67.85,38.86000000000013,272.79,1.1,1.208548268238762
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,28.0,2419200.0,1.79,77.0,-1.5,66.35,67.85,15.240000000000009,272.79,1.1,1.1569638909358881
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,29.0,2505600.0,1.79,77.7,-1.5,66.35,67.85,4.829999999999927,272.79,1.1,1.1672807663964628
Cleveland Corral,mid_P1,mid_P1_003_1998-01-11,1998-01-11,1998-01-18,train,30.0,2592000.0,1.79,75.1,-1.5,66.35,67.85,2.7899999999999636,272.79,1.1,1.128960943257185
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,0.0,0.0,1.79,79.35,-1.6,79.35,80.94999999999999,40.129999999999995,246.63,1.0999999999999999,1.0
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,1.0,86400.0,1.79,77.2,-1.6,79.35,80.94999999999999,16.0,246.63,1.0999999999999999,0.9734403953057444
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,2.0,172800.0,1.79,77.1,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.9722050648548487
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,3.0,259200.0,1.79,74.3,-1.6,79.35,80.94999999999999,4.07000000000005,246.63,1.0999999999999999,0.9376158122297715
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,4.0,345600.0,1.79,71.35,-1.6,79.35,80.94999999999999,0.7599999999999909,246.63,1.0999999999999999,0.9011735639283508
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,5.0,432000.0,1.79,68.85,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.8702903026559604
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,6.0,518400.0,1.79,67.8,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.8573193329215565
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,7.0,604800.0,1.79,68.2,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.862260654725139
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,8.0,691200.0,1.79,67.5,-1.6,79.35,80.94999999999999,8.129999999999995,246.63,1.0999999999999999,0.8536133415688697
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,9.0,777600.0,1.79,67.6,-1.6,79.35,80.94999999999999,0.7599999999999909,246.63,1.0999999999999999,0.8548486720197652
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,10.0,864000.0,1.79,67.5,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.8536133415688697
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,11.0,950400.0,1.79,69.2,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.8746139592340952
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,12.0,1036800.0,1.79,69.4,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.8770846201358865
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,13.0,1123200.0,1.79,65.7,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,0.8313773934527486
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,14.0,1209600.0,1.79,66.2,-1.6,79.35,80.94999999999999,23.370000000000005,246.63,1.0999999999999999,0.8375540457072268
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,15.0,1296000.0,1.79,83.75,-1.6,79.35,80.94999999999999,64.76999999999998,246.63,1.0999999999999999,1.0543545398394072
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,16.0,1382400.0,1.79,84.90000000000002,-1.6,79.35,80.94999999999999,56.129999999999995,246.63,1.0999999999999999,1.0685608400247069
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,17.0,1468800.0,1.79,90.70000000000002,-1.6,79.35,80.94999999999999,54.360000000000014,246.63,1.0999999999999999,1.1402100061766525
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,18.0,1555200.0,1.79,82.5,-1.6,79.35,80.94999999999999,18.029999999999973,246.63,1.0999999999999999,1.0389129092032119
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,19.0,1641600.0,1.79,83.09999999999998,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,1.0463248919085855
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,20.0,1728000.0,1.79,84.6,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,1.0648548486720197
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,21.0,1814400.0,1.79,84.10000000000001,-1.6,79.35,80.94999999999999,1.0199999999999818,246.63,1.0999999999999999,1.0586781964175418
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,22.0,1900800.0,1.79,83.3,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,1.0487955528103767
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,23.0,1987200.0,1.79,80.2,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,1.0105003088326128
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,24.0,2073600.0,1.79,78.8,-1.6,79.35,80.94999999999999,35.81000000000006,246.63,1.0999999999999999,0.9932056825200741
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,25.0,2160000.0,1.79,88.4,-1.6,79.35,80.94999999999999,19.559999999999945,246.63,1.0999999999999999,1.1117974058060534
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,26.0,2246400.0,1.79,86.7,-1.6,79.35,80.94999999999999,21.340000000000032,246.63,1.0999999999999999,1.0907967881408278
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,27.0,2332800.0,1.79,86.80000000000001,-1.6,79.35,80.94999999999999,0.0,246.63,1.0999999999999999,1.0920321185917234
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,28.0,2419200.0,1.79,83.9,-1.6,79.35,80.94999999999999,12.43999999999994,246.63,1.0999999999999999,1.0562075355157505
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,29.0,2505600.0,1.79,86.0,-1.6,79.35,80.94999999999999,19.050000000000068,246.63,1.0999999999999999,1.0821494749845584
Cleveland Corral,mid_P1,mid_P1_009_1999-01-15,1999-01-15,1999-01-23,train,30.0,2592000.0,1.79,86.4,-1.6,79.35,80.94999999999999,1.7799999999999727,246.63,1.0999999999999999,1.087090796788141
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,0.0,0.0,1.79,91.4,86.2,91.4,5.200000000000003,30.99000000000001,36.57999999999993,11.799999999999999,1.0
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,1.0,86400.0,1.79,88.6,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,0.4615384615384596
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,2.0,172800.0,1.79,85.1,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.21153846153846306
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,3.0,259200.0,1.79,84.3,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.36538461538461625
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,4.0,345600.0,1.79,81.7,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.8653846153846149
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,5.0,432000.0,1.79,79.85,86.2,91.4,5.200000000000003,2.5399999999999636,36.57999999999993,11.799999999999999,-1.2211538461538471
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,6.0,518400.0,1.79,82.1,86.2,91.4,5.200000000000003,23.62000000000012,36.57999999999993,11.799999999999999,-0.7884615384615397
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,7.0,604800.0,1.79,87.0,86.2,91.4,5.200000000000003,0.7599999999999909,36.57999999999993,11.799999999999999,0.15384615384615322
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,8.0,691200.0,1.79,84.95,86.2,91.4,5.200000000000003,0.7699999999999818,36.57999999999993,11.799999999999999,-0.24038461538461525
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,9.0,777600.0,1.79,83.8,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.4615384615384624
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,10.0,864000.0,1.79,83.3,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.5576923076923085
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,11.0,950400.0,1.79,83.3,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.5576923076923085
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,12.0,1036800.0,1.79,82.5,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.7115384615384617
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,13.0,1123200.0,1.79,79.0,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-1.3846153846153844
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,14.0,1209600.0,1.79,79.2,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-1.3461538461538454
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,15.0,1296000.0,1.79,81.65,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.874999999999999
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,16.0,1382400.0,1.79,84.3,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,-0.36538461538461625
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,17.0,1468800.0,1.79,84.5,86.2,91.4,5.200000000000003,9.139999999999873,36.57999999999993,11.799999999999999,-0.3269230769230773
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,18.0,1555200.0,1.79,87.1,86.2,91.4,5.200000000000003,2.0300000000002,36.57999999999993,11.799999999999999,0.17307692307692135
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,19.0,1641600.0,1.79,87.75,86.2,91.4,5.200000000000003,2.2899999999999636,36.57999999999993,11.799999999999999,0.29807692307692235
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,20.0,1728000.0,1.79,93.1,86.2,91.4,5.200000000000003,0.7599999999999909,36.57999999999993,11.799999999999999,1.3269230769230747
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,21.0,1814400.0,1.79,93.7,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,1.4423076923076916
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,22.0,1900800.0,1.79,95.0,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,1.6923076923076907
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,23.0,1987200.0,1.79,95.7,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,1.826923076923076
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,24.0,2073600.0,1.79,96.9,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,2.057692307692307
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,25.0,2160000.0,1.79,99.6,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,2.576923076923074
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,26.0,2246400.0,1.79,105.5,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,3.711538461538459
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,27.0,2332800.0,1.79,112.65,86.2,91.4,5.200000000000003,4.569999999999936,36.57999999999993,11.799999999999999,5.086538461538459
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,28.0,2419200.0,1.79,117.25,86.2,91.4,5.200000000000003,24.6400000000001,36.57999999999993,11.799999999999999,5.971153846153842
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,29.0,2505600.0,1.79,125.6,86.2,91.4,5.200000000000003,0.25,36.57999999999993,11.799999999999999,7.576923076923071
Cleveland Corral,mid_P1,mid_P1_010_1999-03-01,1999-03-01,1999-03-03,train,30.0,2592000.0,1.79,128.8,86.2,91.4,5.200000000000003,0.0,36.57999999999993,11.799999999999999,8.19230769230769
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,0.0,0.0,1.79,107.35,-0.5,107.35,107.85,97.28000000000003,103.12,1.2,1.0
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,1.0,86400.0,1.79,106.7,-0.5,107.35,107.85,32.0,103.12,1.2,0.99397311080204
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,2.0,172800.0,1.79,101.5,-0.5,107.35,107.85,0.0,103.12,1.2,0.9457579972183588
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,3.0,259200.0,1.79,92.0,-0.5,107.35,107.85,0.0,103.12,1.2,0.8576726935558646
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,4.0,345600.0,1.79,90.1,-0.5,107.35,107.85,0.0,103.12,1.2,0.8400556328233658
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,5.0,432000.0,1.79,83.8,-0.5,107.35,107.85,0.0,103.12,1.2,0.7816411682892906
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,6.0,518400.0,1.79,82.55,-0.5,107.35,107.85,21.090000000000032,103.12,1.2,0.770050996754752
Cleveland Corral,mid_P1,mid_P1_014_2000-01-12,2000-01-12,2000-01-24,train,7.0,604800.0,1.79,94.4,-0.5,107.35,107.85,3.5499999999999545,103.12,1.2,0.879925822902179
