"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",100-Hz data,Rapid failure period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original distance data; corr = corrected data to reflect slope-parallel distance m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
24633.73,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-21.09,-66.72,30.28,-2.07,-6.57,3.06
24633.74,1.64182,-0.01492,-0.011,1.642,0.015,0.011,-20.94,-66.56,29.69,-2.05,-6.54,2.97
24633.75,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-20.63,-66.41,29.40,-2.02,-6.53,2.91
24633.76,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-20.63,-66.09,28.82,-2.02,-6.51,2.88
24633.77,1.64195,-0.01555,-0.01139,1.642,0.016,0.011,-20.32,-66.09,27.94,-1.99,-6.48,2.83
24633.78,1.64182,-0.01492,-0.01087,1.642,0.015,0.011,-20.47,-65.94,27.36,-2.01,-6.48,2.74
24633.79,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-20.32,-65.78,26.77,-1.99,-6.47,2.68
24633.80,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-20.63,-65.63,25.90,-2.02,-6.45,2.63
24633.81,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-19.54,-65.78,25.16,-1.92,-6.44,2.54
24633.82,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-18.92,-65.78,25.02,-1.86,-6.45,2.47
24633.83,1.64208,-0.01492,-0.01126,1.642,0.015,0.011,-17.84,-65.78,24.73,-1.75,-6.45,2.45
24633.84,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-16.91,-65.63,24.58,-1.66,-6.45,2.42
24633.85,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-16.44,-65.63,24.58,-1.61,-6.44,2.41
24633.86,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-16.29,-65.94,25.02,-1.60,-6.44,2.41
24633.87,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-16.60,-66.09,25.31,-1.63,-6.47,2.45
24633.88,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-16.91,-66.09,25.75,-1.66,-6.48,2.48
24633.89,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-16.75,-66.25,26.33,-1.64,-6.48,2.53
24633.90,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-16.29,-65.94,26.33,-1.60,-6.50,2.58
24633.91,1.6422,-0.01555,-0.01087,1.642,0.016,0.011,-14.89,-66.41,26.92,-1.46,-6.47,2.58
24633.92,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-14.12,-65.94,26.63,-1.38,-6.51,2.64
24633.93,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-13.34,-66.25,26.77,-1.31,-6.47,2.61
24633.94,1.6422,-0.01492,-0.01126,1.642,0.015,0.011,-13.50,-66.25,26.63,-1.32,-6.50,2.63
24633.95,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-13.81,-65.94,26.77,-1.35,-6.50,2.61
24633.96,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-14.27,-66.09,26.33,-1.40,-6.47,2.63
24633.97,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-14.43,-65.78,26.33,-1.41,-6.48,2.58
24633.98,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-14.43,-65.63,26.48,-1.41,-6.45,2.58
24633.99,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-13.81,-65.47,26.63,-1.35,-6.44,2.60
24634.00,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-13.65,-65.63,26.77,-1.34,-6.42,2.61
24634.01,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-13.19,-65.47,26.63,-1.29,-6.44,2.63
24634.02,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-12.72,-65.16,27.21,-1.25,-6.42,2.61
24634.03,1.6422,-0.01682,-0.01113,1.642,0.017,0.011,-12.57,-64.84,27.50,-1.23,-6.39,2.67
24634.04,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-12.57,-64.84,28.09,-1.23,-6.36,2.70
24634.05,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-11.95,-64.69,28.23,-1.17,-6.36,2.75
24634.06,1.6422,-0.01429,-0.01113,1.642,0.014,0.011,-11.95,-64.53,28.82,-1.17,-6.34,2.77
24634.07,1.64208,-0.01492,-0.01126,1.642,0.015,0.011,-11.79,-64.53,28.96,-1.16,-6.33,2.83
24634.08,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-11.64,-64.06,29.26,-1.14,-6.33,2.84
24634.09,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-11.95,-64.06,29.40,-1.17,-6.28,2.87
24634.10,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-11.64,-64.06,29.11,-1.14,-6.28,2.88
24634.11,1.64208,-0.01429,-0.011,1.642,0.014,0.011,-11.79,-63.75,29.26,-1.16,-6.28,2.85
24634.12,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-11.64,-63.59,28.67,-1.14,-6.25,2.87
24634.13,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-11.79,-63.59,28.53,-1.16,-6.24,2.81
24634.14,1.64195,-0.01618,-0.01087,1.642,0.016,0.011,-11.79,-63.44,28.38,-1.16,-6.24,2.80
24634.15,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-11.48,-63.44,27.79,-1.13,-6.22,2.78
24634.16,1.64208,-0.01492,-0.01087,1.642,0.015,0.011,-11.95,-62.97,27.21,-1.17,-6.22,2.73
24634.17,1.64208,-0.01618,-0.01087,1.642,0.016,0.011,-11.79,-63.28,26.77,-1.16,-6.18,2.67
24634.18,1.6422,-0.01429,-0.01113,1.642,0.014,0.011,-11.79,-62.81,26.04,-1.16,-6.21,2.63
24634.19,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-11.33,-62.97,25.46,-1.11,-6.16,2.55
24634.20,1.64182,-0.01618,-0.011,1.642,0.016,0.011,-11.64,-62.97,25.16,-1.14,-6.18,2.50
24634.21,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-11.33,-62.97,24.58,-1.11,-6.18,2.47
24634.22,1.64246,-0.01555,-0.01113,1.642,0.016,0.011,-11.64,-62.81,24.29,-1.14,-6.18,2.41
24634.23,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-11.79,-62.81,23.85,-1.16,-6.16,2.38
24634.24,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-12.10,-62.34,24.14,-1.19,-6.16,2.34
24634.25,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-11.79,-62.50,23.85,-1.16,-6.11,2.37
24634.26,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-11.95,-62.34,24.14,-1.17,-6.13,2.34
24634.27,1.64208,-0.01492,-0.01087,1.642,0.015,0.011,-11.79,-62.34,24.00,-1.16,-6.11,2.37
24634.28,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-11.95,-62.34,24.00,-1.17,-6.11,2.35
24634.29,1.64208,-0.01618,-0.01087,1.642,0.016,0.011,-12.10,-62.19,24.00,-1.19,-6.11,2.35
24634.30,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-12.10,-62.03,24.00,-1.19,-6.10,2.35
24634.31,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-12.41,-62.03,24.00,-1.22,-6.08,2.35
24634.32,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-12.57,-62.03,24.14,-1.23,-6.08,2.35
24634.33,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-12.57,-61.88,24.14,-1.23,-6.08,2.37
24634.34,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-12.57,-61.88,24.29,-1.23,-6.07,2.37
24634.35,1.6422,-0.01429,-0.01126,1.642,0.014,0.011,-12.72,-61.72,24.43,-1.25,-6.07,2.38
24634.36,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-13.03,-61.72,24.43,-1.28,-6.05,2.40
24634.37,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-13.03,-61.25,24.73,-1.28,-6.05,2.40
24634.38,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-12.57,-61.09,25.46,-1.23,-6.01,2.42
24634.39,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-12.10,-60.94,25.90,-1.19,-5.99,2.50
24634.40,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-11.79,-61.09,26.19,-1.16,-5.98,2.54
24634.41,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-11.95,-60.78,26.33,-1.17,-5.99,2.57
24634.42,1.64208,-0.01492,-0.01126,1.642,0.015,0.011,-12.26,-60.94,26.48,-1.20,-5.96,2.58
24634.43,1.64182,-0.01555,-0.01113,1.642,0.016,0.011,-12.88,-60.63,26.77,-1.26,-5.98,2.60
24634.44,1.6422,-0.01429,-0.011,1.642,0.014,0.011,-13.34,-60.63,27.21,-1.31,-5.95,2.63
24634.45,1.64208,-0.01682,-0.01126,1.642,0.017,0.011,-13.50,-60.16,27.36,-1.32,-5.95,2.67
24634.46,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-13.34,-60.00,27.36,-1.31,-5.90,2.68
24634.47,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-13.03,-60.00,27.36,-1.28,-5.88,2.68
24634.48,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-13.34,-59.84,28.09,-1.31,-5.88,2.68
24634.49,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-13.19,-59.53,28.53,-1.29,-5.87,2.75
24634.50,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-13.34,-59.69,29.11,-1.31,-5.84,2.80
24634.51,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-13.81,-59.53,29.69,-1.35,-5.85,2.85
24634.52,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-13.96,-59.38,30.57,-1.37,-5.84,2.91
24634.53,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-13.65,-58.91,31.30,-1.34,-5.82,3.00
24634.54,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-13.50,-58.59,31.89,-1.32,-5.78,3.07
24634.55,1.64182,-0.01492,-0.01113,1.642,0.015,0.011,-13.34,-58.91,32.91,-1.31,-5.75,3.13
24634.56,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-13.19,-58.59,33.49,-1.29,-5.78,3.23
24634.57,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-13.81,-58.44,33.93,-1.35,-5.75,3.28
24634.58,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-13.96,-58.44,34.66,-1.37,-5.73,3.33
24634.59,1.64208,-0.01492,-0.01087,1.642,0.015,0.011,-14.12,-58.13,34.81,-1.38,-5.73,3.40
24634.60,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-14.12,-58.13,34.95,-1.38,-5.70,3.41
24634.61,1.64208,-0.01682,-0.01113,1.642,0.017,0.011,-13.96,-57.81,34.66,-1.37,-5.70,3.43
24634.62,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-13.81,-57.50,34.66,-1.35,-5.67,3.40
24634.63,1.64195,-0.01492,-0.011,1.642,0.015,0.011,-13.65,-57.66,34.08,-1.34,-5.64,3.40
24634.64,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-13.50,-57.34,33.64,-1.32,-5.65,3.34
24634.65,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-13.50,-57.34,33.20,-1.32,-5.62,3.30
24634.66,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-13.34,-57.03,32.76,-1.31,-5.62,3.26
24634.67,1.64233,-0.01555,-0.01113,1.642,0.016,0.011,-13.65,-57.03,32.03,-1.34,-5.59,3.21
24634.68,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-14.12,-56.72,31.59,-1.38,-5.59,3.14
24634.69,1.6422,-0.01429,-0.01139,1.642,0.014,0.011,-13.81,-57.03,31.01,-1.35,-5.56,3.10
24634.70,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-13.96,-56.56,30.13,-1.37,-5.59,3.04
24634.71,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-13.81,-56.56,29.99,-1.35,-5.55,2.95
24634.72,1.6422,-0.01492,-0.01087,1.642,0.015,0.011,-13.81,-56.25,29.84,-1.35,-5.55,2.94
24634.73,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-13.34,-56.41,29.69,-1.31,-5.52,2.93
24634.74,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-13.50,-56.09,29.84,-1.32,-5.53,2.91
24634.75,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-13.81,-56.09,30.13,-1.35,-5.50,2.93
24634.76,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-13.65,-55.94,30.42,-1.34,-5.50,2.95
24634.77,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-13.65,-55.78,30.57,-1.34,-5.49,2.98
24634.78,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-13.81,-55.63,30.86,-1.35,-5.47,3.00
24634.79,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-13.65,-55.63,30.86,-1.34,-5.45,3.03
24634.80,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-14.27,-55.63,30.86,-1.40,-5.45,3.03
24634.81,1.64233,-0.01492,-0.01126,1.642,0.015,0.011,-13.96,-55.31,30.42,-1.37,-5.45,3.03
24634.82,1.64195,-0.01492,-0.011,1.642,0.015,0.011,-14.12,-55.31,29.99,-1.38,-5.42,2.98
24634.83,1.64182,-0.01492,-0.01126,1.642,0.015,0.011,-13.81,-55.16,29.40,-1.35,-5.42,2.94
24634.84,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-14.12,-55.16,29.11,-1.38,-5.41,2.88
24634.85,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-13.81,-54.84,28.67,-1.35,-5.41,2.85
24634.86,1.64208,-0.01492,-0.01126,1.642,0.015,0.011,-13.65,-54.84,28.09,-1.34,-5.38,2.81
24634.87,1.64182,-0.01492,-0.01113,1.642,0.015,0.011,-13.65,-55.00,28.09,-1.34,-5.38,2.75
24634.88,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-13.81,-54.84,27.50,-1.35,-5.39,2.75
24634.89,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-14.12,-54.38,27.36,-1.38,-5.38,2.70
24634.90,1.64182,-0.01492,-0.011,1.642,0.015,0.011,-13.96,-54.53,27.21,-1.37,-5.33,2.68
24634.91,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-14.43,-54.69,27.50,-1.41,-5.35,2.67
24634.92,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-13.81,-54.38,27.50,-1.35,-5.36,2.70
24634.93,1.64195,-0.01429,-0.01113,1.642,0.014,0.011,-14.12,-54.38,28.09,-1.38,-5.33,2.70
24634.94,1.64182,-0.01492,-0.01113,1.642,0.015,0.011,-14.27,-53.91,28.38,-1.40,-5.33,2.75
24634.95,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-14.58,-53.91,28.82,-1.43,-5.29,2.78
24634.96,1.64233,-0.01618,-0.01126,1.642,0.016,0.011,-13.96,-53.91,29.40,-1.37,-5.29,2.83
24634.97,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-14.12,-53.91,29.99,-1.38,-5.29,2.88
24634.98,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-14.27,-53.75,30.86,-1.40,-5.29,2.94
24634.99,1.64208,-0.01429,-0.01113,1.642,0.014,0.011,-14.43,-53.75,31.45,-1.41,-5.27,3.03
24635.00,1.6422,-0.01429,-0.01113,1.642,0.014,0.011,-14.43,-53.44,31.59,-1.41,-5.27,3.08
24635.01,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-14.27,-53.44,32.03,-1.40,-5.24,3.10
24635.02,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-14.43,-53.44,32.47,-1.41,-5.24,3.14
24635.03,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-15.05,-52.97,32.62,-1.48,-5.24,3.18
24635.04,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-14.74,-53.13,33.05,-1.45,-5.19,3.20
24635.05,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-14.89,-52.81,33.35,-1.46,-5.21,3.24
24635.06,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-14.74,-52.81,33.78,-1.45,-5.18,3.27
24635.07,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-14.74,-52.81,34.08,-1.45,-5.18,3.31
24635.08,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-14.74,-52.66,34.37,-1.45,-5.18,3.34
24635.09,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-14.89,-52.34,34.95,-1.46,-5.16,3.37
24635.10,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-14.89,-52.50,35.54,-1.46,-5.13,3.43
24635.11,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-15.20,-52.50,35.98,-1.49,-5.15,3.49
24635.12,1.64182,-0.01555,-0.01126,1.642,0.016,0.011,-15.36,-52.03,36.12,-1.51,-5.15,3.53
24635.13,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-15.67,-52.19,36.56,-1.54,-5.10,3.54
24635.14,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-15.51,-52.34,37.00,-1.52,-5.12,3.59
24635.15,1.64195,-0.01682,-0.01113,1.642,0.017,0.011,-15.36,-51.88,37.29,-1.51,-5.13,3.63
24635.16,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-15.36,-51.72,37.44,-1.51,-5.09,3.66
24635.17,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-15.51,-51.56,37.29,-1.52,-5.07,3.67
24635.18,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-15.51,-51.88,37.14,-1.52,-5.06,3.66
24635.19,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-15.36,-51.25,37.29,-1.51,-5.09,3.64
24635.20,1.64233,-0.01618,-0.01113,1.642,0.016,0.011,-15.82,-51.25,37.29,-1.55,-5.03,3.66
24635.21,1.64208,-0.01555,-0.01139,1.642,0.016,0.011,-15.67,-51.09,37.14,-1.54,-5.03,3.66
24635.22,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-15.82,-51.25,36.85,-1.55,-5.01,3.64
24635.23,1.64208,-0.01555,-0.01139,1.642,0.016,0.011,-15.36,-50.78,36.56,-1.51,-5.03,3.61
24635.24,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-15.82,-50.94,36.27,-1.55,-4.98,3.59
24635.25,1.6422,-0.01492,-0.01139,1.642,0.015,0.011,-15.67,-50.94,36.12,-1.54,-5.00,3.56
24635.26,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-15.82,-50.94,35.68,-1.55,-5.00,3.54
24635.27,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-15.67,-50.78,35.25,-1.54,-5.00,3.50
24635.28,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-15.98,-50.16,34.95,-1.57,-4.98,3.46
24635.29,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-15.98,-50.31,34.51,-1.57,-4.92,3.43
24635.30,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-15.98,-50.16,33.93,-1.57,-4.93,3.38
24635.31,1.64182,-0.01618,-0.01126,1.642,0.016,0.011,-16.13,-50.00,33.49,-1.58,-4.92,3.33
24635.32,1.6422,-0.01618,-0.01087,1.642,0.016,0.011,-16.29,-50.16,33.05,-1.60,-4.90,3.28
24635.33,1.64195,-0.01555,-0.01087,1.642,0.016,0.011,-16.29,-49.84,32.32,-1.60,-4.92,3.24
24635.34,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-16.29,-49.69,31.74,-1.60,-4.89,3.17
24635.35,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-16.29,-49.53,31.15,-1.60,-4.87,3.11
24635.36,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-16.60,-49.84,30.42,-1.63,-4.86,3.06
24635.37,1.64208,-0.01682,-0.011,1.642,0.017,0.011,-16.44,-49.38,30.28,-1.61,-4.89,2.98
24635.38,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-16.60,-49.22,29.26,-1.63,-4.84,2.97
24635.39,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-16.44,-49.38,28.82,-1.61,-4.83,2.87
24635.40,1.64195,-0.01618,-0.01087,1.642,0.016,0.011,-16.44,-49.22,28.23,-1.61,-4.84,2.83
24635.41,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-16.29,-49.22,27.65,-1.60,-4.83,2.77
24635.42,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-16.60,-48.75,27.36,-1.63,-4.83,2.71
24635.43,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-16.60,-48.91,27.21,-1.63,-4.78,2.68
24635.44,1.6422,-0.01492,-0.01087,1.642,0.015,0.011,-16.60,-48.59,26.92,-1.63,-4.80,2.67
24635.45,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-16.44,-48.75,26.33,-1.61,-4.77,2.64
24635.46,1.6422,-0.01682,-0.01113,1.642,0.017,0.011,-16.75,-48.59,26.19,-1.64,-4.78,2.58
24635.47,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-16.44,-48.28,26.19,-1.61,-4.77,2.57
24635.48,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-16.60,-48.28,26.63,-1.63,-4.73,2.57
24635.49,1.64195,-0.01492,-0.01087,1.642,0.015,0.011,-16.75,-48.13,26.48,-1.64,-4.73,2.61
24635.50,1.64195,-0.01682,-0.01113,1.642,0.017,0.011,-16.75,-48.13,26.48,-1.64,-4.72,2.60
24635.51,1.64208,-0.01682,-0.01126,1.642,0.017,0.011,-16.75,-47.81,26.48,-1.64,-4.72,2.60
24635.52,1.64208,-0.01429,-0.01113,1.642,0.014,0.011,-16.75,-47.81,26.63,-1.64,-4.69,2.60
24635.53,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-16.91,-47.97,26.77,-1.66,-4.69,2.61
24635.54,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-16.75,-48.13,26.77,-1.64,-4.70,2.63
24635.55,1.6422,-0.01492,-0.01087,1.642,0.015,0.011,-16.60,-47.81,27.21,-1.63,-4.72,2.63
24635.56,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.06,-47.50,27.06,-1.67,-4.69,2.67
24635.57,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-16.91,-47.50,27.06,-1.66,-4.66,2.65
24635.58,1.64195,-0.01682,-0.01113,1.642,0.017,0.011,-16.91,-47.34,27.06,-1.66,-4.66,2.65
24635.59,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-17.06,-47.50,27.06,-1.67,-4.64,2.65
24635.60,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-16.75,-47.34,27.50,-1.64,-4.66,2.65
24635.61,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-17.06,-47.34,27.21,-1.67,-4.64,2.70
24635.62,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-16.91,-47.34,26.92,-1.66,-4.64,2.67
24635.63,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-16.75,-47.03,27.06,-1.64,-4.64,2.64
24635.64,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.22,-46.88,26.92,-1.69,-4.61,2.65
24635.65,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-16.91,-47.03,27.06,-1.66,-4.60,2.64
24635.66,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-16.91,-46.88,26.77,-1.66,-4.61,2.65
24635.67,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.06,-46.72,26.77,-1.67,-4.60,2.63
24635.68,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-16.91,-46.72,26.33,-1.66,-4.58,2.63
24635.69,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-16.91,-46.41,26.19,-1.66,-4.58,2.58
24635.70,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.06,-46.25,25.75,-1.67,-4.55,2.57
24635.71,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-16.75,-46.56,25.46,-1.64,-4.54,2.53
24635.72,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.06,-46.41,24.73,-1.67,-4.57,2.50
24635.73,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-16.91,-46.25,24.58,-1.66,-4.55,2.42
24635.74,1.6422,-0.01682,-0.011,1.642,0.017,0.011,-17.06,-46.25,24.43,-1.67,-4.54,2.41
24635.75,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-16.75,-46.09,24.29,-1.64,-4.54,2.40
24635.76,1.6422,-0.01618,-0.01087,1.642,0.016,0.011,-17.06,-46.09,23.56,-1.67,-4.52,2.38
24635.77,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.22,-46.25,23.41,-1.69,-4.52,2.31
24635.78,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-16.91,-45.94,23.12,-1.66,-4.54,2.30
24635.79,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-16.75,-46.25,22.83,-1.64,-4.50,2.27
24635.80,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.06,-45.94,22.54,-1.67,-4.54,2.24
24635.81,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-16.91,-45.78,22.39,-1.66,-4.50,2.21
24635.82,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-17.06,-46.09,21.80,-1.67,-4.49,2.20
24635.83,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-16.91,-46.25,21.80,-1.66,-4.52,2.14
24635.84,1.6422,-0.01429,-0.011,1.642,0.014,0.011,-17.22,-46.25,21.37,-1.69,-4.54,2.14
24635.85,1.64208,-0.01682,-0.01113,1.642,0.017,0.011,-17.22,-46.09,21.51,-1.69,-4.54,2.10
24635.86,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-16.91,-46.25,21.37,-1.66,-4.52,2.11
24635.87,1.64233,-0.01492,-0.01087,1.642,0.015,0.011,-17.06,-46.56,21.07,-1.67,-4.54,2.10
24635.88,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.06,-46.25,21.07,-1.67,-4.57,2.07
24635.89,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-16.91,-46.56,21.07,-1.66,-4.54,2.07
24635.90,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.06,-47.03,20.93,-1.67,-4.57,2.07
24635.91,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.06,-46.72,20.93,-1.67,-4.61,2.05
24635.92,1.64208,-0.01682,-0.01113,1.642,0.017,0.011,-17.22,-47.19,20.64,-1.69,-4.58,2.05
