"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",1-Hz downsampled data,Complete period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original extensometer wire oblique distance; corr = corrected distance to reflect slope-parallel displacement; m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
4379.00 ,0.05917,0.04693,0.06622,0.001,0.004,0.001,13.16,-3.75,-40.87,1.29,-0.37,-4.01
4380.00 ,0.05942,0.04693,0.06622,0.002,0.004,0.001,13.01,-4.06,-41.16,1.28,-0.40,-4.04
4381.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.91,-41.01,1.29,-0.38,-4.02
4382.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.16,-3.75,-40.87,1.29,-0.37,-4.01
4383.00 ,0.05942,0.04693,0.06635,0.002,0.004,0.001,13.16,-3.91,-41.16,1.29,-0.38,-4.04
4384.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.47,-3.75,-41.01,1.32,-0.37,-4.02
4385.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.16,-3.75,-41.31,1.29,-0.37,-4.05
4386.00 ,0.05968,0.04819,0.06609,0.002,0.005,0.000,12.85,-3.91,-41.16,1.26,-0.38,-4.04
4387.00 ,0.05942,0.04693,0.06622,0.002,0.004,0.001,13.01,-3.91,-41.16,1.28,-0.38,-4.04
4388.00 ,0.05955,0.04756,0.06597,0.002,0.005,0.000,13.32,-3.75,-41.31,1.31,-0.37,-4.05
4389.00 ,0.05917,0.04756,0.06635,0.001,0.005,0.001,13.32,-3.75,-41.60,1.31,-0.37,-4.08
4390.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.01,-3.91,-41.45,1.28,-0.38,-4.06
4391.00 ,0.05917,0.04819,0.06635,0.001,0.005,0.001,13.32,-3.75,-41.60,1.31,-0.37,-4.08
4392.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.32,-3.75,-41.31,1.31,-0.37,-4.05
4393.00 ,0.05929,0.04756,0.06609,0.001,0.005,0.000,13.32,-3.59,-41.74,1.31,-0.35,-4.09
4394.00 ,0.05929,0.04566,0.06622,0.001,0.003,0.001,13.63,-3.91,-41.60,1.34,-0.38,-4.08
4395.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.63,-3.91,-41.74,1.34,-0.38,-4.09
4396.00 ,0.05917,0.04819,0.06635,0.001,0.005,0.001,13.32,-3.59,-41.60,1.31,-0.35,-4.08
4397.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.16,-3.91,-42.04,1.29,-0.38,-4.12
4398.00 ,0.05917,0.04756,0.06635,0.001,0.005,0.001,13.16,-3.91,-41.74,1.29,-0.38,-4.09
4399.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.47,-4.06,-41.60,1.32,-0.40,-4.08
4400.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.32,-3.75,-42.04,1.31,-0.37,-4.12
4401.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.47,-3.91,-41.89,1.32,-0.38,-4.11
4402.00 ,0.05968,0.04756,0.06635,0.002,0.005,0.001,13.32,-3.91,-41.89,1.31,-0.38,-4.11
4403.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,13.16,-3.59,-41.89,1.29,-0.35,-4.11
4404.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.47,-3.91,-41.89,1.32,-0.38,-4.11
4405.00 ,0.05942,0.04756,0.06597,0.002,0.005,0.000,13.32,-3.91,-41.74,1.31,-0.38,-4.09
4406.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.16,-3.75,-42.04,1.29,-0.37,-4.12
4407.00 ,0.05942,0.04566,0.06622,0.002,0.003,0.001,13.63,-3.91,-42.04,1.34,-0.38,-4.12
4408.00 ,0.05929,0.04756,0.06622,0.001,0.005,0.001,13.01,-4.06,-42.18,1.28,-0.40,-4.14
4409.00 ,0.05929,0.04756,0.06635,0.001,0.005,0.001,13.47,-3.75,-42.04,1.32,-0.37,-4.12
4410.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,13.32,-4.06,-42.18,1.31,-0.40,-4.14
4411.00 ,0.05955,0.04819,0.06609,0.002,0.005,0.000,13.32,-3.75,-41.60,1.31,-0.37,-4.08
4412.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.16,-3.75,-41.60,1.29,-0.37,-4.08
4413.00 ,0.05904,0.04693,0.06622,0.001,0.004,0.001,13.16,-3.75,-41.89,1.29,-0.37,-4.11
4414.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.32,-3.59,-42.33,1.31,-0.35,-4.15
4415.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.59,-41.89,1.29,-0.35,-4.11
4416.00 ,0.05929,0.04882,0.06622,0.001,0.006,0.001,13.32,-3.75,-42.04,1.31,-0.37,-4.12
4417.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.01,-3.75,-41.89,1.28,-0.37,-4.11
4418.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.16,-3.75,-42.04,1.29,-0.37,-4.12
4419.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.32,-3.91,-41.89,1.31,-0.38,-4.11
4420.00 ,0.05929,0.04819,0.06609,0.001,0.005,0.000,12.85,-3.75,-42.18,1.26,-0.37,-4.14
4421.00 ,0.05942,0.04819,0.06609,0.002,0.005,0.000,12.85,-3.59,-41.89,1.26,-0.35,-4.11
4422.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.47,-3.75,-42.04,1.32,-0.37,-4.12
4423.00 ,0.05929,0.04882,0.06635,0.001,0.006,0.001,13.32,-3.59,-42.04,1.31,-0.35,-4.12
4424.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.16,-3.91,-42.04,1.29,-0.38,-4.12
4425.00 ,0.05942,0.04693,0.06622,0.002,0.004,0.001,13.47,-3.28,-42.18,1.32,-0.32,-4.14
4426.00 ,0.05942,0.04882,0.06609,0.002,0.006,0.000,13.32,-3.91,-41.89,1.31,-0.38,-4.11
4427.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.32,-3.75,-42.18,1.31,-0.37,-4.14
4428.00 ,0.05942,0.04819,0.06635,0.002,0.005,0.001,13.01,-3.91,-42.18,1.28,-0.38,-4.14
4429.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.75,-42.18,1.29,-0.37,-4.14
4430.00 ,0.05929,0.04756,0.06635,0.001,0.005,0.001,13.16,-3.75,-42.18,1.29,-0.37,-4.14
4431.00 ,0.05942,0.04693,0.06622,0.002,0.004,0.001,13.32,-4.06,-42.18,1.31,-0.40,-4.14
4432.00 ,0.05929,0.04819,0.06622,0.001,0.005,0.001,13.32,-3.44,-42.33,1.31,-0.34,-4.15
4433.00 ,0.05929,0.04756,0.06622,0.001,0.005,0.001,12.85,-3.59,-42.04,1.26,-0.35,-4.12
4434.00 ,0.05942,0.04693,0.06635,0.002,0.004,0.001,13.01,-3.75,-42.47,1.28,-0.37,-4.16
4435.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.01,-3.91,-42.47,1.28,-0.38,-4.16
4436.00 ,0.05917,0.04756,0.06609,0.001,0.005,0.000,13.01,-3.91,-42.47,1.28,-0.38,-4.16
4437.00 ,0.05929,0.04819,0.06609,0.001,0.005,0.000,13.01,-3.91,-42.18,1.28,-0.38,-4.14
4438.00 ,0.05955,0.04693,0.06635,0.002,0.004,0.001,13.01,-3.75,-42.62,1.28,-0.37,-4.18
4439.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.01,-3.59,-42.47,1.28,-0.35,-4.16
4440.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.16,-3.59,-42.47,1.29,-0.35,-4.16
4441.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.47,-3.75,-42.33,1.32,-0.37,-4.15
4442.00 ,0.05929,0.04819,0.06609,0.001,0.005,0.000,13.16,-3.44,-42.33,1.29,-0.34,-4.15
4443.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.75,-42.47,1.29,-0.37,-4.16
4444.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.01,-3.75,-42.47,1.28,-0.37,-4.16
4445.00 ,0.05917,0.04756,0.06597,0.001,0.005,0.000,13.01,-3.75,-42.47,1.28,-0.37,-4.16
4446.00 ,0.05955,0.04945,0.06635,0.002,0.006,0.001,13.01,-3.59,-42.33,1.28,-0.35,-4.15
4447.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,12.85,-3.59,-42.47,1.26,-0.35,-4.16
4448.00 ,0.05929,0.04819,0.06635,0.001,0.005,0.001,13.01,-3.59,-42.33,1.28,-0.35,-4.15
4449.00 ,0.05955,0.04882,0.06635,0.002,0.006,0.001,13.01,-3.59,-42.33,1.28,-0.35,-4.15
4450.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.16,-3.91,-42.33,1.29,-0.38,-4.15
4451.00 ,0.05942,0.04819,0.06635,0.002,0.005,0.001,13.01,-3.59,-42.33,1.28,-0.35,-4.15
4452.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.32,-3.59,-42.18,1.31,-0.35,-4.14
4453.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.01,-3.75,-42.33,1.28,-0.37,-4.15
4454.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,12.85,-3.28,-42.18,1.26,-0.32,-4.14
4455.00 ,0.05942,0.04819,0.06597,0.002,0.005,0.000,13.01,-3.75,-42.47,1.28,-0.37,-4.16
4456.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,13.16,-3.75,-42.33,1.29,-0.37,-4.15
4457.00 ,0.05929,0.04819,0.06622,0.001,0.005,0.001,13.01,-3.44,-42.62,1.28,-0.34,-4.18
4458.00 ,0.05917,0.04756,0.06622,0.001,0.005,0.001,13.01,-3.75,-42.47,1.28,-0.37,-4.16
4459.00 ,0.05929,0.04693,0.06622,0.001,0.004,0.001,13.01,-3.75,-42.47,1.28,-0.37,-4.16
4460.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.16,-3.75,-42.33,1.29,-0.37,-4.15
4461.00 ,0.05955,0.04819,0.06597,0.002,0.005,0.000,13.32,-3.91,-42.18,1.31,-0.38,-4.14
4462.00 ,0.05917,0.04819,0.06622,0.001,0.005,0.001,12.85,-3.75,-42.47,1.26,-0.37,-4.16
4463.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.44,-42.47,1.29,-0.34,-4.16
4464.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.16,-3.75,-42.33,1.29,-0.37,-4.15
4465.00 ,0.05929,0.04693,0.06597,0.001,0.004,0.000,13.16,-3.59,-42.62,1.29,-0.35,-4.18
4466.00 ,0.05929,0.04756,0.06635,0.001,0.005,0.001,13.16,-3.59,-42.47,1.29,-0.35,-4.16
4467.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.32,-3.28,-42.62,1.31,-0.32,-4.18
4468.00 ,0.05917,0.04819,0.06609,0.001,0.005,0.000,13.16,-3.75,-42.47,1.29,-0.37,-4.16
4469.00 ,0.05929,0.04756,0.06635,0.001,0.005,0.001,13.32,-3.44,-42.62,1.31,-0.34,-4.18
4470.00 ,0.05929,0.04819,0.06622,0.001,0.005,0.001,13.16,-3.91,-42.33,1.29,-0.38,-4.15
4471.00 ,0.05917,0.04756,0.06635,0.001,0.005,0.001,13.01,-3.91,-42.33,1.28,-0.38,-4.15
4472.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.44,-42.47,1.29,-0.34,-4.16
4473.00 ,0.05917,0.04819,0.06622,0.001,0.005,0.001,13.16,-3.59,-42.33,1.29,-0.35,-4.15
4474.00 ,0.05917,0.04819,0.06609,0.001,0.005,0.000,12.85,-3.59,-42.18,1.26,-0.35,-4.14
4475.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.59,-42.18,1.29,-0.35,-4.14
4476.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,13.01,-3.59,-42.04,1.28,-0.35,-4.12
4477.00 ,0.05942,0.04756,0.06648,0.002,0.005,0.001,13.16,-3.44,-41.74,1.29,-0.34,-4.09
4478.00 ,0.05968,0.04756,0.06635,0.002,0.005,0.001,13.32,-3.59,-41.60,1.31,-0.35,-4.08
4479.00 ,0.05929,0.04819,0.06609,0.001,0.005,0.000,13.16,-3.44,-41.89,1.29,-0.34,-4.11
4480.00 ,0.05955,0.04882,0.06622,0.002,0.006,0.001,13.47,-3.28,-41.45,1.32,-0.32,-4.06
4481.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.32,-3.28,-41.31,1.31,-0.32,-4.05
4482.00 ,0.05929,0.04693,0.06622,0.001,0.004,0.001,13.16,-3.44,-41.16,1.29,-0.34,-4.04
4483.00 ,0.05968,0.04756,0.06648,0.002,0.005,0.001,13.01,-3.28,-41.45,1.28,-0.32,-4.06
4484.00 ,0.05929,0.04819,0.06609,0.001,0.005,0.000,13.32,-3.44,-41.45,1.31,-0.34,-4.06
4485.00 ,0.05929,0.04693,0.06648,0.001,0.004,0.001,13.16,-3.28,-41.45,1.29,-0.32,-4.06
4486.00 ,0.05968,0.04693,0.06622,0.002,0.004,0.001,13.32,-3.44,-41.16,1.31,-0.34,-4.04
4487.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,13.32,-2.97,-41.45,1.31,-0.29,-4.06
4488.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,13.16,-3.44,-41.45,1.29,-0.34,-4.06
4489.00 ,0.05968,0.04819,0.06622,0.002,0.005,0.001,13.32,-3.13,-41.60,1.31,-0.31,-4.08
4490.00 ,0.05968,0.04756,0.06635,0.002,0.005,0.001,13.32,-3.13,-41.60,1.31,-0.31,-4.08
4491.00 ,0.05942,0.04819,0.06597,0.002,0.005,0.000,13.16,-2.97,-41.45,1.29,-0.29,-4.06
4492.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.16,-3.28,-41.45,1.29,-0.32,-4.06
4493.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,13.32,-2.97,-41.45,1.31,-0.29,-4.06
4494.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,13.16,-3.28,-41.45,1.29,-0.32,-4.06
4495.00 ,0.05968,0.04819,0.06622,0.002,0.005,0.001,13.63,-2.97,-41.45,1.34,-0.29,-4.06
4496.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,13.32,-2.81,-41.31,1.31,-0.28,-4.05
4497.00 ,0.05955,0.04693,0.06635,0.002,0.004,0.001,13.16,-3.13,-41.60,1.29,-0.31,-4.08
4498.00 ,0.05942,0.04882,0.06622,0.002,0.006,0.001,12.85,-2.97,-41.45,1.26,-0.29,-4.06
4499.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,13.32,-3.28,-41.60,1.31,-0.32,-4.08
4500.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,13.01,-3.13,-41.60,1.28,-0.31,-4.08
4501.00 ,0.05942,0.04693,0.06635,0.002,0.004,0.001,13.01,-3.13,-41.74,1.28,-0.31,-4.09
4502.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,13.47,-2.97,-41.60,1.32,-0.29,-4.08
4503.00 ,0.05942,0.04819,0.06609,0.002,0.005,0.000,13.63,-2.81,-41.74,1.34,-0.28,-4.09
4504.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.32,-3.28,-41.60,1.31,-0.32,-4.08
4505.00 ,0.05955,0.04756,0.06609,0.002,0.005,0.000,13.32,-3.13,-41.74,1.31,-0.31,-4.09
4506.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,13.16,-3.13,-41.60,1.29,-0.31,-4.08
4507.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.32,-2.81,-41.60,1.31,-0.28,-4.08
4508.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.32,-3.13,-41.60,1.31,-0.31,-4.08
4509.00 ,0.05968,0.04756,0.06635,0.002,0.005,0.001,13.32,-2.97,-41.45,1.31,-0.29,-4.06
4510.00 ,0.05968,0.04819,0.06597,0.002,0.005,0.000,13.01,-3.28,-41.31,1.28,-0.32,-4.05
4511.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.32,-3.28,-41.60,1.31,-0.32,-4.08
4512.00 ,0.05955,0.04882,0.06635,0.002,0.006,0.001,13.16,-3.13,-41.31,1.29,-0.31,-4.05
4513.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.16,-3.13,-41.45,1.29,-0.31,-4.06
4514.00 ,0.05955,0.04882,0.06609,0.002,0.006,0.000,13.01,-3.13,-41.60,1.28,-0.31,-4.08
4515.00 ,0.05929,0.04756,0.06609,0.001,0.005,0.000,13.16,-3.13,-41.31,1.29,-0.31,-4.05
4516.00 ,0.05968,0.04756,0.06622,0.002,0.005,0.001,13.16,-3.13,-41.45,1.29,-0.31,-4.06
4517.00 ,0.05929,0.04756,0.06622,0.001,0.005,0.001,13.32,-3.13,-41.45,1.31,-0.31,-4.06
4518.00 ,0.05968,0.04756,0.06609,0.002,0.005,0.000,13.32,-2.81,-41.16,1.31,-0.28,-4.04
4519.00 ,0.05955,0.04756,0.06609,0.002,0.005,0.000,13.16,-2.97,-41.16,1.29,-0.29,-4.04
4520.00 ,0.05942,0.04819,0.06609,0.002,0.005,0.000,13.01,-2.81,-41.60,1.28,-0.28,-4.08
4521.00 ,0.05968,0.04756,0.06609,0.002,0.005,0.000,13.01,-3.13,-41.74,1.28,-0.31,-4.09
4522.00 ,0.05968,0.04629,0.06635,0.002,0.003,0.001,13.32,-3.13,-41.01,1.31,-0.31,-4.02
4523.00 ,0.05917,0.04819,0.06622,0.001,0.005,0.001,13.32,-3.13,-41.45,1.31,-0.31,-4.06
4524.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,13.16,-3.13,-41.89,1.29,-0.31,-4.11
4525.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.16,-3.13,-41.89,1.29,-0.31,-4.11
4526.00 ,0.05929,0.04693,0.06622,0.001,0.004,0.001,13.32,-3.13,-41.89,1.31,-0.31,-4.11
4527.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,12.85,-3.28,-41.60,1.26,-0.32,-4.08
4528.00 ,0.05955,0.04693,0.06622,0.002,0.004,0.001,13.01,-2.81,-41.60,1.28,-0.28,-4.08
4529.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.01,-2.97,-41.89,1.28,-0.29,-4.11
4530.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,12.85,-3.13,-41.74,1.26,-0.31,-4.09
4531.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.16,-2.81,-41.60,1.29,-0.28,-4.08
4532.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,12.85,-2.81,-41.60,1.26,-0.28,-4.08
4533.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,12.85,-2.97,-41.60,1.26,-0.29,-4.08
4534.00 ,0.05929,0.04819,0.06622,0.001,0.005,0.001,13.01,-3.13,-41.74,1.28,-0.31,-4.09
4535.00 ,0.05929,0.04756,0.06622,0.001,0.005,0.001,12.85,-2.97,-41.45,1.26,-0.29,-4.06
4536.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.01,-3.28,-41.31,1.28,-0.32,-4.05
4537.00 ,0.05955,0.04756,0.06609,0.002,0.005,0.000,13.16,-2.66,-41.16,1.29,-0.26,-4.04
4538.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,13.01,-2.97,-41.31,1.28,-0.29,-4.05
4539.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,12.70,-2.97,-41.01,1.24,-0.29,-4.02
4540.00 ,0.05942,0.04693,0.06622,0.002,0.004,0.001,13.01,-2.97,-40.87,1.28,-0.29,-4.01
4541.00 ,0.05929,0.04882,0.06597,0.001,0.006,0.000,13.01,-2.81,-41.16,1.28,-0.28,-4.04
4542.00 ,0.05955,0.04756,0.06609,0.002,0.005,0.000,13.16,-2.97,-41.01,1.29,-0.29,-4.02
4543.00 ,0.05942,0.04882,0.06635,0.002,0.006,0.001,13.16,-3.13,-40.87,1.29,-0.31,-4.01
4544.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.01,-2.81,-40.87,1.28,-0.28,-4.01
4545.00 ,0.05942,0.04882,0.06609,0.002,0.006,0.000,13.16,-2.97,-40.72,1.29,-0.29,-3.99
4546.00 ,0.05942,0.04819,0.06609,0.002,0.005,0.000,13.16,-2.81,-40.72,1.29,-0.28,-3.99
4547.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.01,-2.97,-40.87,1.28,-0.29,-4.01
4548.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.01,-2.81,-40.87,1.28,-0.28,-4.01
4549.00 ,0.05942,0.04945,0.06609,0.002,0.006,0.000,12.85,-2.81,-40.57,1.26,-0.28,-3.98
4550.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,13.16,-2.97,-40.87,1.29,-0.29,-4.01
4551.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.01,-2.97,-40.87,1.28,-0.29,-4.01
4552.00 ,0.05968,0.04756,0.06635,0.002,0.005,0.001,13.16,-2.81,-41.01,1.29,-0.28,-4.02
4553.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.16,-2.66,-40.72,1.29,-0.26,-3.99
4554.00 ,0.05968,0.04756,0.06648,0.002,0.005,0.001,13.16,-2.81,-40.87,1.29,-0.28,-4.01
4555.00 ,0.05955,0.04756,0.06635,0.002,0.005,0.001,13.32,-2.81,-41.16,1.31,-0.28,-4.04
4556.00 ,0.05942,0.04819,0.06648,0.002,0.005,0.001,13.16,-2.97,-40.87,1.29,-0.29,-4.01
4557.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.32,-2.81,-40.72,1.31,-0.28,-3.99
4558.00 ,0.05955,0.04882,0.06635,0.002,0.006,0.001,13.47,-2.81,-40.87,1.32,-0.28,-4.01
4559.00 ,0.05955,0.04882,0.06622,0.002,0.006,0.001,13.32,-2.81,-40.87,1.31,-0.28,-4.01
4560.00 ,0.05968,0.04756,0.06622,0.002,0.005,0.001,13.32,-2.97,-40.87,1.31,-0.29,-4.01
4561.00 ,0.05942,0.04819,0.06635,0.002,0.005,0.001,13.47,-2.66,-41.01,1.32,-0.26,-4.02
4562.00 ,0.05968,0.04756,0.06635,0.002,0.005,0.001,13.32,-2.81,-41.01,1.31,-0.28,-4.02
4563.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.47,-2.81,-40.87,1.32,-0.28,-4.01
4564.00 ,0.05955,0.04819,0.06609,0.002,0.005,0.000,13.16,-2.66,-40.87,1.29,-0.26,-4.01
4565.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.47,-2.97,-41.01,1.32,-0.29,-4.02
4566.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.63,-2.81,-41.16,1.34,-0.28,-4.04
4567.00 ,0.05942,0.04882,0.06622,0.002,0.006,0.001,13.16,-2.81,-40.87,1.29,-0.28,-4.01
4568.00 ,0.05968,0.04756,0.06635,0.002,0.005,0.001,13.47,-2.66,-40.87,1.32,-0.26,-4.01
4569.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,13.47,-2.66,-41.01,1.32,-0.26,-4.02
4570.00 ,0.05942,0.04882,0.06648,0.002,0.006,0.001,13.63,-2.97,-41.01,1.34,-0.29,-4.02
4571.00 ,0.05968,0.04819,0.06622,0.002,0.005,0.001,13.63,-2.66,-41.01,1.34,-0.26,-4.02
4572.00 ,0.05942,0.04756,0.06622,0.002,0.005,0.001,13.32,-2.66,-41.31,1.31,-0.26,-4.05
4573.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.47,-2.50,-41.01,1.32,-0.25,-4.02
4574.00 ,0.05929,0.04819,0.06609,0.001,0.005,0.000,13.47,-2.66,-41.01,1.32,-0.26,-4.02
4575.00 ,0.05942,0.04882,0.06635,0.002,0.006,0.001,13.47,-2.66,-41.16,1.32,-0.26,-4.04
4576.00 ,0.05942,0.04693,0.06622,0.002,0.004,0.001,13.47,-2.81,-41.16,1.32,-0.28,-4.04
4577.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.47,-2.66,-41.16,1.32,-0.26,-4.04
4578.00 ,0.05942,0.04819,0.06635,0.002,0.005,0.001,13.47,-2.66,-41.45,1.32,-0.26,-4.06
4579.00 ,0.05955,0.04819,0.06635,0.002,0.005,0.001,13.32,-2.34,-41.45,1.31,-0.23,-4.06
4580.00 ,0.05929,0.04756,0.06597,0.001,0.005,0.000,13.47,-2.81,-41.16,1.32,-0.28,-4.04
4581.00 ,0.05955,0.04819,0.06622,0.002,0.005,0.001,13.32,-2.66,-41.31,1.31,-0.26,-4.05
4582.00 ,0.05968,0.04756,0.06609,0.002,0.005,0.000,13.32,-2.97,-41.60,1.31,-0.29,-4.08
4583.00 ,0.05955,0.04882,0.06635,0.002,0.006,0.001,13.47,-2.66,-41.16,1.32,-0.26,-4.04
4584.00 ,0.05942,0.04756,0.06609,0.002,0.005,0.000,13.63,-2.66,-41.01,1.34,-0.26,-4.02
4585.00 ,0.05942,0.04819,0.06609,0.002,0.005,0.000,13.47,-2.66,-41.31,1.32,-0.26,-4.05
4586.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.16,-2.81,-41.31,1.29,-0.28,-4.05
4587.00 ,0.05955,0.04693,0.06622,0.002,0.004,0.001,13.63,-2.66,-41.31,1.34,-0.26,-4.05
4588.00 ,0.05929,0.04819,0.06648,0.001,0.005,0.001,13.32,-2.66,-41.01,1.31,-0.26,-4.02
4589.00 ,0.0598,0.04756,0.06609,0.002,0.005,0.000,13.32,-2.66,-40.72,1.31,-0.26,-3.99
4590.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.32,-2.50,-40.72,1.31,-0.25,-3.99
4591.00 ,0.05968,0.04693,0.06635,0.002,0.004,0.001,13.32,-2.66,-40.87,1.31,-0.26,-4.01
4592.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,13.32,-2.66,-40.57,1.31,-0.26,-3.98
4593.00 ,0.05942,0.04756,0.06635,0.002,0.005,0.001,13.47,-2.97,-40.87,1.32,-0.29,-4.01
4594.00 ,0.0598,0.04819,0.06609,0.002,0.005,0.000,13.32,-2.66,-40.87,1.31,-0.26,-4.01
4595.00 ,0.05955,0.04756,0.06622,0.002,0.005,0.001,13.47,-2.66,-40.87,1.32,-0.26,-4.01
4596.00 ,0.05942,0.04819,0.06622,0.002,0.005,0.001,12.85,-2.81,-40.57,1.26,-0.28,-3.98
