"Reid, M.E., Brien, D.L., and LaHusen, Richard G., Landslide monitoring data for the Cleveland Corral landslide near U.S. Highway 50, El Dorado County, California"
U.S. Geological Survey data release: https://doi.org/10.5066/P1P9DMFX
daily rainfall maxima and daily medians other sensors at toe station, 2002 - 2018
date,mid_downslope_extensometer_cm_mid_E2_B,mid_shallow_piezometer_cm_mid_P1,mid_deep_open_tube_piezometer_cm_mid_P2,mid_deep_driven_piezometer_cm_mid_P4,mid_upslope_mid_deep_driven_piezometer_cm_mid_P5,mid_downslope_mid_deep_driven_piezometer_cm_mid_P6,mid_precipitation_mm_mid_R
3/18/2004,1.6,65.3,242.5,,,,723.65
3/19/2004,1.6,61.1,237.5,,,,723.65
3/20/2004,1.6,54.5,232.55,,,,723.65
3/21/2004,1.6,50.75,229.8,,,,723.65
3/22/2004,1.6,47.2,231.2,,,,723.65
3/23/2004,1.6,42.2,229.6,,,,723.65
3/24/2004,1.6,39.2,223.7,,,,723.65
3/25/2004,1.6,38.15,221.4,,,,748.28
3/26/2004,1.6,95.75,218.5,,,,748.79
3/27/2004,1.8,85.4,220.2,,,,748.79
3/28/2004,1.8,74.1,225.2,,,,748.79
3/29/2004,1.6,60.7,227.8,,,,748.79
3/30/2004,1.8,52.2,230.9,,,,748.79
3/31/2004,1.8,49.2,230.1,,,,748.79
4/1/2004,1.8,48.3,229.7,,,,748.79
4/2/2004,1.6,45.5,230,,,,748.79
4/3/2004,1.6,39.3,223.7,,,,748.79
4/4/2004,1.6,36.15,219.4,,,,748.79
4/5/2004,1.6,34.4,216.4,,,,748.79
4/6/2004,1.6,31.9,213.4,,,,748.79
4/7/2004,1.6,30.7,210.3,216.8,,,748.79
4/8/2004,1.6,31,209.5,220.7,,,748.79
4/9/2004,1.6,30.1,205.5,223.7,,,748.79
4/10/2004,1.6,28.9,204.1,225.6,,,748.79
4/11/2004,1.4,28.2,201.5,226.3,,,748.79
4/12/2004,1.4,27.3,199.3,226.7,,,748.79
4/13/2004,1.6,27.3,197.95,226.4,,,748.79
4/14/2004,1.6,26.7,195.8,228.7,,,748.79
4/15/2004,1.6,26,195,229.8,,,749.05
4/16/2004,1.6,25.3,194.2,229.4,,,749.55
4/17/2004,1.6,24.8,193.3,229.3,,,751.84
4/18/2004,1.6,22.5,186.8,227.8,,,754.63
4/19/2004,1.6,22.15,184.25,226.3,,,758.95
4/20/2004,1.6,21.8,183,224.5,,,767.84
4/21/2004,1.6,21.7,183.3,223.3,,,770.13
4/22/2004,1.6,20.3,181.8,222.7,,,770.13
4/23/2004,1.6,19.3,179.3,221.4,,,770.13
4/24/2004,1.6,18.9,178.4,219.6,,,770.13
4/25/2004,1.6,17.5,175.6,217.7,,,770.13
4/26/2004,1.6,15.9,172.3,215.8,,,770.13
4/27/2004,1.6,16.6,172.25,214.2,,,770.13
4/28/2004,1.6,18.65,179.15,213.5,,,770.13
4/29/2004,1.6,15.6,177.45,212.3,,,770.13
4/30/2004,1.6,12.7,169.9,210.3,,,770.13
5/1/2004,1.4,11.4,165.05,208,,,770.13
5/2/2004,1.4,11.2,163.5,206.2,,,770.13
5/3/2004,1.4,10.8,163.9,204.3,,,770.13
5/4/2004,1.4,10.5,165.1,202.1,,,770.13
5/5/2004,1.4,9.3,165.8,200.4,,,770.13
5/6/2004,1.6,7,162.7,198.2,,,770.13
5/7/2004,1.4,5.2,159.1,195.4,,,770.13
5/8/2004,1.6,2.9,155.6,193,,,770.13
5/9/2004,1.6,1.9,155.5,191.8,,,770.13
5/10/2004,1.6,0.9,156.35,190.9,,,770.64
5/11/2004,1.6,-0.95,154.5,190.4,,,773.18
5/12/2004,1.4,-2.5,149.5,187.8,,,773.18
5/13/2004,1.4,-3,146.4,185.25,,,773.18
5/14/2004,1.4,-3.6,145.1,182.9,,,773.18
5/15/2004,1.4,-4.1,145.1,181.5,,,773.18
5/16/2004,1.4,-4.55,144.8,179.9,,,773.18
5/17/2004,1.4,-5,142.7,178.2,,,773.18
5/18/2004,1.6,-5,137,176.6,,,773.68
5/19/2004,1.4,-5.2,135.8,173.2,,,773.68
5/20/2004,1.4,-5,134.4,172,,,773.68
5/21/2004,1.6,-5.5,131.7,170.3,,,773.94
5/22/2004,1.6,-5.5,130.6,169,,,773.94
5/23/2004,1.6,-5.6,130.4,166.3,,,773.94
5/24/2004,1.4,-5.7,127.8,164.5,,,773.94
5/25/2004,1.6,-5.8,125.2,164.7,,,773.94
5/26/2004,1.4,-5.8,121.4,163.8,,,773.94
5/27/2004,1.4,-5.8,118.4,162.7,,,776.22
5/28/2004,1.4,-5.8,117,160.9,,,784.86
5/29/2004,1.4,-5.8,113.7,154.1,,,784.86
5/30/2004,1.4,-5.8,109.6,149.15,,,784.86
5/31/2004,1.4,-5.8,108.9,148.1,,,784.86
6/1/2004,1.4,-5.8,108.8,,,,784.86
6/2/2004,1.4,-5.8,107.3,,,,784.86
6/3/2004,1.4,-5.9,102.5,,,,784.86
6/4/2004,1.4,-5.85,98.2,,,,784.86
6/5/2004,1.4,-5.9,97.1,,,,784.86
6/6/2004,1.4,-5.9,97.9,,,,784.86
6/7/2004,1.4,-5.8,94.95,,,,784.86
6/8/2004,1.4,-5.8,94.6,,,,784.86
6/9/2004,1.4,-5.8,89.4,,,,785.37
6/10/2004,1.4,-5.8,84.7,,,,785.37
6/11/2004,1.4,-5.8,80.6,,,,785.37
6/12/2004,1.4,-5.8,79.6,,,,785.37
6/13/2004,1.4,-5.8,76.3,,,,785.37
6/14/2004,1.4,-5.8,75.4,,,,785.37
6/15/2004,1.2,-5.8,76.5,,,,785.37
6/16/2004,1.2,-5.8,75.4,,,,785.37
6/17/2004,1.2,-5.8,69.4,,,,785.37
6/18/2004,1.3,-5.8,66.65,,,,785.37
6/19/2004,1.2,-5.7,63,,,,785.37
6/20/2004,1.2,-5.7,61.2,,,,785.37
6/21/2004,1.2,-5.6,60.9,,,,785.37
6/22/2004,1.2,-5.6,60.1,,,,785.37
6/23/2004,1.2,-5.7,53,,,,785.37
6/24/2004,1.2,-5.6,51,,,,785.37
6/25/2004,1.2,-5.6,49,,,,785.37
6/26/2004,1.2,-5.6,48.1,,,,785.37
6/27/2004,1.2,-5.5,48.2,,,,785.37
6/28/2004,1.2,-5.5,43.8,,,,785.37
6/29/2004,1.2,-5.5,41.3,,,,785.37
6/30/2004,1.2,-5.6,39.8,,,,785.37
7/1/2004,1.2,-5.6,37.85,,,,785.37
7/2/2004,1.2,-5.5,35,,,,785.37
7/3/2004,1.2,-5.5,29.6,,,,785.37
7/4/2004,1.2,-5.5,28.4,,,,785.37
7/5/2004,1,-5.5,25.2,,,,785.37
7/6/2004,1,-5.5,22.5,,,,785.37
7/7/2004,1,-5.5,22.6,,,,785.37
7/8/2004,1.2,-5.5,21.1,,,,785.37
7/9/2004,1.2,-5.5,18.35,,,,785.37
7/10/2004,1.2,-5.5,16.8,,,,785.37
7/11/2004,1.1,-5.5,14.5,,,,785.37
7/12/2004,1,-5.5,13.1,,,,785.37
7/13/2004,1,-5.5,11.3,,,,785.37
7/14/2004,1,-5.5,9.7,,,,785.37
7/15/2004,1,-5.5,7.3,,,,785.37
7/16/2004,1,-5.5,6.2,,,,785.37
7/17/2004,1,-5.5,4.3,,,,785.37
7/18/2004,1,-5.5,2.9,,,,785.37
7/19/2004,1,-5.5,0.8,,,,785.37
7/20/2004,1,-5.5,-0.3,,,,785.37
7/21/2004,1,-5.5,-0.3,,,,785.37
7/22/2004,1,-5.5,-0.3,,,,785.37
7/23/2004,1,-5.5,-0.3,,,,785.37
7/24/2004,1,-5.5,-0.3,,,,785.37
7/25/2004,1,-5.5,-0.2,,,,785.37
7/26/2004,1,-5.4,-0.2,,,,785.37
7/27/2004,1,-5.4,-0.2,,,,785.37
7/28/2004,0.8,-5.4,-0.2,,,,785.37
7/29/2004,1,-5.4,-0.2,,,,785.37
7/30/2004,1,-5.4,-0.1,,,,785.37
7/31/2004,1,-5.1,-0.15,,,,785.37
8/1/2004,1,-5,-0.2,,,,785.37
8/2/2004,1,-4.9,-0.2,,,,785.37
8/3/2004,1,-4.8,-0.1,,,,785.37
8/4/2004,1,-4.7,-0.1,,,,785.37
8/5/2004,1,-4.8,-0.2,,,,785.37
8/6/2004,1,-4.7,-0.2,,,,785.37
8/7/2004,1,-4.5,-0.2,,,,785.37
8/8/2004,1,-4.5,-0.2,,,,785.37
8/9/2004,,,,,,,
8/10/2004,,,,,,,
8/11/2004,0.8,-4.1,-0.2,,,,785.37
8/12/2004,0.8,-3.6,-0.2,,,,785.37
8/13/2004,0.8,-2.7,-0.1,,,,785.37
8/14/2004,0.8,-1.2,-0.2,,,,785.37
8/15/2004,1,0.5,-0.2,,,,785.37
8/16/2004,1,0.5,-0.2,,,,785.37
8/17/2004,1,0.5,-0.2,,,,785.37
8/18/2004,0.8,0.5,-0.2,,,,785.37
8/19/2004,0.9,0.6,-0.2,,,,785.37
8/20/2004,0.8,0.6,-0.2,,,,785.37
8/21/2004,1,0.7,-0.2,,,,785.37
8/22/2004,1,0.7,-0.2,,,,785.37
8/23/2004,1,0.35,-0.3,,,,785.37
8/24/2004,1,0.1,-0.2,,,,785.37
8/25/2004,1,0,-0.2,,,,785.37
8/26/2004,1,-0.1,-0.2,,,,785.37
8/27/2004,1,-0.1,-0.25,,,,785.37
8/28/2004,1,-0.2,-0.2,,,,785.37
8/29/2004,1,-0.2,-0.2,,,,785.37
8/30/2004,1,-0.2,-0.3,,,,785.37
8/31/2004,0.9,-0.3,-0.3,,,,785.37
9/1/2004,1,-0.3,-0.2,,,,785.37
9/2/2004,1,-0.3,-0.2,,,,785.37
9/3/2004,1,-0.4,-0.2,,,,785.37
9/4/2004,1,-0.4,-0.3,,,,785.37
9/5/2004,1,-0.5,-0.3,,,,785.37
9/6/2004,1,-0.5,-0.3,,,,785.37
9/7/2004,0.8,-0.5,-0.3,,,,785.37
9/8/2004,0.8,-0.4,-0.3,,,,785.37
9/9/2004,0.8,-0.4,-0.3,,,,785.37
9/10/2004,1,-0.4,-0.3,,,,785.37
9/11/2004,0.8,-0.4,-0.3,,,,785.37
9/12/2004,1,-0.4,-0.3,,,,785.37
9/13/2004,1,-0.4,-0.3,,,,785.37
9/14/2004,1,-0.4,-0.3,,,,785.37
9/15/2004,1,-0.4,-0.3,,,,785.37
9/16/2004,1,-0.4,-0.3,,,,785.37
9/17/2004,1,-0.4,-0.3,,,,785.37
9/18/2004,1,-0.4,-0.3,,,,785.37
9/19/2004,1.2,-0.4,-0.3,,,,789.18
9/20/2004,1.2,-0.5,-0.3,,,,789.18
9/21/2004,1.2,-0.4,-0.3,,,,789.18
9/22/2004,1.2,-0.4,-0.3,,,,789.18
9/23/2004,1.2,-0.4,-0.3,,,,789.18
9/24/2004,1,-0.4,-0.3,,,,789.18
9/25/2004,1,-0.3,-0.3,,,,789.18
9/26/2004,1,-0.4,-0.3,,,,789.18
9/27/2004,1,-0.3,-0.3,,,,789.18
9/28/2004,1,-0.3,-0.3,,,,789.18
9/29/2004,1,-0.3,-0.3,,,,789.18
9/30/2004,1,-0.4,-0.3,,,,789.18
10/1/2004,-0.2,-0.4,-0.3,,,,0
10/2/2004,-0.2,-0.4,-0.3,,,,0
10/3/2004,-0.2,-0.4,-0.3,,,,0
10/4/2004,-0.2,-0.4,-0.3,,,,0
10/5/2004,-0.2,-0.4,-0.3,,,,0
10/6/2004,-0.2,-0.4,-0.4,,,,0
10/7/2004,-0.2,-0.4,-0.4,,,,0
10/8/2004,-0.2,-0.4,-0.4,,,,0
10/9/2004,-0.2,-0.3,-0.4,,,,0
10/10/2004,-0.2,-0.4,-0.4,,,,0
10/11/2004,-0.2,-0.4,-0.5,,,,0
10/12/2004,-0.2,-0.3,-0.5,,,,0
10/13/2004,-0.2,-0.3,-0.5,,,,0
10/14/2004,-0.2,-0.3,-0.4,,,,0
10/15/2004,-0.2,-0.3,-0.5,,,,0
10/16/2004,-0.2,-0.3,-0.4,,,,0
10/17/2004,0,-0.3,-0.5,,,,43.43
10/18/2004,0,-0.4,-0.6,,,,43.69
10/19/2004,0.2,-0.4,-0.5,,,,91.44
10/20/2004,0.2,-0.4,-0.6,,,,116.08
10/21/2004,0.4,-0.4,-0.6,,,,116.08
10/22/2004,0.4,-0.5,-0.6,,,,116.08
10/23/2004,0.6,-0.4,-0.6,,,,128.78
10/24/2004,0.6,-0.5,-0.6,,,,129.03
10/25/2004,0.6,-0.5,-0.6,,,,130.3
10/26/2004,1,-0.5,-0.6,,,,173.23
10/27/2004,1,-0.5,-0.6,,,,178.56
10/28/2004,1,-0.5,-0.65,,,,178.56
10/29/2004,1,-0.5,-0.8,,,,178.56
10/30/2004,1,-0.6,-0.8,,,,178.56
10/31/2004,1,-0.6,-0.8,,,,178.56
11/1/2004,0.8,-0.6,-0.8,,,,178.56
11/2/2004,0.8,-0.6,-0.8,,,,178.56
11/3/2004,0.8,-0.5,-0.8,,,,186.44
11/4/2004,1,-0.6,-0.8,,,,189.23
11/5/2004,1,-0.6,-0.8,,,,189.23
11/6/2004,0.8,-0.6,-0.8,,,,189.23
11/7/2004,0.8,-0.6,-0.8,,,,189.23
11/8/2004,0.8,-0.6,-0.9,,,,189.23
11/9/2004,0.8,-0.6,-0.9,,,,189.23
11/10/2004,0.8,-0.6,-0.9,,,,194.56
11/11/2004,0.8,-0.6,-0.9,,,,214.63
11/12/2004,1,-0.6,-0.9,,,,214.88
11/13/2004,1,-0.7,-1,,,,214.88
11/14/2004,1,-0.7,-1,,,,214.88
11/15/2004,1,-0.7,-1.1,,,,214.88
11/16/2004,1,-0.7,-1.1,,,,214.88
11/17/2004,1,-0.7,-1.1,,,,214.88
11/18/2004,1,-0.7,-1.1,,,,214.88
11/19/2004,1,-0.6,-1,,,,214.88
11/20/2004,1,-0.6,-1.1,,,,214.88
11/21/2004,1,-0.6,-1.1,,,,214.88
11/22/2004,1,-0.6,-1.1,,,,214.88
11/23/2004,0.8,-0.6,-1.15,,,,214.88
11/24/2004,0.8,-0.6,-1.1,,,,214.88
11/25/2004,0.8,-0.6,-1.1,,,,217.17
11/26/2004,0.8,1.3,-1.1,,,,217.17
11/27/2004,0.8,1.5,-1.2,,,,250.19
11/28/2004,1,1.2,-1.2,,,,250.19
11/29/2004,1,0.9,-1.2,,,,250.19
11/30/2004,1,0.7,-1.2,,,,250.19
12/1/2004,1,0.6,-1.2,,,,250.19
12/2/2004,1,0.3,-1.2,,,,250.19
12/3/2004,1,0.1,-1.2,,,,250.19
12/4/2004,0.8,0.1,-1.3,,,,250.19
12/5/2004,0.8,-0.1,-1.2,,,,250.19
12/6/2004,0.8,-0.3,-1.3,,,,251.71
12/7/2004,0.9,1.6,-1.4,,,,280.67
12/8/2004,1,1.6,-1.4,,,,307.59
12/9/2004,0.8,1.3,-1.4,,,,307.59
12/10/2004,0.8,0.9,-1.4,,,,307.59
12/11/2004,0.8,0.5,-1.4,,,,307.59
12/12/2004,1,0.2,-1.4,,,,307.59
12/13/2004,0.8,0,-1.5,,,,307.59
12/14/2004,0.8,-0.1,-1.5,,,,307.59
12/15/2004,0.8,-0.3,-1.5,,,,307.59
12/16/2004,0.8,-0.5,-1.6,,,,307.59
12/17/2004,0.8,-0.7,-1.6,,,,307.59
12/18/2004,0.8,-0.8,-1.6,,,,307.59
12/19/2004,0.8,-1,-1.7,,,,307.59
12/20/2004,0.8,-1,-1.7,,,,307.59
12/21/2004,0.8,-1.2,-1.6,,,,307.59
12/22/2004,0.8,-1.2,-1.7,,,,307.59
12/23/2004,0.8,-1.4,-1.7,,,,307.59
12/24/2004,0.8,-1.7,-1.7,,,,307.59
12/25/2004,0.8,-1.4,-1.7,,,,307.59
12/26/2004,0.8,-1.6,-1.7,,,,307.59
12/27/2004,0.8,1.5,-1.5,,,,311.66
12/28/2004,0.8,1.5,-1.4,,,,322.07
12/29/2004,0.8,1.4,-1.4,,,,336.04
12/30/2004,0.8,24.75,-1.1,,,,419.61
12/31/2004,1.2,102.8,46.85,,,,446.53
1/1/2005,1.2,70.65,24.95,,,,458.72
1/2/2005,1.2,54.3,11.5,,,,472.19
1/3/2005,1.2,46.9,-0.8,,,,479.3
1/4/2005,1.2,43.2,-0.9,,,,480.06
1/5/2005,1.2,40.5,-1,,,,480.31
1/6/2005,1.2,45.8,-1.1,,,,483.36
1/7/2005,1.2,57,-1.1,,,,517.65
1/8/2005,1.2,138.3,-1.3,,,,573.79
1/9/2005,1.2,139.8,-1.4,,,,616.46
1/10/2005,1.2,141.2,7.4,,,,647.95
1/11/2005,1.2,138.9,50.7,,,,661.92
1/12/2005,1.2,133.3,58,,,,665.99
1/13/2005,1,131,67.8,,,,665.99
1/14/2005,1,130,76.7,,,,665.99
1/15/2005,1,131.4,82.9,,,,665.99
1/16/2005,0.8,132.9,89.3,,,,665.99
1/17/2005,0.8,131.8,98.8,,,,665.99
1/18/2005,0.8,131.25,103.9,,,,665.99
1/19/2005,0.8,131.1,109.5,,,,665.99
1/20/2005,0.8,130.55,117.75,,,,665.99
1/21/2005,0.6,129,124.4,,,,665.99
1/22/2005,0.6,123.25,128.75,,,,665.99
1/23/2005,0.6,113.3,131.2,,,,665.99
1/24/2005,0.6,110.8,136.5,,,,665.99
1/25/2005,0.6,110.5,142.6,,,,670.31
1/26/2005,0.6,117.6,150.6,,,,692.66
1/27/2005,0.8,122.7,156.3,,,,692.91
1/28/2005,0.8,128.7,163.7,,,,710.69
1/29/2005,1,130.4,167.1,,,,714.25
1/30/2005,0.8,129.1,172.75,,,,714.25
1/31/2005,0.8,126.6,178.6,,,,714.25
2/1/2005,0.8,113.3,183.6,,,,714.25
2/2/2005,0.8,111.2,186.2,,,,714.25
2/3/2005,0.8,109.6,191.15,,,,714.25
2/4/2005,0.8,108.9,192.7,,,,714.25
2/5/2005,0.8,103.15,199.8,,,,714.25
2/6/2005,0.8,97.45,203.2,,,,714.25
2/7/2005,0.6,109.2,200.7,,,,719.07
2/8/2005,0.8,98.65,199,,,,719.07
2/9/2005,0.6,84.6,198.4,,,,719.07
2/10/2005,0.6,85.05,199.35,,,,719.07
2/11/2005,0.6,81.45,203.2,,,,726.95
2/12/2005,0.6,110.25,198.7,,,,731.77
2/13/2005,0.8,108.7,198.25,,,,734.82
2/14/2005,0.8,109,202.15,,,,736.09
2/15/2005,0.8,107.25,205.3,,,,751.08
2/16/2005,0.8,118.3,207.9,,,,761.75
2/17/2005,0.8,116.7,215.8,,,,762
2/18/2005,0.8,113.75,222,,,,765.56
2/19/2005,1,112.1,224.1,,,,775.46
2/20/2005,1,121.85,223.35,,,,795.02
2/21/2005,1,120.65,229.5,,,,808.74
2/22/2005,1,121.7,231.55,,,,808.99
2/23/2005,0.8,120.7,232.75,,,,808.99
2/24/2005,0.8,117.9,232.8,,,,809.24
2/25/2005,1,115.3,235.05,,,,809.75
2/26/2005,0.8,113.15,235.7,,,,809.75
2/27/2005,0.9,111.85,235.1,,,,816.86
2/28/2005,1,118.8,234.6,,,,835.91
3/1/2005,1,118.1,240.4,,,,837.18
3/2/2005,1,119,245.2,,,,845.06
3/3/2005,1,116,246.55,,,,845.06
3/4/2005,1,113.9,248.7,,,,845.06
3/5/2005,1,111.2,246.9,,,,845.06
3/6/2005,0.8,109,245.9,,,,845.06
3/7/2005,0.8,107,244.8,,,,845.06
3/8/2005,0.8,92.45,243.2,,,,845.06
3/9/2005,0.8,83.1,241.9,,,,845.06
3/10/2005,0.6,77.4,243.2,,,,845.06
3/11/2005,0.6,68.25,242.4,,,,845.06
3/12/2005,0.6,61.9,240.8,,,,845.06
3/13/2005,0.6,59.7,238.15,,,,845.06
3/14/2005,0.6,54.3,233.4,,,,845.06
3/15/2005,0.6,48.8,229.7,,,,845.06
3/16/2005,0.6,44.1,226.5,,,,845.06
3/17/2005,0.6,43.6,226.2,,,,845.06
3/18/2005,0.6,44.2,228,,,,845.31
3/19/2005,0.8,81.25,228.1,,,,883.16
3/20/2005,0.8,116.95,227.7,,,,916.94
3/21/2005,0.8,114.6,230.95,,,,923.29
3/22/2005,0.8,123.1,248,,,,961.39
3/23/2005,1.4,124.4,255.4,,,,993.39
3/24/2005,1.4,124.8,255.6,,,,1013.71
3/25/2005,1.6,122.1,255.1,,,,1013.71
3/26/2005,2.1,120.9,255.4,,,,1013.71
3/27/2005,2.5,120.8,260.35,,,,1044.19
3/28/2005,3.7,131.8,262.95,,,,1060.96
3/29/2005,5.5,133.1,257,,,,1081.79
3/30/2005,7.8,129.15,250,,,,1081.79
3/31/2005,10.5,125.1,245.9,,,,1081.79
4/1/2005,12.3,123.55,246.4,,,,1081.79
4/2/2005,14.6,122,251,,,,1081.79
4/3/2005,17,121.9,254.2,,,,1083.82
4/4/2005,19.3,126.5,251.7,,,,1104.14
4/5/2005,20.9,125.15,248.45,,,,1104.14
4/6/2005,24.2,117.2,251.95,,,,1104.14
4/7/2005,27.7,128.55,252.8,,,,1127.25
4/8/2005,33.9,128.45,250.6,,,,1143.76
4/9/2005,46.3,132.6,240.8,,,,1145.03
4/10/2005,50.9,132,238.9,,,,1145.03
4/11/2005,55.8,131.9,239.6,,,,1145.03
4/12/2005,63.1,128,244.7,,,,1145.03
4/13/2005,65.4,126,245.1,,,,1145.03
4/14/2005,67.2,124.2,249.1,,,,1145.03
4/15/2005,68.9,120.5,254,,,,1145.03
4/16/2005,70.3,116.3,256.9,,,,1145.03
4/17/2005,71.5,113.8,259.55,,,,1145.03
4/18/2005,72.4,111.3,261.6,,,,1145.03
4/19/2005,73.2,109.1,262.6,,,,1145.03
4/20/2005,73.6,100.2,257.7,,,,1145.03
4/21/2005,73.8,85.55,256.4,,,,1145.03
4/22/2005,73.8,75.15,256.7,,,,1152.65
4/23/2005,74,114.3,255.9,,,,1155.95
4/24/2005,74,114.4,257.1,,,,1155.95
4/25/2005,74.1,110.75,256.1,,,,1155.95
4/26/2005,74,94.95,256,,,,1155.95
4/27/2005,74.2,79.8,256.7,,,,1175.26
4/28/2005,74.4,127.5,257.4,,,,1182.88
4/29/2005,74.4,123.75,256.65,,,,1182.88
4/30/2005,74.5,117.25,258.75,,,,1183.89
5/1/2005,74.6,113.95,259.9,,,,1184.66
5/2/2005,74.8,109.9,258.9,,,,1184.66
5/3/2005,74.8,82.85,257.2,,,,1184.66
5/4/2005,74.8,73.2,255.2,,,,1185.42
5/5/2005,75,113.6,255.55,,,,1207.26
5/6/2005,75.4,139.55,255.8,,,,1218.44
5/7/2005,76.7,126.5,256.7,,,,1218.44
5/8/2005,78.7,138.6,256.7,,,,1242.82
5/9/2005,89,152.5,250.2,,,,1278.64
5/10/2005,105,148.6,241.9,,,,1281.43
5/11/2005,116.4,144.15,241.9,,,,1281.43
5/12/2005,125.3,137.6,244.9,,,,1281.43
5/13/2005,131,132.8,249.65,,,,1281.43
5/14/2005,134.9,127.65,253,,,,1281.43
5/15/2005,138,126.9,256.8,,,,1295.91
5/16/2005,147.3,147.5,257.25,,,,1323.85
5/17/2005,158.9,143.15,258.1,,,,1328.67
5/18/2005,168.3,144.7,259.6,302.8,,,1337.56
5/19/2005,178,141.6,262.2,303.1,,,1345.69
5/20/2005,189.4,138.8,264.5,304.8,,,1346.45
5/21/2005,196.7,136.15,264.7,306.5,,,1346.45
5/22/2005,202.5,130.05,264.95,307,,,1346.45
5/23/2005,207.4,119.3,267.75,309,,,1346.45
5/24/2005,211.2,110.7,268,309.5,,,1346.45
5/25/2005,213,103.5,267.4,312.4,,,1346.45
5/26/2005,214.2,93.5,267,312.8,,,1346.45
5/27/2005,214.9,85.4,266.4,313.7,,,1346.45
5/28/2005,215.5,76.4,262.85,314.4,,,1346.45
5/29/2005,216.1,72.1,260,314.4,,,1346.45
5/30/2005,216.1,69.65,256.05,313.4,,,1346.45
5/31/2005,216.1,66.45,252.45,312.2,,,1346.45
6/1/2005,216.1,62.55,251.6,311.35,,,1346.45
6/2/2005,216.1,57.95,250.5,310.5,,,1346.45
6/3/2005,216.3,53.7,244.5,308.7,,,1346.45
6/4/2005,216.1,50.9,242.1,307.3,,,1346.45
6/5/2005,216.2,47.8,239.45,305.5,,,1346.45
6/6/2005,216.3,45.4,234.45,303.5,,,1348.74
6/7/2005,216.3,43.6,230,300.8,,,1348.74
6/8/2005,216.3,41.8,227.75,298.6,,,1375.92
6/9/2005,216.3,96,226.9,296.1,,,1381.76
6/10/2005,216.3,88.2,231.25,293.7,,,1381.76
6/11/2005,216.1,69.7,234.35,291.9,,,1381.76
6/12/2005,216.1,64.9,232.1,290,,,1381.76
6/13/2005,216.1,61.6,230.2,288,,,1381.76
6/14/2005,216.1,58.7,230.8,286,,,1381.76
6/15/2005,216.1,54.3,229.2,283.8,,,1381.76
6/16/2005,216.3,49.95,227.7,282.8,,,1397.25
6/17/2005,216.5,52.2,225.4,281.3,,,1405.13
6/18/2005,216.5,65.25,223,279.3,,,1405.13
6/19/2005,216.3,63.1,221.2,277.1,,,1405.13
6/20/2005,216.3,60.7,220,275.1,,,1405.13
6/21/2005,216.3,57.2,218.6,273.2,,,1405.13
6/22/2005,216.3,53.8,218.1,271.2,,,1405.13
6/23/2005,216.1,50,217.8,269.5,,,1405.13
6/24/2005,216.1,45.7,216.5,267.7,,,1405.13
6/25/2005,216.1,42.2,215.5,266.3,,,1405.13
6/26/2005,216.1,39.4,213.2,265,,,1405.13
6/27/2005,216.1,36.8,210.15,263.3,,,1405.13
6/28/2005,216.1,34.2,206.3,261.3,,,1405.13
6/29/2005,216.1,32.2,203.5,259.3,,,1405.13
6/30/2005,215.9,30.55,200.4,257.4,,,1405.13
7/1/2005,215.9,29.3,198,255.1,,,1405.13
7/2/2005,215.9,27.8,196.2,253.4,,,1405.13
7/3/2005,215.9,26,193.2,251.4,,,1405.13
7/4/2005,215.9,24,190.05,249.2,,,1405.13
7/5/2005,215.9,22.2,188.35,247.2,,,1405.13
7/6/2005,215.9,20.3,186.55,245,,,1405.13
7/7/2005,215.9,18.2,183.7,242.8,,,1405.13
7/8/2005,215.9,15.5,181.6,240.8,,,1405.13
7/9/2005,215.9,13.6,179.2,238.6,,,1405.13
7/10/2005,215.9,11.4,175.65,236.4,,,1405.13
7/11/2005,215.9,9.1,172.7,233.9,,,1405.13
7/12/2005,215.9,6.55,169.15,231.4,,,1405.13
7/13/2005,215.7,4.2,166.5,229.1,,,1405.13
7/14/2005,215.7,2.2,165.1,226.7,,,1405.13
7/15/2005,215.7,-0.2,163.5,224.5,,,1405.13
7/16/2005,215.7,-2.55,160.1,222.3,,,1405.13
7/17/2005,215.7,-3.8,157.35,220.1,,,1405.13
7/18/2005,215.7,-3.9,155.7,217.8,,,1405.13
7/19/2005,215.7,-3.8,153.65,215.6,,,1405.13
7/20/2005,215.7,-3.7,148.9,213.6,,,1405.13
7/21/2005,215.7,-3.6,145.9,211.4,,,1405.13
7/22/2005,215.7,-3.6,142.15,208.9,,,1405.13
7/23/2005,215.7,-3.6,138.6,206.5,,,1405.13
7/24/2005,215.7,-3.6,135.9,204,,,1405.13
7/25/2005,215.7,-3.4,134.25,201.5,,,1405.13
7/26/2005,215.7,-3.6,131.4,199.3,,,1405.13
7/27/2005,215.7,-3.5,128.4,196.95,,,1405.13
7/28/2005,215.7,-3.4,126.35,194.6,,,1405.13
7/29/2005,215.7,-3.2,122.6,192.2,,,1405.13
7/30/2005,215.7,-3,118.4,189.4,,,1405.13
7/31/2005,215.7,-2.9,116.3,187,,,1405.13
8/1/2005,215.7,-3,114.75,184.5,,,1405.13
8/2/2005,215.7,-3,112.5,182,,,1405.13
8/3/2005,215.7,-3,108.95,179.6,,,1405.13
8/4/2005,215.5,-3,104.8,176.8,,,1405.13
8/5/2005,215.5,-2.3,101.45,174.4,,,1405.13
8/6/2005,215.5,-2.5,99.3,171.9,,,1405.13
