time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
0	1261.18	100.10	-0.07	21.57	66.42
1	1261.18	100.10	-0.07	21.57	66.42
2	1261.18	100.63	-0.33	21.37	66.41
3	1261.18	100.50	0.10	21.43	66.40
4	1261.18	99.47	0.43	21.50	66.40
5	1261.18	98.30	0.60	21.53	66.40
6	1261.18	99.17	0.23	21.50	66.41
7	1261.18	99.17	-0.03	21.47	66.41
8	1261.18	101.17	0.13	21.50	66.40
9	1261.18	100.93	0.47	21.50	66.39
10	1261.18	100.97	0.57	21.70	66.39
11	1261.18	100.43	0.47	21.63	66.37
12	1261.18	99.83	-0.13	21.57	66.38
13	1261.18	100.07	-0.13	21.30	66.39
14	1261.18	100.40	-0.17	21.30	66.40
15	1261.18	100.00	0.30	21.37	66.39
16	1261.18	99.93	0.60	21.23	66.39
17	1261.18	99.13	0.60	21.20	66.40
18	1261.18	100.53	-2.73	21.13	66.41
19	1261.18	100.70	-2.73	21.20	66.41
20	1261.18	101.23	-2.73	21.23	66.41
21	1261.18	99.47	1.33	21.30	66.39
22	1261.18	99.10	1.13	21.40	66.39
23	1261.18	99.33	1.33	21.40	66.39
24	1261.18	100.37	0.40	21.27	66.40
25	1261.18	100.07	0.40	21.13	66.37
26	1261.18	98.90	-0.07	21.07	66.38
27	1261.18	99.37	0.20	21.10	66.38
28	1261.18	99.43	0.73	21.07	66.43
29	1261.18	99.90	1.07	21.13	66.42
30	1261.18	99.17	1.20	21.13	66.41
31	1261.18	99.20	-0.10	21.17	66.38
32	1261.18	99.10	-0.37	21.10	66.39
33	1261.18	99.63	-0.37	21.03	66.41
34	1261.18	99.97	-0.57	21.10	66.41
35	1261.18	101.13	-0.03	21.10	66.40
36	1261.18	101.27	0.03	21.17	66.41
37	1261.18	101.27	1.40	21.33	66.41
38	1261.18	100.03	1.13	21.20	66.42
39	1261.18	100.07	0.73	21.13	66.41
40	1261.18	100.67	0.37	21.13	66.41
41	1261.18	101.20	0.47	21.23	66.40
42	1261.18	101.03	0.90	21.23	66.39
43	1261.18	100.40	1.10	21.00	66.39
44	1261.18	99.03	1.07	20.97	66.38
45	1261.18	99.00	1.23	20.93	66.38
46	1261.18	98.73	1.40	20.90	66.39
47	1261.18	100.07	1.40	20.90	66.40
48	1261.18	99.43	0.27	20.83	66.40
49	1261.18	99.77	0.13	20.83	66.40
50	1261.18	99.80	0.07	20.70	66.39
51	1261.18	99.93	0.60	20.77	66.39
52	1261.18	99.37	0.80	20.73	66.38
53	1261.18	99.80	0.97	20.80	66.39
54	1261.18	100.77	1.27	20.80	66.39
55	1261.18	101.63	0.87	20.70	66.41
56	1261.18	100.70	0.73	20.63	66.41
57	1261.18	99.90	0.63	20.57	66.42
58	1261.18	100.03	0.70	20.63	66.40
59	1261.18	99.93	0.73	20.77	66.39
60	1261.18	100.30	1.13	20.87	66.37
61	1261.18	99.50	1.53	21.03	66.37
62	1261.18	99.07	2.37	20.90	66.38
63	1261.18	99.27	2.20	20.73	66.40
64	1261.18	100.00	2.00	20.47	66.41
65	1261.18	100.70	1.27	20.47	66.40
66	1261.18	100.53	-0.10	20.50	66.40
67	1261.18	100.13	-0.03	20.63	66.40
68	1261.18	100.60	0.23	20.67	66.39
69	1261.18	100.60	1.50	20.30	66.41
70	1261.18	99.77	1.23	20.10	66.43
71	1261.18	99.23	1.07	19.93	66.44
72	1261.18	99.53	1.17	20.33	66.41
73	1261.18	100.80	1.43	20.40	66.40
74	1261.18	100.73	1.33	20.60	66.39
75	1261.18	100.40	1.53	20.50	66.38
76	1261.18	100.17	1.43	20.40	66.38
77	1261.18	100.60	1.30	20.27	66.40
78	1261.18	100.37	1.03	19.97	66.42
79	1261.18	100.20	0.87	20.00	66.42
80	1261.18	99.50	0.67	19.97	66.42
81	1261.18	99.60	2.23	20.27	66.39
82	1261.18	99.43	2.63	20.33	66.42
83	1261.18	99.93	3.20	20.50	66.42
84	1261.18	99.93	1.93	20.37	66.42
85	1261.18	100.13	1.60	20.20	66.38
86	1261.18	100.17	1.07	19.93	66.39
87	1261.18	100.63	0.73	19.87	66.40
88	1261.18	100.47	0.80	19.90	66.40
89	1261.18	100.47	1.03	19.97	66.40
90	1261.18	99.23	1.27	20.10	66.39
91	1261.18	98.70	1.20	20.10	66.38
92	1261.18	97.40	1.13	20.20	66.39
93	1261.18	97.80	0.83	20.07	66.39
94	1261.18	98.00	-1.53	20.00	66.41
95	1261.18	99.10	-2.67	19.80	66.40
96	1261.18	99.63	-2.53	19.57	66.41
97	1261.18	100.10	0.03	19.67	66.40
98	1261.18	100.33	1.80	19.67	66.39
99	1261.18	99.33	2.17	19.87	66.37
100	1261.18	99.23	2.30	19.80	66.37
101	1261.18	99.23	1.87	19.80	66.38
102	1261.18	100.57	1.77	19.73	66.40
103	1261.18	100.93	1.63	19.67	66.40
104	1261.18	100.60	1.23	19.63	66.40
105	1261.18	100.00	0.97	19.70	66.39
106	1261.18	99.57	0.97	19.73	66.39
107	1261.18	100.17	1.50	19.80	66.38
108	1261.18	100.33	1.73	19.87	66.38
109	1261.18	101.27	1.30	19.70	66.37
110	1261.18	101.10	3.23	19.60	66.38
111	1261.18	101.50	2.70	19.53	66.39
112	1261.18	101.27	3.33	19.83	66.41
113	1261.18	100.73	1.23	20.00	66.40
114	1261.18	101.03	1.67	19.97	66.40
115	1261.18	100.17	1.53	19.70	66.39
116	1261.18	99.93	1.80	19.53	66.39
117	1261.18	98.80	2.17	19.57	66.39
118	1261.18	99.17	2.13	19.50	66.36
119	1261.18	99.27	2.13	19.50	66.36
120	1261.18	98.97	1.70	19.53	66.35
121	1261.18	99.37	1.90	19.47	66.35
122	1261.18	99.87	1.97	19.33	66.36
123	1261.18	101.30	3.23	19.20	66.37
124	1261.18	100.90	2.80	19.17	66.40
125	1261.18	100.43	2.67	19.27	66.36
126	1261.18	99.63	3.70	19.30	66.36
127	1261.18	99.87	4.17	19.50	66.35
128	1261.18	99.60	3.87	19.40	66.38
129	1261.18	100.27	1.07	19.30	66.37
130	1261.18	99.93	0.83	19.27	66.37
131	1261.18	100.97	1.03	19.53	66.38
132	1261.18	100.33	2.37	19.57	66.39
133	1261.18	99.57	2.17	19.50	66.39
134	1261.18	98.10	2.13	19.20	66.40
135	1261.18	97.67	1.47	19.13	66.39
136	1261.18	98.43	1.83	19.17	66.39
137	1261.18	98.77	2.17	19.23	66.37
138	1261.18	98.53	2.43	19.40	66.37
139	1261.18	98.70	2.20	19.47	66.37
140	1261.18	99.27	1.83	19.47	66.38
141	1261.18	100.10	2.90	19.33	66.38
142	1261.18	100.37	2.90	19.13	66.39
143	1261.18	100.67	2.33	19.17	66.39
144	1261.18	100.57	0.57	19.07	66.39
145	1261.18	100.07	0.90	19.10	66.39
146	1261.18	99.90	1.27	19.00	66.38
147	1261.18	99.50	2.17	19.10	66.37
148	1261.18	99.43	2.17	19.20	66.38
149	1261.18	99.23	2.37	19.30	66.38
150	1261.18	98.20	2.10	19.20	66.38
151	1261.18	98.27	1.83	19.10	66.37
152	1261.18	98.13	0.73	18.93	66.38
153	1261.18	99.97	0.43	18.90	66.40
154	1261.18	100.77	0.07	19.13	66.40
155	1261.18	101.50	1.40	19.20	66.40
156	1261.18	101.00	1.03	19.30	66.39
157	1261.18	100.57	1.57	19.03	66.39
158	1261.18	99.77	1.70	18.93	66.38
159	1261.18	99.33	2.20	18.90	66.38
160	1261.18	99.13	2.27	18.93	66.37
161	1261.18	99.63	1.80	18.97	66.38
162	1261.18	99.97	1.67	18.90	66.39
163	1261.18	100.17	1.43	18.77	66.39
164	1261.18	99.40	2.87	18.77	66.39
165	1261.18	100.00	3.00	18.73	66.39
166	1261.18	99.87	3.17	18.80	66.38
167	1261.18	101.00	2.07	18.80	66.37
168	1261.18	100.70	2.50	18.93	66.35
169	1261.18	100.57	2.83	18.93	66.35
170	1261.18	99.80	2.60	18.90	66.35
171	1261.18	99.73	2.17	18.70	66.37
172	1261.18	100.33	0.40	18.63	66.39
173	1261.18	100.90	0.43	18.63	66.39
174	1261.18	100.60	0.80	18.73	66.39
175	1261.18	99.90	2.47	18.80	66.38
176	1261.18	99.60	2.53	18.87	66.37
177	1261.18	99.57	2.17	18.83	66.36
178	1261.18	99.73	2.97	18.70	66.37
179	1261.18	99.53	2.57	18.57	66.38
180	1261.18	99.97	2.43	18.47	66.39
181	1261.18	100.43	1.30	18.53	66.39
182	1261.18	100.50	2.30	18.47	66.39
183	1261.18	100.77	2.47	18.57	66.38
184	1261.18	100.33	3.93	18.57	66.37
185	1261.18	100.80	3.53	18.77	66.38
186	1261.18	99.90	3.50	18.40	66.40
187	1261.18	100.63	1.73	18.37	66.41
188	1261.18	100.30	1.53	18.13	66.40
189	1261.18	100.57	1.63	18.43	66.39
190	1261.18	100.37	2.20	18.40	66.39
191	1261.18	100.03	2.50	18.50	66.38
192	1261.18	99.73	2.60	18.53	66.37
193	1261.18	98.40	2.40	18.53	66.36
194	1261.18	98.70	2.03	18.47	66.37
195	1261.18	99.20	2.03	18.33	66.39
196	1261.18	100.97	1.73	18.27	66.39
197	1261.18	100.80	1.63	18.17	66.39
198	1261.18	101.13	1.63	18.23	66.38
199	1261.18	100.50	1.37	18.27	66.37
200	1261.18	101.30	1.87	18.37	66.36
201	1261.18	100.57	1.97	18.33	66.34
202	1261.18	100.10	2.47	18.33	66.35
203	1261.18	99.27	2.50	18.20	66.36
204	1261.18	99.37	1.80	18.03	66.38
205	1261.18	100.13	2.40	18.00	66.38
206	1261.18	99.67	2.30	18.07	66.38
207	1261.18	100.33	0.90	18.30	66.38
208	1261.18	98.93	0.43	18.37	66.37
209	1261.18	100.00	1.20	18.40	66.36
210	1261.18	98.97	3.40	18.97	66.38
211	1261.18	99.70	3.23	19.23	66.38
212	1261.18	99.23	2.27	19.63	66.38
213	1261.18	99.70	1.90	19.47	66.37
214	1261.18	99.73	2.40	19.60	66.37
215	1261.18	100.33	2.73	19.80	66.38
216	1261.18	100.13	3.07	19.83	66.37
217	1261.18	100.40	-0.10	19.93	66.37
218	1261.18	100.03	-0.10	19.97	66.35
219	1261.18	100.47	-0.07	20.17	66.34
220	1261.18	99.63	3.03	20.30	66.34
221	1261.18	99.30	3.37	20.30	66.34
222	1261.18	100.23	3.10	20.27	66.35
223	1261.18	100.83	3.23	20.23	66.35
224	1261.18	101.03	2.90	20.20	66.39
225	1261.18	99.77	1.90	20.17	66.39
226	1261.18	99.87	1.90	20.20	66.39
227	1261.18	100.00	1.77	20.27	66.36
228	1261.18	99.97	2.93	20.37	66.35
229	1261.18	99.90	3.00	20.67	66.34
230	1261.18	100.90	3.67	20.73	66.33
231	1261.18	100.83	3.80	20.70	66.32
232	1261.18	100.70	3.87	20.53	66.33
233	1261.18	99.57	3.97	20.53	66.33
234	1261.18	100.03	4.17	20.57	66.34
235	1261.18	100.07	4.17	20.47	66.34
236	1261.18	100.33	3.57	20.50	66.34
