time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
0	1257.01	398.73	13.70	46.53	60.65
1	1257.01	398.73	13.70	46.53	60.65
2	1257.01	399.87	12.13	46.53	60.64
3	1257.01	399.97	12.23	46.43	60.63
4	1257.01	399.13	12.43	46.23	60.62
5	1257.01	398.63	13.00	46.13	60.63
6	1257.01	398.40	12.80	46.00	60.64
7	1257.01	398.83	12.47	46.00	60.65
8	1257.01	397.70	12.67	45.90	60.65
9	1257.01	397.70	13.03	45.97	60.63
10	1257.01	397.67	13.27	45.93	60.62
11	1257.01	398.33	13.17	45.90	60.64
12	1257.01	398.57	15.80	45.70	60.65
13	1257.01	398.87	15.87	45.57	60.66
14	1257.01	400.13	16.13	45.47	60.66
15	1257.01	400.13	13.60	45.57	60.66
16	1257.01	399.33	13.83	45.67	60.65
17	1257.01	398.87	13.60	45.67	60.63
18	1257.01	398.20	14.97	45.53	60.62
19	1257.01	399.10	15.13	45.40	60.64
20	1257.01	399.07	15.73	45.20	60.65
21	1257.01	400.07	13.67	44.97	60.67
22	1257.01	400.23	13.70	44.60	60.66
23	1257.01	399.63	13.53	44.63	60.65
24	1257.01	398.67	15.00	44.70	60.64
25	1257.01	397.90	15.20	44.83	60.62
26	1257.01	398.13	15.17	44.73	60.62
27	1257.01	398.47	14.73	44.50	60.63
28	1257.01	399.27	16.57	44.43	60.64
29	1257.01	401.40	16.73	44.33	60.65
30	1257.01	401.33	16.80	44.40	60.64
31	1257.01	401.63	15.23	44.27	60.64
32	1257.01	400.43	15.10	44.23	60.63
33	1257.01	400.37	15.33	44.20	60.63
34	1257.01	400.40	15.23	44.13	60.65
35	1257.01	399.43	15.23	44.03	60.66
36	1257.01	399.83	14.20	43.83	60.66
37	1257.01	399.60	13.83	43.73	60.65
38	1257.01	399.97	14.23	43.57	60.66
39	1257.01	399.47	15.23	43.50	60.66
40	1257.01	399.63	15.83	43.50	60.65
41	1257.01	398.33	16.13	43.47	60.63
42	1257.01	398.60	16.57	43.37	60.62
43	1257.01	397.07	16.03	43.17	60.62
44	1257.01	398.47	16.00	43.03	60.62
45	1257.01	399.27	15.87	42.87	60.63
46	1257.01	399.43	15.77	42.53	60.65
47	1257.01	398.90	15.60	42.43	60.65
48	1257.01	397.17	15.73	42.30	60.65
49	1257.01	397.23	16.53	42.40	60.67
50	1257.01	397.03	16.93	42.37	60.66
51	1257.01	397.60	17.67	42.40	60.65
52	1257.01	397.57	17.90	42.37	60.62
53	1257.01	397.83	17.63	42.20	60.63
54	1257.01	397.73	16.67	41.97	60.64
55	1257.01	397.87	16.47	41.87	60.63
56	1257.01	397.80	16.27	41.73	60.63
57	1257.01	398.30	16.53	41.67	60.64
58	1257.01	398.27	16.07	41.67	60.64
59	1257.01	398.10	13.30	41.63	60.63
60	1257.01	398.20	13.20	41.60	60.62
61	1257.01	398.77	13.73	41.30	60.62
62	1257.01	398.27	16.83	41.20	60.64
63	1257.01	398.53	17.13	41.03	60.65
64	1257.01	398.57	17.77	40.90	60.65
65	1257.01	399.90	17.77	40.77	60.63
66	1257.01	400.23	17.27	40.70	60.63
67	1257.01	400.87	16.57	40.63	60.64
68	1257.01	400.97	16.80	40.47	60.64
69	1257.01	399.63	17.13	40.33	60.64
70	1257.01	399.17	17.40	40.53	60.60
71	1257.01	398.53	17.57	40.47	60.59
