time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
0	1093.18	398.80	2.60	92.47	61.55
1	1093.18	398.80	2.60	92.47	61.55
2	1093.18	399.10	3.03	92.50	61.54
3	1093.18	399.87	3.70	92.20	61.53
4	1093.18	399.60	3.37	91.90	61.54
5	1093.18	399.93	2.97	91.77	61.55
6	1093.18	399.20	2.73	91.63	61.55
7	1093.18	399.67	3.37	91.50	61.54
8	1093.18	398.80	3.27	91.13	61.54
9	1093.18	399.17	2.70	91.00	61.53
10	1093.18	399.17	2.73	90.57	61.54
11	1093.18	398.20	3.13	89.73	61.54
12	1093.18	398.73	2.77	89.10	61.54
13	1093.18	398.57	1.87	88.37	61.54
14	1093.18	400.30	2.27	88.03	61.55
15	1093.18	399.50	2.87	88.07	61.55
16	1093.18	400.17	3.73	88.63	61.54
17	1093.18	399.03	3.23	89.30	61.54
18	1093.18	399.03	3.43	89.67	61.54
19	1093.18	398.37	2.87	90.00	61.56
20	1093.18	398.97	3.13	90.43	61.54
21	1093.18	399.03	3.53	90.73	61.53
22	1093.18	398.97	3.80	90.87	61.52
23	1093.18	399.27	3.43	90.97	61.53
24	1093.18	398.73	3.00	91.17	61.53
25	1093.18	399.03	3.30	91.37	61.53
26	1093.18	397.97	3.60	91.40	61.51
27	1093.18	398.33	4.10	91.17	61.50
28	1093.18	398.57	3.93	90.93	61.52
29	1093.18	400.70	3.50	91.00	61.51
30	1093.18	401.23	3.17	91.03	61.52
31	1093.18	400.13	3.63	91.00	61.51
32	1093.18	398.20	4.13	90.73	61.51
33	1093.18	397.30	3.33	90.43	61.52
34	1093.18	397.77	2.90	90.30	61.52
35	1093.18	397.87	2.63	90.23	61.51
36	1093.18	398.87	3.73	90.07	61.49
37	1093.18	399.13	3.87	89.90	61.50
38	1093.18	399.47	4.07	89.70	61.55
39	1093.18	399.47	3.77	89.43	61.55
40	1093.18	399.17	3.83	89.30	61.51
41	1093.18	398.93	3.90	89.33	61.49
42	1093.18	398.03	3.90	89.37	61.50
43	1093.18	398.53	3.67	89.17	61.53
44	1093.18	398.37	3.80	88.87	61.52
45	1093.18	400.10	4.23	88.83	61.51
46	1093.18	400.03	4.53	88.67	61.50
47	1093.18	400.50	4.20	88.40	61.51
48	1093.18	399.53	4.03	87.83	61.50
49	1093.18	399.57	3.83	87.60	61.51
50	1093.18	398.93	5.47	87.43	61.50
51	1093.18	399.37	5.60	87.53	61.51
52	1093.18	399.00	6.13	87.33	61.51
53	1093.18	399.70	3.77	87.17	61.51
54	1093.18	398.83	3.43	86.97	61.52
55	1093.18	399.60	3.40	86.87	61.52
56	1093.18	399.67	4.17	86.73	61.51
57	1093.18	399.33	4.20	86.57	61.51
58	1093.18	398.50	3.70	86.37	61.51
59	1093.18	398.37	4.10	86.07	61.50
60	1093.18	398.60	4.40	85.93	61.50
61	1093.18	399.17	4.73	85.77	61.48
62	1093.18	399.23	4.70	85.60	61.49
63	1093.18	399.67	4.70	85.33	61.50
64	1093.18	398.83	4.27	85.03	61.51
65	1093.18	398.93	5.13	84.87	61.52
66	1093.18	398.53	5.27	84.70	61.50
67	1093.18	399.37	5.73	84.60	61.49
68	1093.18	399.30	4.37	84.27	61.49
69	1093.18	400.63	4.40	84.07	61.49
70	1093.18	401.50	4.17	83.53	61.51
71	1093.18	401.20	4.87	83.47	61.51
72	1093.18	400.80	5.00	83.20	61.51
73	1093.18	399.17	3.83	83.27	61.50
74	1093.18	399.40	3.70	83.07	61.51
75	1093.18	398.67	3.43	82.87	61.50
76	1093.18	399.67	4.70	82.73	61.50
77	1093.18	399.83	4.63	82.50	61.49
78	1093.18	400.27	4.60	82.23	61.50
79	1093.18	399.67	4.43	81.97	61.50
80	1093.18	399.73	4.67	81.87	61.51
81	1093.18	399.13	4.80	81.73	61.51
82	1093.18	399.03	5.23	81.37	61.50
83	1093.18	398.97	4.90	80.97	61.51
84	1093.18	399.47	3.97	80.70	61.51
85	1093.18	399.33	4.10	80.70	61.51
86	1093.18	398.43	4.60	80.60	61.48
87	1093.18	398.20	5.20	80.43	61.49
88	1093.18	398.30	5.00	80.10	61.50
89	1093.18	398.83	4.77	79.93	61.50
90	1093.18	398.17	5.10	79.80	61.49
91	1093.18	398.63	4.90	79.73	61.48
92	1093.18	398.23	6.30	79.47	61.49
93	1093.18	398.87	7.23	79.27	61.51
94	1093.18	398.27	8.93	79.07	61.50
95	1093.18	399.50	7.47	79.00	61.49
96	1093.18	399.23	6.87	78.87	61.48
97	1093.18	400.10	5.30	78.70	61.49
98	1093.18	399.07	5.00	78.47	61.49
99	1093.18	398.83	4.80	78.23	61.50
100	1093.18	398.20	3.60	78.13	61.48
101	1093.18	398.67	3.47	77.90	61.49
102	1093.18	399.53	2.17	77.73	61.49
103	1093.18	399.00	3.23	77.50	61.50
104	1093.18	399.07	3.70	77.37	61.50
105	1093.18	398.70	5.03	77.23	61.49
106	1093.18	398.93	5.30	77.10	61.48
107	1093.18	399.57	5.23	76.87	61.48
108	1093.18	399.73	4.87	76.63	61.46
109	1093.18	400.53	4.63	76.37	61.46
110	1093.18	399.70	5.13	76.27	61.46
111	1093.18	399.40	7.03	76.10	61.48
112	1093.18	397.57	7.10	75.97	61.48
113	1093.18	398.73	6.57	75.57	61.46
114	1093.18	399.37	4.80	75.37	61.46
115	1093.18	402.07	5.00	75.20	61.46
116	1093.18	400.37	4.13	75.23	61.49
117	1093.18	400.10	4.47	74.97	61.49
118	1093.18	398.50	4.40	75.07	61.50
119	1093.18	398.73	5.63	74.80	61.48
120	1093.18	398.37	5.67	74.77	61.48
121	1093.18	398.83	6.17	74.50	61.49
122	1093.18	399.90	6.17	74.40	61.48
123	1093.18	400.63	5.87	74.13	61.49
124	1093.18	400.67	5.33	73.67	61.49
125	1093.18	399.93	5.27	73.50	61.49
126	1093.18	399.53	4.47	73.40	61.49
127	1093.18	398.80	4.67	73.33	61.47
128	1093.18	399.00	4.17	73.17	61.47
129	1093.18	397.87	4.47	72.97	61.48
130	1093.18	398.43	4.30	72.80	61.50
131	1093.18	397.90	4.63	72.60	61.49
132	1093.18	399.40	5.20	72.37	61.48
133	1093.18	399.40	5.50	72.23	61.47
134	1093.18	399.43	5.57	72.07	61.48
135	1093.18	398.97	4.97	71.97	61.49
136	1093.18	399.57	4.90	71.60	61.49
137	1093.18	400.43	5.07	71.57	61.48
138	1093.18	400.20	5.67	71.50	61.47
139	1093.18	398.87	5.27	71.47	61.47
140	1093.18	398.63	5.13	71.13	61.48
141	1093.18	398.33	4.87	70.90	61.49
142	1093.18	398.00	5.57	70.87	61.49
143	1093.18	397.17	5.93	70.83	61.47
144	1093.18	397.27	6.40	70.67	61.47
145	1093.18	398.77	5.50	70.47	61.44
146	1093.18	399.70	2.20	70.20	61.45
147	1093.18	399.60	2.00	70.13	61.45
148	1093.18	399.07	2.93	69.97	61.47
149	1093.18	398.97	6.00	69.80	61.48
150	1093.18	398.23	5.87	69.63	61.48
151	1093.18	398.40	5.23	69.40	61.49
152	1093.18	399.27	4.97	69.37	61.48
153	1093.18	400.53	5.37	69.13	61.48
154	1093.18	399.27	5.77	69.07	61.47
155	1093.18	397.47	4.93	68.93	61.47
156	1093.18	397.73	4.60	68.77	61.47
157	1093.18	399.03	4.20	68.37	61.47
158	1093.18	399.93	5.63	68.13	61.48
159	1093.18	398.57	6.37	67.90	61.48
160	1093.18	398.53	5.90	68.00	61.47
161	1093.18	398.17	5.63	67.97	61.47
162	1093.18	399.27	4.87	67.97	61.47
163	1093.18	399.20	5.67	67.47	61.46
164	1093.18	398.77	5.43	67.23	61.46
165	1093.18	398.20	5.80	67.07	61.46
166	1093.18	398.90	5.60	67.30	61.45
167	1093.18	399.27	6.67	67.13	61.45
168	1093.18	399.60	6.47	67.00	61.42
169	1093.18	399.57	6.23	66.80	61.43
170	1093.18	399.80	5.43	66.60	61.44
171	1093.18	399.97	5.63	66.50	61.47
172	1093.18	399.90	5.93	66.40	61.46
173	1093.18	399.67	5.93	66.27	61.45
174	1093.18	400.37	5.43	66.03	61.46
175	1093.18	400.33	5.40	65.73	61.47
176	1093.18	400.80	5.50	65.63	61.47
177	1093.18	400.23	6.17	65.57	61.46
178	1093.18	399.10	6.47	65.57	61.45
179	1093.18	398.67	6.17	65.40	61.46
180	1093.18	398.93	5.87	65.33	61.47
181	1093.18	399.13	5.90	65.07	61.47
182	1093.18	398.97	6.53	65.23	61.46
183	1093.18	399.33	6.93	65.03	61.45
184	1093.18	399.73	6.67	64.97	61.45
185	1093.18	400.33	7.03	64.50	61.45
186	1093.18	399.70	7.00	64.17	61.45
187	1093.18	399.87	6.77	64.07	61.46
188	1093.18	399.03	6.40	63.93	61.45
189	1093.18	399.03	6.10	64.03	61.45
190	1093.18	398.07	6.40	63.87	61.44
191	1093.18	398.27	4.90	63.73	61.45
192	1093.18	397.17	4.60	63.50	61.46
193	1093.18	398.77	4.63	63.33	61.47
194	1093.18	399.00	6.00	63.20	61.47
195	1093.18	399.13	6.70	63.10	61.46
196	1093.18	398.30	6.63	63.00	61.45
197	1093.18	397.60	6.67	62.77	61.45
198	1093.18	398.37	6.20	62.47	61.47
199	1093.18	397.73	6.30	62.27	61.48
200	1093.18	398.17	5.70	62.27	61.48
201	1093.18	397.73	5.80	62.23	61.46
202	1093.18	398.57	6.00	62.10	61.45
203	1093.18	398.77	6.50	61.97	61.45
204	1093.18	399.87	6.33	61.63	61.46
205	1093.18	399.60	5.80	61.43	61.47
206	1093.18	399.33	5.57	61.30	61.47
207	1093.18	398.07	6.70	61.43	61.47
208	1093.18	398.30	7.13	61.53	61.46
209	1093.18	398.60	7.23	61.50	61.45
210	1093.18	399.60	6.70	61.27	61.44
211	1093.18	399.07	6.73	61.07	61.46
212	1093.18	399.53	6.13	60.83	61.46
213	1093.18	399.20	5.00	60.77	61.48
214	1093.18	399.10	4.70	60.63	61.44
215	1093.18	398.67	6.03	60.57	61.44
216	1093.18	399.17	7.03	60.63	61.38
217	1093.18	399.97	6.87	60.47	61.39
218	1093.18	400.53	5.77	60.03	61.39
219	1093.18	401.13	5.13	59.67	61.46
220	1093.18	401.27	5.47	59.50	61.47
221	1093.18	400.40	5.83	59.70	61.46
222	1093.18	399.10	6.80	59.70	61.45
223	1093.18	398.73	6.77	59.63	61.44
224	1093.18	400.03	6.50	59.43	61.44
225	1093.18	400.03	5.70	59.17	61.46
226	1093.18	399.93	5.77	58.97	61.46
227	1093.18	399.30	6.10	58.87	61.46
228	1093.18	400.30	6.97	58.87	61.45
229	1093.18	400.57	7.47	58.83	61.44
230	1093.18	399.60	7.57	58.70	61.44
231	1093.18	398.90	7.60	58.50	61.44
232	1093.18	398.57	6.93	58.43	61.46
233	1093.18	399.20	6.93	58.33	61.47
234	1093.18	399.03	6.30	58.17	61.47
235	1093.18	399.27	6.70	57.80	61.48
236	1093.18	399.83	6.73	57.60	61.47
237	1093.18	399.73	6.83	57.63	61.46
238	1093.18	399.67	6.43	57.63	61.45
239	1093.18	399.47	6.50	57.50	61.46
240	1093.18	399.30	6.43	57.23	61.44
241	1093.18	399.83	7.03	57.13	61.42
242	1093.18	398.73	6.87	57.10	61.41
243	1093.18	398.57	6.90	56.97	61.43
244	1093.18	397.93	6.50	56.77	61.44
245	1093.18	399.07	6.47	56.57	61.46
246	1093.18	399.80	6.37	56.47	61.47
247	1093.18	399.80	6.63	56.43	61.46
248	1093.18	399.80	6.37	56.33	61.44
249	1093.18	399.53	6.53	56.17	61.43
250	1093.18	399.50	6.13	56.20	61.43
251	1093.18	399.63	6.43	56.00	61.45
252	1093.18	399.97	6.43	55.97	61.49
253	1093.18	400.03	7.27	55.63	61.50
254	1093.18	399.40	7.30	55.67	61.48
255	1093.18	399.40	7.67	55.47	61.43
256	1093.18	399.23	5.93	55.30	61.44
257	1093.18	399.13	5.73	54.97	61.45
258	1093.18	398.70	5.20	54.83	61.45
259	1093.18	399.23	6.13	54.83	61.45
260	1093.18	399.50	6.67	54.87	61.44
261	1093.18	399.97	7.10	54.83	61.43
262	1093.18	399.97	7.27	54.57	61.43
263	1093.18	399.77	6.77	54.33	61.44
264	1093.18	399.27	6.50	54.13	61.45
265	1093.18	399.50	6.53	54.10	61.45
266	1093.18	399.63	6.90	54.13	61.45
267	1093.18	399.53	6.97	54.20	61.43
268	1093.18	399.43	7.00	54.00	61.43
269	1093.18	399.70	6.53	53.80	61.44
270	1093.18	400.27	6.50	53.50	61.45
271	1093.18	400.03	6.53	53.50	61.45
272	1093.18	398.73	7.13	53.37	61.45
273	1093.18	398.97	7.20	53.40	61.44
274	1093.18	398.37	7.60	53.30	61.43
275	1093.18	399.87	7.60	53.23	61.43
276	1093.18	399.67	7.20	53.03	61.44
277	1093.18	399.73	6.80	53.00	61.44
278	1093.18	399.93	6.73	52.43	61.44
279	1093.18	399.43	9.17	52.33	61.43
280	1093.18	399.50	9.03	52.17	61.43
281	1093.18	399.70	8.50	52.47	61.44
282	1093.18	399.37	6.30	52.33	61.45
283	1093.18	400.20	6.40	52.23	61.43
284	1093.18	399.50	5.97	52.23	61.41
285	1093.18	399.53	6.27	52.17	61.40
286	1093.18	399.47	6.47	52.03	61.42
287	1093.18	399.30	7.33	51.80	61.43
288	1093.18	400.13	7.13	51.70	61.45
289	1093.18	399.83	7.00	51.67	61.45
290	1093.18	399.97	7.27	51.73	61.44
291	1093.18	399.27	7.70	51.67	61.43
292	1093.18	399.00	7.77	51.50	61.43
293	1093.18	398.40	7.27	51.30	61.43
294	1093.18	399.27	6.60	51.17	61.44
295	1093.18	398.97	6.60	51.03	61.44
296	1093.18	398.00	7.00	50.87	61.45
297	1093.18	397.37	7.67	50.83	61.43
298	1093.18	397.83	7.70	50.80	61.41
299	1093.18	398.47	7.50	50.77	61.42
300	1093.18	398.27	7.17	50.60	61.43
301	1093.18	398.40	6.90	50.50	61.44
302	1093.18	398.53	7.17	50.47	61.44
303	1093.18	399.03	7.23	50.47	61.43
304	1093.18	398.50	7.47	50.37	61.42
305	1093.18	399.10	7.00	50.23	61.45
306	1093.18	398.87	6.90	49.80	61.47
307	1093.18	399.37	6.93	49.73	61.48
308	1093.18	399.13	7.53	49.73	61.44
309	1093.18	399.60	7.57	49.93	61.43
310	1093.18	398.83	7.73	49.80	61.44
311	1093.18	399.57	6.93	49.60	61.45
312	1093.18	399.00	7.03	49.50	61.45
313	1093.18	399.83	6.30	49.53	61.43
