time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
0	1180.14	398.50	18.10	60.53	61.08
1	1180.14	398.50	18.10	60.53	61.08
2	1180.14	397.87	18.00	60.33	61.08
3	1180.14	398.60	17.10	60.40	61.06
4	1180.14	399.20	16.30	60.30	61.06
5	1180.14	399.60	16.47	60.27	61.04
6	1180.14	399.53	15.83	60.00	61.06
7	1180.14	398.90	17.40	59.87	61.06
8	1180.14	398.67	17.73	59.73	61.06
9	1180.14	398.77	19.10	59.63	61.06
10	1180.14	398.23	17.93	59.57	61.06
11	1180.14	397.20	18.07	59.17	61.05
12	1180.14	397.47	17.67	59.03	61.06
13	1180.14	398.47	18.57	59.03	61.04
14	1180.14	399.30	16.80	59.43	61.05
15	1180.14	399.23	17.00	59.60	61.05
16	1180.14	398.87	17.67	59.87	61.07
17	1180.14	398.83	18.87	60.13	61.07
18	1180.14	398.73	18.73	60.57	61.07
19	1180.14	398.90	18.07	60.57	61.06
20	1180.14	399.33	18.73	60.77	61.06
21	1180.14	399.37	19.20	60.97	61.05
22	1180.14	399.27	19.00	61.40	61.04
23	1180.14	399.27	18.90	61.63	61.02
24	1180.14	399.00	20.03	61.70	61.02
25	1180.14	399.70	20.43	61.67	61.04
26	1180.14	399.60	19.20	61.60	61.04
27	1180.14	400.20	18.13	61.53	61.04
28	1180.14	399.63	19.33	61.57	61.04
29	1180.14	401.07	20.23	61.53	61.05
30	1180.14	401.07	20.67	61.60	61.06
31	1180.14	400.57	18.93	61.53	61.07
32	1180.14	399.67	19.13	61.53	61.06
33	1180.14	399.60	18.47	61.27	61.08
34	1180.14	400.00	18.60	61.30	61.07
35	1180.14	399.10	18.40	61.27	61.07
36	1180.14	399.30	18.57	61.53	61.05
37	1180.14	399.40	19.37	61.53	61.05
38	1180.14	399.57	19.73	61.57	61.05
39	1180.14	399.30	19.87	61.47	61.05
40	1180.14	400.00	20.00	61.47	61.07
41	1180.14	399.97	20.13	61.57	61.05
42	1180.14	399.53	20.17	61.40	61.04
43	1180.14	399.63	19.43	61.23	61.01
44	1180.14	399.60	20.13	60.87	61.03
45	1180.14	399.67	20.60	60.77	61.03
46	1180.14	399.07	20.67	60.57	61.05
47	1180.14	398.60	19.60	60.27	61.05
48	1180.14	399.00	19.80	60.17	61.05
49	1180.14	399.00	19.60	60.07	61.05
50	1180.14	399.63	19.63	60.07	61.04
51	1180.14	399.90	18.50	59.93	61.05
52	1180.14	399.40	18.23	59.83	61.05
53	1180.14	399.47	17.93	59.97	61.08
54	1180.14	398.60	18.17	59.80	61.08
55	1180.14	398.70	19.27	59.70	61.08
56	1180.14	398.60	19.70	59.43	61.06
57	1180.14	399.03	19.83	59.43	61.05
58	1180.14	399.60	19.37	59.37	61.04
59	1180.14	400.20	19.53	59.37	61.04
60	1180.14	400.53	19.80	59.33	61.03
61	1180.14	399.43	19.77	59.30	61.03
62	1180.14	399.27	19.67	59.17	61.02
63	1180.14	398.87	18.73	59.03	61.02
64	1180.14	399.77	18.30	58.90	61.03
65	1180.14	399.00	18.70	58.73	61.04
66	1180.14	398.67	19.03	58.47	61.05
67	1180.14	397.87	19.20	58.00	61.05
68	1180.14	398.30	18.47	57.67	61.05
69	1180.14	398.23	20.10	57.57	61.05
70	1180.14	398.87	20.13	57.77	61.05
71	1180.14	398.13	20.57	57.87	61.04
72	1180.14	398.67	18.93	57.87	61.04
73	1180.14	398.87	17.60	57.70	61.03
74	1180.14	399.37	18.40	57.57	61.04
75	1180.14	399.10	18.63	57.47	61.03
76	1180.14	398.97	20.23	57.40	61.03
77	1180.14	399.03	18.93	57.27	61.03
78	1180.14	399.20	17.43	57.00	61.05
79	1180.14	398.43	17.17	56.80	61.05
80	1180.14	397.97	17.27	56.70	61.05
81	1180.14	397.40	19.10	56.70	61.04
82	1180.13	397.53	19.37	56.67	61.03
83	1180.13	397.57	20.03	56.60	61.02
84	1180.13	398.50	20.17	56.33	61.04
85	1180.13	398.53	19.97	56.03	61.05
86	1180.13	398.87	19.47	55.90	61.06
87	1180.13	398.77	18.67	55.83	61.04
88	1180.13	399.93	20.00	55.80	61.04
89	1180.13	399.93	20.17	55.60	61.05
90	1180.13	399.33	20.67	55.50	61.05
91	1180.13	398.60	19.40	55.40	61.05
92	1180.13	398.83	19.27	55.30	61.04
93	1180.13	399.23	19.40	55.20	61.04
94	1180.13	398.37	19.77	55.13	61.03
95	1180.13	397.80	20.13	55.03	61.02
96	1180.13	396.57	17.50	54.93	61.02
97	1180.13	398.33	17.20	54.80	61.02
98	1180.13	398.97	17.93	54.73	61.03
99	1180.13	399.60	20.40	54.60	61.03
100	1180.13	398.83	20.17	54.43	61.03
101	1180.13	398.63	18.87	54.20	61.06
102	1180.13	399.63	18.80	54.10	61.06
103	1180.13	399.67	19.07	54.00	61.06
104	1180.13	399.80	19.47	53.97	61.04
105	1180.13	399.47	19.93	53.87	61.03
106	1180.13	398.83	20.10	53.90	61.03
107	1180.13	399.10	20.40	53.93	61.02
108	1180.13	398.03	20.93	53.83	61.02
109	1180.13	398.67	20.90	53.60	61.02
110	1180.13	398.40	20.70	53.30	61.00
111	1180.13	398.70	20.57	53.17	61.00
112	1180.13	399.43	20.60	53.10	61.01
113	1180.13	399.40	20.50	53.03	61.04
114	1180.13	400.67	19.80	52.93	61.04
115	1180.13	399.97	19.93	52.93	61.04
116	1180.13	400.10	19.77	52.80	61.03
117	1180.13	399.23	19.90	52.73	61.03
118	1180.13	398.40	20.13	52.47	61.03
119	1180.13	396.90	20.63	52.40	61.02
120	1180.13	396.67	20.67	52.30	61.02
121	1180.13	397.30	20.10	52.47	61.01
122	1180.13	398.60	20.07	52.37	61.03
123	1180.13	398.60	20.13	52.20	61.03
124	1180.13	398.87	20.27	51.83	61.03
125	1180.13	399.13	21.33	51.63	61.02
126	1180.13	398.93	21.13	51.47	61.02
127	1180.13	399.20	21.20	51.23	61.03
128	1180.13	399.20	19.87	51.13	61.03
129	1180.13	399.97	20.30	50.93	61.04
130	1180.13	399.43	20.20	50.73	61.03
131	1180.13	397.93	20.33	50.57	61.03
132	1180.13	398.30	20.23	50.63	61.02
133	1180.13	398.70	20.27	50.73	61.01
134	1180.13	399.60	19.20	50.73	61.01
135	1180.13	399.07	21.23	50.60	61.02
136	1180.13	399.00	20.83	50.43	61.03
137	1180.13	399.33	19.60	50.30	61.03
138	1180.13	399.80	17.27	50.20	61.04
139	1180.13	399.63	17.60	50.20	61.03
140	1180.13	399.60	19.57	50.20	61.03
141	1180.13	399.30	19.67	50.13	61.01
142	1180.13	399.17	19.43	50.03	61.00
143	1180.13	399.47	19.63	49.87	61.00
144	1180.13	399.47	17.80	49.67	61.01
145	1180.13	399.37	18.30	49.53	61.03
146	1180.13	399.20	18.53	49.40	61.04
147	1180.13	398.70	20.57	49.40	61.04
148	1180.13	398.53	20.50	49.57	61.03
149	1180.13	398.03	21.27	49.57	61.02
150	1180.13	399.30	22.33	49.47	61.01
151	1180.13	400.50	22.17	49.13	61.01
152	1180.13	400.93	21.87	48.93	61.02
153	1180.13	400.33	20.47	48.73	61.02
154	1180.13	399.57	20.23	48.60	61.03
155	1180.13	399.57	20.03	48.47	61.03
156	1180.13	399.97	20.77	48.70	61.04
157	1180.13	400.00	21.27	48.70	61.03
158	1180.13	400.40	20.80	48.83	61.00
159	1180.13	399.53	20.07	48.43	61.00
160	1180.13	398.83	19.73	48.20	61.01
161	1180.13	399.10	19.70	47.93	61.04
162	1180.13	399.10	19.63	47.90	61.03
163	1180.13	399.87	20.03	47.90	61.02
164	1180.13	398.97	20.50	47.90	61.01
165	1180.13	399.40	20.63	47.83	61.00
166	1180.13	399.03	20.37	47.60	61.01
167	1180.13	399.47	19.90	47.40	61.01
168	1180.13	398.73	20.07	47.27	61.02
169	1180.13	398.93	20.33	47.37	61.01
170	1180.13	398.43	20.53	47.30	61.01
171	1180.13	399.30	20.57	47.23	61.00
172	1180.13	398.97	18.13	47.03	61.01
173	1180.13	398.90	17.27	46.90	61.02
174	1180.13	398.43	15.87	46.77	61.02
175	1180.13	398.43	17.47	46.73	61.02
176	1180.13	399.07	18.50	46.73	61.00
177	1180.13	399.80	20.30	46.63	61.00
178	1180.13	399.67	20.67	46.53	61.01
179	1180.13	399.37	20.17	46.33	61.03
180	1180.13	398.43	19.83	46.27	61.03
181	1180.13	398.03	20.03	46.03	61.05
182	1180.13	397.33	20.63	46.23	61.05
183	1180.13	397.53	20.47	46.10	61.05
184	1180.13	398.17	20.30	46.03	61.03
185	1180.13	399.07	19.77	45.73	61.02
186	1180.13	398.60	19.80	45.70	61.01
187	1180.13	398.73	20.57	45.67	61.01
188	1180.13	398.97	20.77	45.60	61.01
189	1180.13	399.70	20.73	45.43	61.02
190	1180.13	400.13	21.30	45.40	61.03
191	1180.13	399.37	21.17	45.27	61.02
192	1180.13	399.10	21.60	45.30	61.00
193	1180.13	399.17	20.23	45.20	60.99
194	1180.13	399.27	20.00	45.13	60.97
195	1180.13	399.77	19.77	44.90	60.98
196	1180.13	398.57	19.83	45.10	61.00
197	1180.13	398.93	20.23	45.03	61.02
198	1180.13	398.53	20.07	45.13	61.04
199	1180.13	398.63	19.00	44.67	61.03
200	1180.13	398.87	19.07	44.60	61.02
201	1180.13	399.30	19.27	44.50	60.99
202	1180.13	399.57	20.90	44.53	60.96
203	1180.13	398.73	20.83	44.40	60.99
204	1180.13	398.27	20.57	44.20	61.00
205	1180.13	398.93	20.07	44.03	61.02
206	1180.13	398.57	20.60	44.10	61.01
207	1180.13	398.30	20.97	44.03	61.00
208	1180.13	398.10	21.63	43.93	60.99
209	1180.13	398.40	21.20	43.63	61.00
210	1180.13	399.13	21.10	43.47	61.00
211	1180.13	398.53	20.97	43.40	61.01
212	1180.13	398.90	20.20	43.33	61.00
213	1180.13	399.03	20.13	43.17	61.02
214	1180.13	399.57	19.33	43.00	61.02
215	1180.13	400.03	19.60	42.77	61.03
216	1180.13	398.93	19.80	42.73	61.02
217	1180.13	398.20	21.30	42.67	61.01
218	1180.13	398.30	21.83	42.70	61.00
219	1180.13	398.97	21.40	42.63	61.00
220	1180.13	399.47	20.27	42.50	61.02
221	1180.13	398.83	20.17	42.37	61.01
222	1180.13	398.73	20.53	42.33	61.00
223	1180.13	399.23	21.30	42.27	60.99
224	1180.13	399.53	21.33	42.20	61.03
225	1180.13	400.40	21.10	42.03	61.03
226	1180.13	399.50	20.60	41.93	61.04
227	1180.13	399.67	21.00	41.83	61.01
228	1180.13	398.33	21.17	41.80	61.01
229	1180.13	398.20	21.33	41.93	60.99
230	1180.13	397.93	20.87	41.83	60.99
231	1180.13	398.50	20.57	41.63	61.00
232	1180.13	399.17	20.57	41.37	61.02
233	1180.13	399.63	20.50	41.30	61.01
234	1180.13	399.53	21.00	41.40	61.00
235	1180.13	398.80	19.93	41.33	61.00
236	1180.13	398.23	20.27	41.20	61.00
237	1180.13	398.07	20.00	41.00	61.01
238	1180.13	398.87	21.23	40.90	61.01
239	1180.13	398.70	20.03	40.90	61.01
240	1180.13	398.33	20.13	40.93	61.00
241	1180.13	397.90	20.10	40.90	60.99
242	1180.13	397.50	20.70	40.83	61.00
243	1180.13	397.80	20.60	40.67	61.00
244	1180.13	397.73	20.23	40.57	61.01
245	1180.13	398.23	20.87	40.47	61.01
246	1180.13	398.57	22.13	40.47	61.00
247	1180.13	399.07	22.10	40.57	60.97
248	1180.13	399.43	22.10	40.53	60.98
249	1180.13	399.37	20.83	40.37	60.99
250	1180.13	399.13	20.27	40.13	61.01
251	1180.13	398.50	20.07	40.07	61.01
252	1180.13	398.40	20.47	40.27	61.02
253	1180.13	398.60	21.00	39.97	60.99
254	1180.13	398.57	20.67	39.83	61.00
255	1180.13	398.43	20.07	39.47	60.98
256	1180.13	399.10	19.37	39.57	61.01
257	1180.13	399.83	19.87	39.50	61.00
258	1180.13	400.63	20.50	39.77	61.01
259	1180.13	399.20	21.30	39.77	61.00
260	1180.13	399.07	21.17	40.00	60.99
261	1180.13	398.13	20.90	39.67	60.99
262	1180.13	398.50	20.83	39.43	61.03
263	1180.13	398.17	18.87	39.10	61.04
264	1180.13	398.27	19.17	39.07	61.04
265	1180.13	398.43	20.50	39.13	61.00
266	1180.13	398.87	22.73	38.93	61.00
267	1180.13	398.67	23.87	38.77	61.00
268	1180.13	399.07	22.43	38.60	61.01
269	1180.13	398.83	22.43	38.67	61.00
