time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
0	246.10	202.70	1.40	73.60	65.06
1	246.10	202.70	1.40	73.60	65.06
2	246.10	202.53	1.27	73.70	65.06
3	246.10	202.63	3.40	73.77	65.08
4	246.10	202.13	4.03	73.70	65.07
5	246.10	202.10	4.47	73.43	65.06
6	246.10	201.73	2.63	73.40	65.06
7	246.10	201.37	2.37	73.33	65.05
8	246.10	201.37	2.17	73.27	65.06
9	246.10	200.87	1.50	73.17	65.06
10	246.10	201.63	1.40	73.07	65.07
11	246.10	201.87	1.40	72.80	65.07
12	246.10	202.90	1.90	72.77	65.07
13	246.10	201.93	1.30	72.77	65.06
14	246.10	201.93	1.43	73.03	65.05
15	246.10	201.50	1.43	73.00	65.05
16	246.10	202.40	2.60	72.97	65.04
17	246.10	202.23	2.87	72.83	65.04
18	246.10	201.63	2.93	72.77	65.04
19	246.10	202.13	2.27	72.77	65.05
20	246.10	202.70	1.87	73.63	65.05
21	246.10	202.63	3.23	74.90	65.04
22	246.10	201.30	4.00	76.40	65.02
23	246.10	200.03	4.57	77.30	65.01
24	246.10	200.03	3.27	78.00	65.01
25	246.10	200.50	3.23	78.47	65.01
26	246.10	201.43	2.73	78.77	65.00
27	246.10	201.47	2.23	78.93	65.01
28	246.10	200.77	1.37	79.13	65.00
29	246.10	200.57	0.33	79.30	65.01
30	246.10	201.57	0.70	79.53	64.99
31	246.10	202.27	1.20	79.63	64.99
32	246.10	202.30	2.93	79.67	64.99
33	246.10	201.83	2.80	79.60	65.00
34	246.10	202.10	2.63	79.57	65.00
35	246.10	201.63	1.83	79.30	65.01
36	246.10	201.63	0.47	79.23	65.00
37	246.10	201.43	0.93	79.30	64.97
38	246.10	201.20	1.33	79.57	64.95
39	246.10	202.37	3.10	79.47	64.95
40	246.10	202.27	2.83	79.20	64.96
41	246.10	203.23	2.47	78.97	64.96
42	246.10	202.17	2.60	78.80	64.97
43	246.10	202.43	2.07	78.67	64.99
44	246.10	202.27	1.70	78.53	65.00
45	246.10	202.60	1.50	78.67	65.00
46	246.09	201.80	2.30	78.60	64.99
47	246.09	201.93	2.97	78.57	64.98
48	246.09	201.67	1.83	78.27	64.96
49	246.09	202.83	1.63	78.10	64.95
50	246.09	201.87	1.67	77.90	64.96
51	246.09	201.83	2.93	77.67	64.97
52	246.09	201.30	2.67	77.67	64.99
53	246.09	201.30	2.53	77.60	65.00
54	246.09	201.33	2.27	77.80	64.99
55	246.09	200.73	3.13	77.67	64.99
56	246.09	201.30	3.37	77.53	64.97
57	246.09	201.60	3.67	77.20	64.97
58	246.09	202.10	3.30	76.93	64.97
59	246.09	202.90	2.70	76.87	64.98
60	246.09	202.77	2.50	76.83	64.97
61	246.09	202.97	2.67	76.80	64.96
62	246.09	202.27	3.23	76.77	64.95
63	246.09	202.27	4.20	76.60	64.95
64	246.09	202.40	2.77	76.47	64.95
65	246.09	202.00	2.57	76.23	64.96
66	246.09	202.23	1.43	76.10	64.97
67	246.09	201.33	1.73	76.03	64.97
68	246.09	201.37	1.73	76.00	64.95
69	246.09	201.33	2.13	75.93	64.94
70	246.09	201.67	3.43	75.87	64.92
71	246.09	202.27	3.43	75.70	64.93
72	246.09	201.93	2.13	75.53	64.94
73	246.09	201.90	1.33	75.27	64.95
74	246.09	201.60	0.10	75.07	64.96
75	246.09	201.13	0.00	75.03	64.95
76	246.09	201.30	-0.93	75.03	64.94
77	246.09	201.50	0.37	75.10	64.92
78	246.09	201.40	1.67	74.97	64.92
79	246.09	201.33	3.33	74.77	64.92
80	246.09	201.87	3.40	74.53	64.93
81	246.09	203.37	3.03	74.40	64.94
82	246.09	203.40	3.87	74.40	64.95
83	246.09	202.43	4.50	74.37	64.93
84	246.09	201.10	5.57	74.30	64.92
85	246.09	201.10	4.17	74.17	64.92
86	246.09	200.63	3.30	74.03	64.94
87	246.09	200.97	2.27	73.90	64.96
88	246.09	200.47	2.40	73.97	64.97
89	246.09	200.73	2.67	73.90	64.95
90	246.09	200.07	3.07	73.80	64.92
91	246.09	200.50	3.47	73.43	64.92
92	246.09	200.57	3.43	73.27	64.93
93	246.09	200.70	3.20	73.17	64.93
94	246.09	200.33	3.50	73.07	64.91
95	246.09	200.67	3.23	73.07	64.91
96	246.09	201.10	3.20	72.93	64.91
97	246.09	201.57	3.33	73.00	64.92
98	246.09	201.10	4.00	72.87	64.91
99	246.09	201.23	4.27	72.83	64.91
100	246.09	201.07	2.63	72.63	64.91
101	246.09	201.60	2.43	72.43	64.92
102	246.09	200.50	2.13	72.27	64.93
103	246.09	201.20	3.00	72.20	64.91
104	246.09	200.87	3.10	72.30	64.90
105	246.09	202.47	3.30	72.33	64.89
106	246.09	201.23	3.30	72.27	64.91
107	246.09	200.57	2.60	72.13	64.93
108	246.09	199.83	2.63	72.00	64.93
109	246.09	200.60	1.93	71.93	64.93
110	246.09	201.87	2.53	71.80	64.94
111	246.09	201.67	2.73	71.70	64.93
112	246.09	201.37	3.63	71.60	64.93
113	246.09	200.27	3.17	71.40	64.91
114	246.09	200.43	2.77	71.27	64.92
115	246.09	201.30	2.43	71.30	64.92
116	246.09	201.60	3.10	71.37	64.91
117	246.09	201.60	3.17	71.33	64.90
118	246.09	201.23	4.03	71.17	64.90
119	246.09	201.57	3.73	70.93	64.92
120	246.09	202.03	3.83	70.70	64.93
121	246.09	201.63	3.43	70.53	64.93
122	246.09	201.33	3.57	70.60	64.90
123	246.09	201.43	4.03	70.90	64.88
124	246.09	202.17	3.97	70.77	64.88
125	246.09	202.10	3.67	70.53	64.90
126	246.09	201.60	2.23	70.13	64.92
127	246.09	200.73	2.23	70.03	64.91
128	246.09	201.60	2.40	70.03	64.91
129	246.09	201.20	3.47	69.93	64.89
130	246.09	202.03	3.40	69.93	64.90
131	246.09	201.67	3.23	69.73	64.89
132	246.09	202.23	2.87	69.47	64.90
133	246.09	201.70	2.67	69.33	64.90
134	246.09	201.47	3.20	69.33	64.90
135	246.09	200.70	3.67	69.20	64.86
136	246.09	201.00	3.87	69.10	64.85
137	246.09	200.73	3.53	69.00	64.86
138	246.09	201.37	3.40	69.17	64.89
139	246.09	201.10	4.57	69.10	64.89
140	246.09	201.93	4.83	68.87	64.89
141	246.09	202.80	4.87	68.77	64.88
142	246.09	203.00	3.80	68.63	64.89
143	246.09	202.97	3.67	68.63	64.87
144	246.09	202.83	3.30	68.57	64.88
145	246.09	202.63	3.30	68.57	64.88
146	246.09	202.37	3.23	68.60	64.88
147	246.09	201.63	3.50	68.73	64.87
148	246.09	201.50	3.60	68.70	64.87
149	246.09	201.73	2.53	68.60	64.88
150	246.09	202.23	2.73	68.27	64.88
151	246.09	201.63	2.50	68.13	64.88
152	246.09	200.63	3.57	68.07	64.85
153	246.09	199.60	3.37	68.07	64.84
154	246.09	200.23	2.30	67.97	64.85
155	246.09	201.13	2.03	67.70	64.87
156	246.09	201.53	1.97	67.60	64.88
157	246.09	201.10	3.07	67.53	64.86
158	246.09	201.13	2.07	67.63	64.86
159	246.09	201.50	2.50	67.60	64.88
160	246.09	201.47	2.70	67.57	64.89
161	246.09	201.43	3.90	67.43	64.90
162	246.09	200.70	3.27	67.20	64.87
163	246.09	201.27	3.33	67.07	64.87
164	246.09	201.00	3.60	67.03	64.86
165	246.09	202.50	4.20	67.10	64.85
166	246.09	202.07	3.80	66.97	64.86
167	246.09	201.90	3.37	66.87	64.87
168	246.09	201.53	2.97	66.73	64.88
169	246.09	202.20	3.40	66.77	64.88
170	246.09	202.13	3.77	66.70	64.86
171	246.09	201.60	4.03	66.67	64.85
172	246.09	200.90	3.77	66.47	64.85
173	246.09	201.27	2.73	66.30	64.86
174	246.09	201.43	2.37	66.17	64.86
175	246.09	201.70	2.37	66.20	64.86
176	246.09	201.23	3.60	66.23	64.85
177	246.09	200.97	3.87	66.00	64.85
178	246.09	201.53	4.10	65.87	64.86
179	246.09	202.97	3.33	65.80	64.82
180	246.09	203.40	3.33	65.90	64.82
181	246.09	202.00	3.47	65.80	64.80
182	246.09	200.63	4.27	65.60	64.85
183	246.09	200.03	4.03	65.53	64.85
184	246.09	201.60	3.97	65.40	64.86
185	246.09	201.77	3.67	65.30	64.86
186	246.09	201.47	4.27	65.20	64.85
187	246.09	200.27	4.40	65.23	64.84
188	246.09	201.00	3.90	65.30	64.84
189	246.09	201.57	3.40	64.87	64.82
190	246.09	201.90	3.27	64.70	64.83
191	246.09	201.10	3.90	64.57	64.81
192	246.09	200.80	3.93	64.90	64.82
193	246.09	200.97	3.87	64.90	64.79
194	246.09	200.40	3.67	64.80	64.82
195	246.09	200.57	4.40	64.63	64.83
196	246.09	200.80	3.97	64.53	64.85
197	246.09	201.57	5.87	64.47	64.85
198	246.09	201.37	5.37	64.47	64.81
199	246.09	201.60	5.73	64.47	64.81
200	246.09	201.37	3.30	64.40	64.81
201	246.09	202.00	2.87	64.23	64.85
202	246.09	202.00	3.57	64.10	64.85
203	246.09	202.00	4.33	63.93	64.85
204	246.09	202.10	4.90	64.03	64.84
205	246.09	202.10	4.13	64.03	64.83
206	246.09	201.80	3.93	64.03	64.83
207	246.09	201.13	2.77	63.80	64.84
208	246.09	201.23	2.47	63.67	64.85
209	246.09	202.17	2.43	63.63	64.85
210	246.09	202.27	2.57	63.67	64.84
211	246.09	201.07	3.27	63.60	64.83
212	246.09	201.03	3.80	63.77	64.83
213	246.09	201.20	4.50	63.57	64.83
214	246.09	201.73	3.47	63.40	64.85
215	246.09	201.20	3.17	63.00	64.83
216	246.09	201.53	3.13	63.17	64.79
217	246.09	202.30	3.90	63.20	64.78
218	246.09	201.20	1.53	63.20	64.80
219	246.09	201.13	1.63	62.93	64.82
220	246.09	200.37	1.30	62.77	64.83
221	246.09	201.53	3.17	62.70	64.83
222	246.09	201.80	2.97	62.67	64.84
223	246.09	201.47	3.03	62.67	64.82
224	246.09	201.03	3.90	62.63	64.82
225	246.09	200.23	4.40	62.50	64.81
226	246.09	200.80	4.27	62.40	64.82
227	246.09	201.07	3.43	62.30	64.83
228	246.09	201.77	2.50	62.30	64.84
229	246.09	202.20	2.97	62.13	64.82
230	246.09	202.20	3.60	62.10	64.82
231	246.09	201.63	4.30	62.03	64.81
232	246.09	201.47	4.27	62.10	64.80
233	246.09	201.50	4.17	61.73	64.81
234	246.09	200.80	4.03	61.60	64.82
235	246.09	200.30	3.50	61.57	64.84
236	246.09	200.27	2.87	61.73	64.83
237	246.09	201.30	3.10	61.77	64.82
238	246.09	201.27	3.90	61.67	64.81
239	246.09	201.53	4.57	61.67	64.80
240	246.09	201.13	6.40	61.47	64.81
241	246.09	201.60	5.67	61.37	64.82
242	246.09	201.50	5.13	61.20	64.82
243	246.09	201.60	3.30	61.20	64.81
244	246.09	201.10	4.60	61.17	64.81
245	246.09	200.83	6.07	61.17	64.81
246	246.09	201.27	6.20	61.20	64.77
247	246.09	200.80	5.17	61.30	64.74
248	246.09	201.60	4.10	61.20	64.75
249	246.09	201.40	4.03	61.10	64.79
250	246.09	202.13	3.87	60.87	64.82
251	246.09	201.50	3.90	60.83	64.82
252	246.09	201.50	4.00	60.83	64.82
253	246.09	201.83	4.60	60.83	64.81
254	246.09	201.30	4.73	60.80	64.80
255	246.09	201.27	4.63	60.37	64.76
256	246.09	200.90	4.97	60.23	64.77
257	246.09	202.17	5.67	60.10	64.78
258	246.09	201.97	5.23	60.30	64.81
259	246.09	202.00	4.70	60.27	64.81
260	246.09	201.30	3.97	60.27	64.79
261	246.09	201.30	4.23	60.30	64.79
262	246.09	200.80	4.23	60.20	64.79
263	246.09	201.37	4.00	60.13	64.79
264	246.09	201.53	3.90	60.00	64.80
265	246.09	202.53	4.63	59.97	64.80
266	246.09	202.60	4.70	59.93	64.80
267	246.09	202.30	5.17	59.77	64.77
268	246.09	202.17	4.43	59.83	64.79
269	246.09	201.33	4.40	59.70	64.79
270	246.09	202.03	3.80	59.77	64.81
271	246.09	201.47	3.97	59.53	64.80
272	246.09	201.93	3.63	59.53	64.80
273	246.09	202.03	3.83	59.43	64.80
274	246.09	202.50	3.70	59.57	64.79
275	246.09	202.40	4.47	59.50	64.78
276	246.09	202.13	4.87	59.43	64.77
277	246.09	202.17	4.53	59.20	64.78
278	246.09	202.57	3.80	59.13	64.80
279	246.09	201.63	3.43	59.00	64.81
280	246.09	201.70	3.37	58.97	64.80
281	246.09	201.47	3.00	59.00	64.80
282	246.09	202.40	2.73	59.10	64.79
283	246.09	202.10	3.37	59.13	64.79
284	246.09	201.77	4.10	59.00	64.78
285	246.09	201.60	4.73	58.83	64.78
286	246.09	201.23	3.33	58.63	64.79
287	246.09	201.60	2.87	58.57	64.80
288	246.09	201.37	2.43	58.53	64.81
289	246.09	202.00	3.83	58.50	64.80
290	246.09	202.47	4.47	58.53	64.79
291	246.09	201.80	6.57	58.53	64.77
292	246.09	200.77	5.90	58.50	64.79
293	246.09	201.20	5.50	58.37	64.80
294	246.09	201.90	3.33	58.17	64.81
295	246.09	203.27	3.93	58.10	64.80
296	246.09	202.33	4.17	58.03	64.79
297	246.09	202.17	4.47	58.03	64.79
298	246.09	202.40	4.27	58.03	64.78
299	246.09	202.50	4.10	57.97	64.78
300	246.09	202.37	4.07	57.90	64.78
301	246.09	202.43	3.73	57.87	64.79
302	246.09	202.27	3.50	57.80	64.79
303	246.09	202.23	3.73	57.80	64.80
