time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
0	1690.64	98.67	-4.53	14.07	65.65
1	1690.64	98.67	-4.53	14.07	65.65
2	1690.64	100.53	-4.67	14.13	65.63
3	1690.64	100.43	-4.57	14.17	65.64
4	1690.64	100.63	-5.00	14.30	65.65
5	1690.64	101.20	-5.27	14.33	65.65
6	1690.64	100.93	-5.03	14.33	65.65
7	1690.64	101.13	-4.53	14.37	65.63
8	1690.64	100.67	-4.23	14.40	65.63
9	1690.64	101.10	-4.67	14.53	65.63
10	1690.64	100.87	-5.00	14.30	65.66
11	1690.64	100.13	-5.17	14.00	65.68
12	1690.64	99.43	-4.50	14.00	65.69
13	1690.64	100.00	-4.37	14.23	65.66
14	1690.64	100.00	-3.90	14.57	65.64
15	1690.64	100.40	-2.67	14.57	65.63
16	1690.64	99.37	-1.93	14.53	65.64
17	1690.64	99.47	-2.20	14.50	65.65
18	1690.64	100.77	-3.87	14.50	65.65
19	1690.64	100.43	-4.70	14.53	65.65
20	1690.64	101.23	-4.90	14.70	65.64
21	1690.64	99.87	-4.73	14.73	65.60
22	1690.64	100.93	-4.30	14.77	65.59
23	1690.64	100.67	-4.10	14.73	65.59
24	1690.64	100.50	-4.63	14.83	65.63
25	1690.64	100.20	-4.93	14.73	65.65
26	1690.64	99.67	-6.30	14.60	65.66
27	1690.64	99.80	-6.30	14.50	65.66
28	1690.64	101.33	-6.37	14.63	65.64
29	1690.64	101.37	-4.57	14.87	65.63
30	1690.64	101.77	-3.80	14.87	65.62
31	1690.64	100.43	-3.53	14.90	65.62
32	1690.64	100.70	-3.97	14.77	65.62
33	1690.64	99.63	-4.53	14.73	65.63
34	1690.64	99.37	-4.87	14.57	65.63
35	1690.64	98.83	-5.07	14.30	65.63
36	1690.64	98.17	-4.97	14.27	65.63
37	1690.64	97.60	-4.43	14.33	65.65
38	1690.64	97.47	-4.30	14.47	65.65
39	1690.64	98.37	-4.17	14.53	65.64
