time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
0	0.00	396.57	164.33	8.97	59.72
1	0.00	396.57	164.33	8.97	59.72
2	0.00	396.67	166.37	9.00	59.71
3	0.00	397.53	165.93	9.10	59.71
4	0.00	397.50	165.77	9.03	59.71
5	0.00	397.30	163.63	9.00	59.72
6	0.00	397.60	163.80	8.97	59.73
7	0.00	398.13	163.47	9.03	59.73
8	0.00	398.87	163.50	9.23	59.71
9	0.00	398.67	163.43	9.47	59.70
10	0.00	398.60	163.37	9.30	59.69
11	0.00	398.60	162.57	9.30	59.72
12	0.00	398.53	162.37	9.17	59.73
13	0.00	398.53	162.27	9.43	59.74
14	0.00	397.70	162.87	9.40	59.72
15	0.00	397.90	163.10	9.37	59.71
16	0.00	397.83	163.17	9.40	59.71
17	0.00	398.10	110.97	10.10	59.72
18	-0.04	397.40	58.23	11.43	59.73
19	-0.04	397.53	7.17	13.23	59.73
20	-0.04	398.10	8.33	14.97	59.72
21	-0.04	398.63	10.43	16.63	59.71
22	-0.04	398.50	10.77	18.13	59.71
23	-0.04	397.87	10.47	19.57	59.71
24	-0.04	398.03	8.67	20.93	59.73
25	-0.04	397.50	8.60	22.37	59.73
26	-0.04	397.60	8.57	23.70	59.73
27	-0.04	396.47	10.30	25.10	59.72
28	-0.04	396.20	10.83	26.27	59.73
29	-0.04	397.53	12.47	27.47	59.73
30	-0.04	397.97	12.20	28.27	59.74
31	-0.04	398.80	11.57	29.03	59.69
32	-0.04	398.50	10.47	29.83	59.70
33	-0.04	400.60	10.77	30.90	59.69
34	-0.04	400.60	11.00	32.00	59.72
35	-0.04	399.77	11.87	32.87	59.71
36	-0.04	398.67	11.70	33.43	59.72
37	-0.04	398.50	11.70	33.87	59.74
38	-0.04	397.87	10.70	34.33	59.74
39	-0.04	396.07	10.90	34.90	59.74
40	-0.04	396.10	10.93	35.60	59.70
41	-0.04	397.03	11.47	36.20	59.70
42	-0.04	397.90	11.40	36.63	59.71
43	-0.04	397.33	11.50	37.10	59.73
44	-0.04	397.00	10.63	37.43	59.73
45	-0.04	397.10	10.83	38.00	59.72
46	-0.04	396.80	11.07	38.33	59.70
47	-0.04	396.70	11.60	38.83	59.70
48	-0.04	397.43	10.90	39.10	59.70
49	-0.04	398.57	10.27	39.43	59.71
50	-0.04	398.43	10.27	39.70	59.71
51	-0.04	397.43	10.47	40.07	59.71
52	-0.04	396.90	10.97	40.37	59.71
53	-0.04	397.27	11.47	40.60	59.71
54	-0.04	397.43	11.47	40.67	59.71
55	-0.04	397.60	11.33	40.77	59.70
56	-0.04	397.23	10.97	40.93	59.69
57	-0.04	398.03	11.50	41.30	59.68
58	-0.04	398.10	11.03	41.57	59.69
59	-0.04	398.43	10.73	41.57	59.70
60	-0.04	397.93	10.47	41.57	59.71
61	-0.04	398.10	11.07	41.63	59.71
62	-0.04	397.97	12.13	41.93	59.70
63	-0.04	397.33	12.97	42.17	59.69
64	-0.04	396.83	12.57	42.30	59.70
65	-0.04	396.73	11.47	42.37	59.71
66	-0.04	398.03	10.80	42.83	59.70
67	-0.04	398.63	11.63	43.10	59.68
68	-0.04	399.20	12.03	43.23	59.66
