time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
53	2346.64	99.30	-6.37	11.67	65.02
54	2346.64	99.53	-5.17	11.63	65.02
55	2346.64	100.43	-6.70	11.90	65.00
56	2346.64	101.17	-7.83	12.20	64.99
57	2346.64	100.30	-8.70	12.37	64.99
58	2346.64	99.97	-7.17	12.37	64.99
59	2346.64	99.27	-6.90	12.27	64.99
60	2346.64	99.47	-7.50	12.23	64.99
61	2346.64	99.83	-8.03	12.17	65.00
62	2346.64	100.83	-8.60	12.07	65.00
63	2346.64	100.50	-8.37	12.13	65.01
64	2346.64	100.57	-8.23	12.00	64.99
65	2346.64	100.10	-7.27	12.03	64.99
66	2346.64	101.03	-7.20	11.80	64.99
67	2346.64	100.20	-7.13	12.10	65.00
68	2346.64	99.93	-7.67	12.23	64.99
69	2346.64	99.80	-8.03	12.47	64.98
70	2346.64	100.90	-7.63	12.30	64.98
71	2346.64	101.13	-7.50	12.30	64.98
72	2346.64	101.63	-5.83	12.13	64.99
73	2346.64	100.77	-6.07	12.07	64.99
74	2346.64	101.07	-6.07	11.97	65.00
75	2346.64	101.23	-7.40	12.07	65.00
76	2346.64	101.87	-8.40	12.17	65.01
77	2346.64	101.97	-8.43	12.43	64.98
78	2346.64	101.30	-6.97	12.50	64.97
79	2346.64	100.77	-5.80	12.80	64.96
80	2346.64	99.20	-5.90	12.40	64.98
81	2346.64	98.97	-7.40	12.37	64.98
82	2346.64	99.80	-7.63	11.97	65.00
83	2346.64	101.37	-6.87	12.00	65.00
84	2346.64	101.43	-7.03	12.00	65.01
85	2346.64	101.10	-7.33	12.13	65.00
86	2346.64	100.70	-7.77	12.33	65.00
87	2346.64	101.03	-7.13	12.37	64.99
88	2346.64	100.07	-6.63	12.33	64.98
89	2346.64	99.80	-6.97	12.17	64.97
90	2346.64	98.70	-7.87	12.07	64.98
91	2346.64	100.03	-7.97	12.00	64.99
92	2346.64	100.17	-6.83	12.13	65.01
93	2346.64	101.00	-6.23	11.93	65.00
94	2346.64	100.70	-6.33	12.03	64.99
95	2346.64	100.00	-7.20	12.00	64.98
96	2346.64	100.20	-6.90	12.23	64.99
97	2346.64	100.63	-6.47	12.13	64.98
98	2346.64	102.20	-7.90	12.13	64.99
99	2346.64	102.20	-8.63	12.13	64.99
100	2346.64	101.23	-9.20	12.13	65.00
101	2346.64	99.77	-8.13	12.03	65.00
102	2346.64	99.80	-7.83	11.97	65.01
103	2346.64	99.80	-10.17	11.90	65.01
104	2346.64	100.33	-9.80	12.03	64.99
105	2346.64	100.97	-9.50	12.00	64.98
106	2346.64	101.10	-7.23	12.03	64.98
107	2346.64	100.47	-7.50	12.17	64.97
108	2346.64	100.30	-8.13	12.20	64.98
109	2346.64	101.47	-7.93	12.27	64.98
110	2346.64	102.80	-8.27	11.80	65.00
111	2346.64	101.70	-7.07	11.73	65.00
112	2346.64	99.90	-6.83	11.77	65.00
113	2346.64	99.60	-6.23	11.83	65.01
114	2346.64	99.17	-6.63	11.80	65.01
115	2346.64	99.47	-6.63	11.77	65.00
116	2346.64	99.43	-6.93	12.03	64.98
117	2346.64	100.53	-5.20	12.13	64.98
118	2346.64	101.47	-5.27	12.00	64.98
119	2346.64	100.87	-5.27	11.70	64.99
120	2346.64	100.40	-7.33	11.63	64.99
121	2346.64	100.67	-7.60	11.67	64.99
122	2346.64	100.57	-8.40	11.73	65.00
123	2346.64	100.10	-8.33	11.90	65.01
124	2346.64	98.63	-9.00	11.83	65.00
125	2346.64	99.83	-7.83	11.97	64.99
126	2346.64	100.37	-7.80	11.70	64.98
127	2346.64	100.77	-6.77	11.70	64.97
128	2346.64	100.57	-7.10	11.53	64.98
129	2346.64	100.47	-7.17	11.47	64.98
130	2346.64	100.53	-7.20	11.37	65.00
131	2346.64	99.97	-7.40	11.27	65.01
132	2346.64	99.73	-7.43	11.17	65.00
133	2346.64	100.10	-9.37	11.13	65.00
134	2346.64	99.40	-9.23	11.17	64.99
135	2346.64	100.40	-9.20	11.17	64.99
136	2346.64	99.00	-7.03	11.27	64.98
137	2346.64	100.03	-6.57	11.30	64.97
138	2346.64	99.93	-8.53	11.43	64.97
139	2346.64	100.90	-8.83	11.30	64.97
140	2346.64	100.97	-8.50	11.23	64.98
141	2346.64	100.80	-6.77	11.07	64.98
142	2346.64	100.50	-6.93	11.03	64.99
143	2346.64	100.37	-7.70	10.67	65.01
144	2346.64	99.70	-7.60	10.63	65.02
145	2346.64	100.00	-7.63	10.50	65.01
146	2346.64	100.40	-7.67	10.77	65.00
147	2346.64	100.07	-7.30	10.77	64.99
148	2346.64	100.60	-6.97	10.93	65.01
149	2346.64	99.90	-6.30	10.93	65.02
150	2346.64	99.83	-6.27	11.00	65.02
151	2346.64	100.07	-6.27	10.83	64.99
152	2346.64	100.13	-6.73	10.93	65.00
153	2346.64	101.40	-7.23	10.80	65.00
154	2346.64	100.53	-7.23	10.77	65.01
155	2346.64	100.63	-7.40	10.50	64.99
156	2346.64	100.97	-7.30	10.67	65.00
157	2346.64	101.47	-7.40	11.03	65.00
158	2346.64	101.20	-7.23	11.10	64.99
159	2346.64	100.73	-6.97	11.07	64.98
160	2346.64	101.10	-6.87	10.83	64.97
161	2346.64	102.00	-6.67	10.97	64.97
162	2346.64	101.90	-6.63	10.97	64.97
163	2346.64	101.57	-5.73	10.87	64.98
164	2346.64	100.63	-5.77	10.73	64.99
165	2346.64	100.97	-6.23	10.73	64.97
166	2346.64	101.27	-7.20	10.77	64.97
167	2346.64	101.33	-7.33	10.83	64.97
168	2346.64	100.73	-6.87	10.67	65.00
169	2346.64	100.03	-7.07	10.50	64.99
170	2346.64	100.97	-6.87	10.63	64.98
171	2346.64	101.20	-6.77	10.43	64.97
172	2346.64	101.90	-8.07	10.67	64.97
173	2346.64	101.83	-8.13	10.50	64.97
174	2346.64	101.10	-8.53	10.80	64.98
175	2346.64	100.47	-7.33	10.67	65.00
176	2346.64	100.17	-7.60	10.60	65.02
177	2346.64	101.93	-6.77	10.40	65.02
178	2346.64	101.20	-6.80	10.30	65.02
179	2346.64	101.40	-6.57	10.07	64.99
180	2346.64	100.20	-7.47	10.20	64.97
181	2346.64	101.27	-6.80	10.17	64.97
182	2346.64	101.00	-6.77	10.37	64.97
183	2346.64	101.33	-6.33	10.27	64.98
184	2346.64	100.57	-6.77	10.33	64.98
185	2346.64	100.47	-6.97	10.30	64.98
186	2346.64	99.90	-7.17	10.27	64.99
187	2346.64	100.60	-7.33	9.90	64.99
188	2346.64	100.40	-7.40	9.73	65.01
189	2346.64	100.40	-7.33	9.60	65.00
190	2346.64	99.83	-7.27	9.83	64.99
191	2346.64	98.87	-6.77	9.93	64.98
192	2346.64	98.90	-6.47	10.17	64.97
193	2346.64	98.97	-6.20	10.23	64.97
194	2346.64	100.00	-6.03	10.23	64.98
195	2346.64	100.03	-6.67	10.00	64.99
196	2346.64	101.07	-6.90	9.67	64.99
197	2346.64	101.33	-7.50	9.43	65.00
198	2346.64	102.73	-7.27	9.47	64.97
199	2346.64	102.00	-6.67	9.70	64.97
200	2346.64	102.87	-6.60	9.97	64.95
201	2346.64	102.80	-6.20	10.07	64.97
202	2346.64	102.40	-6.67	10.07	64.98
203	2346.64	101.30	-6.63	9.93	64.98
204	2346.64	100.10	-6.97	9.67	65.00
205	2346.64	100.43	-7.43	9.57	64.99
206	2346.64	100.70	-7.73	9.43	65.00
207	2346.64	100.13	-7.77	9.60	65.00
208	2346.64	100.97	-7.33	9.87	64.99
209	2346.64	100.43	-6.87	9.97	64.97
210	2346.64	101.20	-5.93	10.00	64.96
211	2346.64	100.43	-5.83	9.93	64.97
212	2346.64	100.93	-6.00	9.83	64.99
213	2346.64	101.13	-7.27	9.67	64.99
214	2346.64	102.03	-7.63	9.53	64.99
215	2346.64	100.87	-7.93	9.53	64.99
216	2346.64	101.30	-7.70	9.70	64.99
217	2346.64	100.77	-7.40	9.60	64.98
218	2346.64	101.80	-7.07	9.60	64.97
219	2346.64	101.73	-6.53	9.53	64.97
220	2346.64	101.17	-6.50	9.50	64.98
221	2346.64	102.20	-6.67	9.50	64.99
222	2346.64	101.17	-7.13	9.27	65.00
223	2346.64	101.97	-7.47	9.37	65.00
224	2346.64	100.87	-7.13	8.97	65.02
225	2346.64	101.50	-7.07	9.17	65.01
226	2346.64	100.67	-6.60	8.93	65.00
227	2346.64	99.93	-6.80	9.13	64.97
228	2346.64	99.70	-7.00	8.57	64.99
229	2346.64	100.93	-7.47	8.60	65.00
230	2346.64	101.77	-7.47	8.70	65.01
231	2346.64	101.70	-7.37	9.00	65.00
232	2346.64	101.33	-7.07	9.00	64.99
233	2346.64	101.50	-6.63	9.03	64.98
234	2346.64	101.70	-6.80	9.07	64.97
235	2346.64	101.33	-6.87	9.07	64.97
236	2346.64	100.93	-7.63	9.00	64.98
237	2346.64	100.57	-7.57	9.13	64.99
238	2346.64	100.07	-7.33	9.13	65.00
239	2346.64	100.33	-6.97	9.20	64.97
240	2346.64	100.20	-6.83	9.17	64.96
241	2346.64	100.67	-6.60	9.20	64.96
242	2346.64	100.03	-6.63	9.10	64.98
243	2346.64	99.87	-6.53	8.90	64.99
244	2346.64	100.03	-7.17	8.77	64.98
245	2346.64	100.20	-7.37	8.80	64.96
246	2346.64	100.40	-7.87	8.93	64.95
247	2346.64	100.97	-7.87	9.00	64.95
248	2346.64	100.07	-7.83	8.87	64.97
249	2346.64	99.87	-7.70	8.77	64.98
250	2346.64	98.30	-7.80	8.60	64.99
251	2346.64	99.77	-7.63	8.77	65.00
252	2346.64	100.23	-7.30	8.87	64.99
253	2346.64	100.77	-6.67	9.00	64.98
254	2346.64	100.97	-6.87	8.93	64.97
255	2346.64	100.87	-7.10	8.80	64.98
256	2346.64	101.13	-7.80	8.87	64.98
257	2346.64	101.20	-7.67	8.77	64.99
258	2346.64	100.73	-7.53	8.73	64.98
259	2346.64	100.87	-7.13	8.80	64.94
260	2346.64	100.70	-7.00	8.83	64.96
261	2346.64	101.47	-5.47	8.93	64.95
262	2346.64	102.37	-5.47	8.87	65.00
263	2346.64	102.33	-5.33	8.90	64.99
264	2346.64	103.20	-7.53	8.83	65.00
265	2346.64	102.03	-8.00	8.60	65.00
266	2346.64	101.80	-8.33	8.63	64.99
267	2346.64	101.27	-8.17	8.63	64.98
268	2346.64	101.50	-7.67	8.93	64.97
269	2346.64	100.57	-7.27	8.93	64.97
270	2346.64	99.43	-6.63	8.87	64.97
271	2346.64	99.33	-6.60	9.03	64.98
272	2346.64	99.43	-7.00	8.83	64.97
273	2346.64	99.87	-7.43	9.13	64.99
274	2346.64	100.33	-7.53	8.80	64.98
275	2346.64	100.57	-7.50	9.23	64.99
276	2346.64	99.97	-6.90	9.00	64.97
277	2346.64	99.50	-6.67	9.13	64.98
278	2346.64	100.37	-6.43	8.80	64.98
279	2346.64	101.07	-6.43	8.83	64.99
280	2346.64	101.17	-7.50	8.70	64.97
281	2346.64	100.13	-6.63	8.63	64.97
282	2346.64	101.30	-7.10	8.63	64.98
283	2346.64	100.63	-6.47	8.60	64.98
284	2346.64	101.10	-7.53	8.60	64.98
285	2346.64	100.07	-7.13	8.60	65.01
286	2346.64	100.83	-6.70	8.60	65.00
287	2346.64	100.30	-6.23	8.67	65.00
288	2346.64	100.93	-6.00	8.63	64.97
289	2346.64	99.90	-6.90	8.60	64.98
290	2346.64	101.47	-7.57	8.67	64.98
291	2346.64	101.43	-7.97	8.50	64.99
292	2346.64	102.23	-7.37	8.40	65.00
293	2346.64	101.80	-7.27	8.23	64.99
294	2346.64	101.43	-6.97	8.37	64.99
295	2346.64	101.90	-6.67	8.43	64.99
296	2346.64	101.80	-6.37	8.53	64.97
297	2346.64	101.47	-6.40	8.50	64.96
298	2346.64	100.90	-6.73	8.53	64.96
299	2346.64	101.37	-7.27	8.57	64.97
300	2346.64	101.60	-7.60	8.53	64.98
301	2346.64	101.17	-7.63	8.37	64.98
302	2346.64	100.07	-7.53	8.30	64.99
303	2346.64	99.40	-7.43	8.23	64.99
304	2346.64	99.30	-7.40	8.30	64.99
305	2346.64	99.60	-5.37	8.23	64.98
306	2346.64	99.50	-5.30	8.30	64.97
307	2346.64	100.13	-5.13	8.37	64.96
308	2346.64	100.93	-6.93	8.53	64.96
309	2346.64	101.20	-7.37	8.33	64.97
310	2346.64	101.60	-7.50	8.20	64.98
311	2346.64	100.63	-7.67	7.93	64.99
312	2346.64	100.70	-7.63	8.07	64.99
313	2346.64	100.03	-7.73	8.07	64.99
314	2346.64	99.97	-7.37	8.07	64.99
315	2346.64	100.60	-6.93	8.03	64.99
316	2346.64	100.63	-6.50	8.23	64.99
317	2346.64	100.07	-6.83	8.23	64.97
318	2346.64	99.17	-6.67	8.13	64.97
319	2346.64	98.90	-6.90	7.97	64.97
320	2346.64	100.00	-6.57	7.80	64.98
321	2346.64	100.97	-7.23	7.77	64.98
322	2346.64	101.80	-7.53	7.60	64.98
323	2346.64	101.70	-8.03	7.67	64.98
324	2346.64	101.27	-7.60	7.67	64.98
325	2346.64	100.53	-7.33	7.77	64.98
326	2346.64	100.37	-6.93	8.10	64.95
327	2346.64	99.87	-6.67	8.23	64.95
328	2346.64	100.17	-6.37	8.27	64.94
329	2346.64	100.47	-6.30	8.00	64.95
330	2346.64	100.50	-7.20	7.87	64.96
331	2346.64	100.07	-7.67	7.73	64.98
332	2346.64	99.57	-7.83	7.70	64.99
333	2346.64	100.10	-7.63	7.87	64.99
334	2346.64	100.77	-6.43	8.00	64.98
335	2346.64	101.03	-6.17	8.10	64.97
336	2346.64	100.77	-5.67	8.17	64.97
337	2346.64	100.40	-6.70	8.13	64.97
338	2346.64	100.60	-7.23	8.07	64.98
339	2346.64	100.83	-7.53	7.77	64.98
340	2346.64	101.83	-7.80	7.67	64.99
341	2346.64	101.83	-7.00	7.53	64.99
342	2346.64	102.77	-7.03	7.57	64.98
343	2346.64	101.53	-6.40	7.60	64.97
344	2346.64	100.90	-6.60	7.70	64.96
345	2346.64	99.50	-6.30	7.90	64.96
346	2346.64	101.00	-7.00	7.83	64.97
347	2346.64	100.63	-7.20	7.60	65.00
348	2346.64	101.40	-7.13	7.37	65.01
349	2346.64	100.10	-6.93	7.50	65.00
350	2346.64	100.10	-6.80	7.63	64.97
351	2346.64	100.50	-6.73	7.53	64.97
352	2346.64	101.10	-6.53	7.30	64.98
353	2346.64	102.27	-7.17	7.33	65.00
354	2346.64	100.83	-7.53	7.43	65.00
355	2346.64	99.67	-7.90	7.47	64.99
356	2346.64	100.03	-7.57	7.30	64.98
357	2346.64	101.07	-7.37	7.33	64.97
358	2346.64	101.53	-8.50	7.43	64.96
359	2346.64	100.43	-8.37	7.60	64.96
360	2346.64	99.80	-8.50	7.60	64.97
361	2346.64	99.77	-7.33	7.47	64.96
362	2346.64	99.23	-6.83	7.30	64.97
363	2346.64	98.93	-6.77	7.10	64.97
364	2346.64	100.27	-6.33	7.13	64.98
365	2346.64	100.77	-7.10	7.33	64.97
366	2346.64	100.63	-7.10	7.57	64.96
367	2346.64	99.23	-7.23	7.43	64.96
368	2346.64	100.83	-7.20	7.27	64.97
369	2346.64	101.90	-7.50	7.20	64.98
370	2346.64	101.83	-7.67	7.20	64.97
371	2346.64	100.17	-7.17	7.23	64.97
372	2346.64	99.60	-6.77	7.20	64.95
373	2346.64	100.07	-6.47	7.40	64.95
374	2346.64	100.93	-6.70	7.37	64.95
375	2346.64	100.60	-7.37	7.30	64.97
376	2346.64	100.10	-7.43	7.07	64.98
377	2346.64	99.77	-7.80	6.93	64.98
378	2346.64	100.30	-8.90	6.87	64.97
379	2346.64	99.77	-8.67	7.00	64.96
380	2346.64	99.83	-8.20	7.20	64.95
381	2346.64	99.87	-6.60	7.30	64.95
382	2346.64	100.60	-8.00	7.33	64.96
383	2346.64	101.00	-8.43	7.20	64.98
384	2346.64	99.07	-8.47	6.93	64.95
385	2346.64	99.07	-7.57	6.87	64.96
386	2346.64	97.93	-6.63	6.77	64.95
387	2346.64	100.20	-6.53	6.90	64.97
388	2346.64	100.27	-7.83	6.93	64.96
389	2346.64	100.83	-8.30	7.07	64.96
390	2346.64	100.50	-8.40	7.10	64.96
391	2346.64	100.77	-7.17	6.93	64.98
392	2346.64	99.77	-7.63	6.87	64.98
393	2346.64	99.33	-7.83	6.83	64.99
394	2346.64	99.80	-8.00	7.00	64.98
395	2346.64	100.97	-7.63	7.07	64.97
396	2346.64	101.47	-7.30	7.13	64.96
397	2346.64	100.73	-6.53	7.03	64.96
398	2346.64	100.60	-6.63	7.00	64.97
399	2346.64	100.93	-6.70	7.00	64.98
400	2346.64	101.13	-6.97	7.03	64.99
401	2346.64	100.67	-6.93	6.90	64.99
402	2346.64	100.93	-6.90	6.83	64.98
403	2346.64	101.40	-6.87	6.83	64.98
404	2346.64	102.40	-5.93	7.03	64.97
405	2346.64	100.87	-5.93	7.23	64.98
406	2346.64	100.00	-5.40	7.27	64.98
407	2346.64	99.90	-6.30	7.13	64.99
408	2346.64	100.70	-6.37	6.87	64.98
409	2346.64	102.80	-6.90	6.77	64.98
410	2346.64	102.93	-6.73	6.73	64.97
411	2346.64	102.93	-6.43	6.63	64.95
412	2346.64	100.87	-6.33	6.73	64.94
413	2346.64	99.43	-6.27	6.70	64.94
414	2346.64	100.03	-6.20	6.77	64.96
415	2346.64	99.60	-6.87	6.57	64.97
416	2346.64	100.57	-7.23	6.80	64.97
417	2346.64	99.63	-7.23	6.83	64.97
418	2346.64	100.47	-6.60	6.97	64.97
419	2346.64	100.10	-6.53	6.80	64.97
420	2346.64	100.60	-6.60	6.87	64.96
421	2346.64	100.17	-6.53	6.90	64.96
422	2346.64	99.77	-6.07	6.80	64.96
423	2346.64	99.63	-6.00	6.87	64.97
424	2346.64	99.60	-6.13	6.83	64.97
425	2346.64	99.83	-6.50	6.90	64.95
426	2346.64	100.37	-6.17	6.77	64.96
427	2346.64	100.43	-6.20	6.60	64.96
428	2346.64	100.70	-5.90	6.57	64.97
429	2346.64	100.80	-5.90	6.50	64.96
430	2346.64	101.10	-5.70	6.73	64.95
431	2346.64	101.43	-5.80	6.80	64.95
432	2346.64	101.50	-5.97	6.67	64.96
433	2346.64	101.13	-5.67	6.47	64.98
434	2346.64	100.27	-5.77	6.37	64.99
435	2346.64	99.40	-5.90	6.37	64.98
436	2346.64	100.17	-6.43	6.40	64.95
437	2346.64	100.63	-6.07	6.27	64.96
438	2346.64	100.70	-6.07	6.43	64.95
439	2346.64	99.73	-5.77	6.47	64.98
440	2346.64	100.13	-5.97	6.57	64.96
441	2346.64	100.07	-5.77	6.53	64.97
442	2346.64	99.97	-5.33	6.40	64.97
443	2346.64	99.43	-5.83	6.37	64.98
444	2346.64	99.53	-6.03	6.27	64.98
445	2346.64	99.70	-6.40	6.30	64.97
446	2346.64	99.47	-7.07	6.33	64.96
447	2346.64	99.53	-7.57	6.50	64.95
448	2346.64	100.50	-7.40	6.37	64.95
449	2346.64	101.23	-6.33	6.53	64.97
450	2346.64	101.60	-6.73	6.40	64.99
451	2346.64	100.87	-7.07	6.47	65.00
452	2346.64	100.27	-7.17	6.33	64.99
453	2346.64	100.57	-6.93	6.37	64.98
454	2346.64	101.27	-6.73	6.53	64.97
455	2346.64	102.33	-6.40	6.60	64.96
456	2346.64	101.67	-5.80	6.70	64.98
457	2346.64	101.10	-5.80	6.60	64.98
458	2346.64	100.30	-6.13	6.47	64.98
459	2346.64	100.00	-6.17	6.33	64.98
460	2346.64	99.83	-6.23	5.97	64.99
461	2346.64	100.33	-5.77	6.03	64.98
462	2346.64	101.63	-4.03	6.03	64.98
463	2346.64	101.27	-4.07	6.30	64.95
464	2346.64	100.47	-5.30	6.13	64.95
465	2346.64	99.40	-7.33	6.07	64.96
466	2346.64	99.87	-7.43	6.03	64.98
467	2346.64	99.93	-6.53	6.00	64.98
468	2346.64	99.67	-6.03	5.87	64.97
469	2346.64	99.43	-5.60	5.83	64.98
470	2346.64	100.17	-4.43	5.93	64.97
471	2346.64	99.67	-4.30	5.93	64.97
472	2346.64	99.43	-4.70	5.93	64.96
473	2346.64	99.00	-6.23	5.83	64.97
474	2346.64	99.73	-6.77	6.07	64.97
475	2346.64	101.00	-6.67	6.17	64.98
476	2346.64	100.83	-5.93	6.33	64.97
477	2346.64	100.97	-5.50	6.30	64.96
478	2346.64	100.30	-5.03	6.30	64.96
479	2346.64	99.63	-4.90	6.20	64.96
480	2346.64	99.27	-5.33	6.20	64.97
481	2346.64	99.40	-6.03	6.07	65.00
482	2346.64	100.70	-6.30	5.73	64.97
483	2346.64	100.80	-5.83	5.67	64.98
484	2346.64	101.07	-5.63	5.83	64.95
485	2346.64	99.80	-5.77	5.97	64.97
486	2346.64	100.07	-5.97	5.83	64.96
487	2346.64	99.80	-6.17	5.83	64.95
488	2346.64	101.10	-6.43	5.97	64.95
489	2346.64	101.37	-5.53	6.27	64.96
490	2346.64	102.03	-5.23	6.23	64.97
491	2346.64	102.13	-4.97	6.33	64.96
492	2346.64	101.97	-6.17	6.10	64.95
493	2346.64	101.17	-6.27	6.00	64.96
494	2346.64	101.10	-6.80	5.83	64.95
495	2346.64	100.67	-6.37	5.73	64.96
496	2346.64	100.40	-6.47	5.67	64.92
497	2346.64	100.87	-5.97	5.73	64.93
498	2346.64	101.80	-6.13	5.87	64.92
499	2346.64	102.43	-5.73	5.93	64.93
500	2346.64	101.50	-6.53	5.87	64.94
501	2346.64	100.23	-6.47	5.77	64.95
502	2346.64	100.10	-6.90	5.73	64.98
503	2346.64	99.83	-6.27	5.80	64.98
504	2346.64	100.77	-6.10	5.90	64.98
505	2346.64	100.57	-5.67	5.77	64.97
506	2346.64	101.07	-5.50	5.83	64.96
507	2346.64	100.97	-5.93	5.80	64.96
508	2346.64	101.03	-6.17	5.93	64.94
509	2346.64	100.90	-6.37	5.80	64.95
510	2346.64	101.53	-6.03	5.83	64.96
511	2346.64	102.27	-5.80	5.83	64.97
512	2346.64	102.00	-4.87	6.00	64.95
513	2346.64	101.50	-4.43	5.97	64.95
514	2346.64	100.67	-4.70	5.80	64.95
515	2346.64	100.77	-5.70	5.60	64.96
516	2346.64	100.53	-6.63	5.50	64.96
517	2346.64	101.27	-6.63	5.67	64.97
518	2346.64	101.20	-6.47	5.73	64.97
519	2346.64	100.43	-5.80	5.87	64.96
520	2346.64	100.90	-5.43	5.90	64.96
521	2346.64	101.53	-5.40	5.90	64.95
522	2346.64	102.03	-5.73	5.87	64.99
523	2346.64	101.80	-6.53	5.87	65.00
524	2346.64	101.00	-6.70	5.80	65.00
525	2346.64	101.10	-6.63	5.77	64.98
526	2346.64	99.67	-6.10	5.77	64.97
527	2346.64	100.40	-5.50	5.73	64.96
528	2346.64	101.27	-5.33	5.73	64.95
529	2346.64	101.27	-5.33	5.47	64.95
530	2346.64	101.37	-5.50	5.67	64.96
531	2346.64	99.93	-5.77	5.37	64.97
532	2346.64	101.90	-5.97	5.43	64.98
533	2346.64	101.00	-6.00	5.13	64.98
534	2346.64	100.37	-5.70	5.33	64.97
535	2346.64	99.37	-5.50	5.37	64.96
536	2346.64	99.77	-5.57	5.50	64.95
537	2346.64	101.23	-5.80	5.47	64.95
538	2346.64	100.70	-6.03	5.40	64.96
539	2346.64	100.70	-6.33	5.27	64.98
540	2346.64	100.13	-6.10	5.27	64.99
541	2346.64	100.40	-6.17	5.37	64.98
542	2346.64	100.63	-4.60	5.40	64.97
543	2346.64	101.23	-4.20	5.53	64.96
544	2346.64	100.40	-3.87	5.43	64.96
545	2346.64	99.73	-5.03	5.50	64.95
546	2346.64	99.70	-5.53	5.40	64.95
547	2346.64	101.33	-5.73	5.50	64.95
548	2346.64	101.43	-6.07	5.53	64.97
549	2346.64	100.93	-6.23	5.40	64.98
550	2346.64	100.10	-6.20	5.40	64.98
551	2346.64	100.37	-5.97	5.37	64.97
552	2346.64	100.90	-5.57	5.50	64.99
553	2346.64	100.50	-5.43	5.50	64.98
554	2346.64	100.73	-5.40	5.53	64.96
555	2346.64	100.03	-5.83	5.53	64.93
556	2346.64	100.33	-5.87	5.53	64.94
557	2346.64	100.20	-6.23	5.43	64.96
558	2346.64	100.70	-3.97	5.33	64.98
559	2346.64	101.53	-4.30	5.27	64.99
560	2346.64	101.77	-4.27	5.10	64.97
561	2346.64	101.80	-6.67	5.07	64.95
562	2346.64	101.17	-6.57	4.93	64.94
563	2346.64	100.83	-6.47	4.83	64.96
564	2346.64	100.50	-5.70	4.83	64.95
565	2346.64	100.30	-5.40	5.10	64.95
566	2346.64	99.97	-5.43	5.47	64.96
567	2346.64	98.97	-6.37	5.50	64.97
568	2346.64	98.00	-9.30	5.30	64.97
569	2346.64	98.23	-9.43	5.23	64.96
570	2346.64	99.37	-9.13	5.17	64.99
571	2346.64	100.07	-6.47	5.10	65.02
572	2346.64	100.50	-5.97	5.10	65.02
573	2346.64	99.67	-5.57	5.23	64.99
574	2346.64	98.77	-5.13	5.17	64.96
575	2346.64	98.83	-5.13	5.07	64.95
576	2346.64	100.20	-4.77	5.00	64.96
