time (s)	cumulative shear displacment (cm)	total normal stress (kPa)	shear stress (kPa)	pore-water pressure (kPa)	specimen thickness (mm)
391	951.82	100.13	2.70	28.33	66.70
392	951.82	100.37	2.50	28.07	66.72
393	951.82	100.93	3.83	28.03	66.73
394	951.82	100.77	4.27	27.97	66.73
395	951.82	100.90	5.47	28.17	66.73
396	951.82	99.13	4.17	28.13	66.72
397	951.82	98.90	4.63	28.23	66.72
398	951.82	98.60	3.90	28.27	66.71
399	951.82	99.73	3.90	28.60	66.71
400	951.82	99.90	3.57	28.57	66.71
401	951.82	100.07	3.37	28.50	66.72
402	951.82	99.50	3.00	27.93	66.73
403	951.82	100.37	2.77	27.80	66.74
404	951.82	100.03	2.03	27.67	66.74
405	951.82	99.87	2.33	27.87	66.73
406	951.82	98.63	2.53	27.90	66.72
407	951.82	99.00	3.13	27.93	66.72
408	951.82	100.20	3.40	27.90	66.71
409	951.82	101.33	3.43	27.90	66.71
410	951.82	101.07	3.00	27.77	66.71
411	951.82	101.07	1.87	27.67	66.72
412	951.82	100.43	1.53	27.53	66.76
413	951.82	100.67	1.43	27.57	66.76
414	951.82	100.17	2.63	27.53	66.75
415	951.82	100.07	2.97	27.63	66.71
416	951.82	99.90	3.90	27.63	66.70
417	951.82	100.80	1.30	27.67	66.70
418	951.82	101.20	-1.43	27.60	66.71
419	951.82	101.97	-2.03	27.50	66.72
420	951.82	100.97	0.20	27.40	66.73
421	951.82	101.10	2.87	27.33	66.72
422	951.82	100.40	3.37	27.43	66.71
423	951.82	100.37	3.63	27.57	66.71
424	951.82	99.93	3.70	27.53	66.71
425	951.82	100.33	3.80	27.47	66.74
426	951.82	100.37	3.67	27.27	66.74
427	951.82	101.27	3.47	27.17	66.75
428	951.82	101.47	2.97	27.10	66.73
429	951.82	101.07	1.83	27.07	66.72
430	951.82	100.90	2.30	27.13	66.70
431	951.82	99.83	2.23	27.07	66.69
432	951.82	99.37	3.20	27.07	66.69
433	951.82	98.70	2.70	27.00	66.70
434	951.82	99.40	3.53	27.00	66.71
435	951.82	100.40	3.43	26.97	66.72
436	951.82	100.63	3.33	26.90	66.72
437	951.82	100.60	2.67	26.90	66.71
438	951.82	100.67	2.30	26.97	66.70
439	951.82	100.23	2.43	26.97	66.69
440	951.82	100.87	2.70	26.87	66.69
441	951.82	101.30	3.00	26.73	66.71
442	951.82	100.93	2.77	26.63	66.72
443	951.82	100.83	2.77	26.63	66.72
444	951.82	99.60	2.83	26.57	66.72
445	951.82	100.93	3.40	26.60	66.71
446	951.82	100.37	3.30	26.67	66.70
447	951.82	100.50	3.77	26.67	66.72
448	951.82	99.77	3.70	26.67	66.72
449	951.82	99.77	3.53	26.40	66.73
450	951.82	99.90	3.03	26.33	66.71
451	951.82	99.83	2.67	26.33	66.71
452	951.82	99.70	2.67	26.40	66.71
453	951.82	100.43	4.03	26.43	66.69
454	951.82	100.57	4.20	26.37	66.69
455	951.82	100.20	4.27	26.47	66.69
456	951.82	100.10	2.93	26.43	66.70
457	951.82	100.47	3.07	26.37	66.71
458	951.82	100.00	2.77	26.30	66.71
459	951.82	98.90	3.17	26.33	66.71
460	951.82	97.47	3.27	26.27	66.70
461	951.82	98.73	3.70	26.20	66.71
462	951.82	100.07	2.30	26.07	66.71
463	951.82	100.67	3.30	26.07	66.72
464	951.82	100.50	2.27	26.00	66.71
465	951.82	100.03	3.03	26.00	66.72
466	951.82	101.17	2.17	26.00	66.71
467	951.82	100.63	3.40	26.00	66.69
468	951.82	101.00	3.17	25.93	66.69
469	951.82	100.83	3.07	25.93	66.69
470	951.82	101.87	2.93	25.90	66.70
471	951.82	101.30	3.80	26.07	66.71
472	951.82	101.00	3.93	26.03	66.71
473	951.82	100.40	4.00	26.00	66.69
474	951.82	100.13	3.63	26.13	66.68
475	951.82	100.17	2.20	26.10	66.69
476	951.82	100.80	1.60	26.10	66.70
477	951.82	100.80	1.80	25.70	66.71
478	951.82	101.53	2.83	25.67	66.71
479	951.82	100.80	3.50	25.70	66.70
480	951.82	101.27	3.53	25.77	66.71
481	951.82	99.50	3.90	25.63	66.71
482	951.82	99.93	4.97	25.50	66.71
483	951.82	99.90	4.73	25.40	66.70
484	951.82	100.70	4.53	25.40	66.71
485	951.82	100.63	3.27	25.37	66.70
486	951.82	100.47	3.50	25.33	66.72
487	951.82	100.30	3.83	25.33	66.71
488	951.82	99.63	3.77	25.37	66.72
489	951.82	100.10	3.67	25.33	66.69
490	951.82	99.43	3.23	25.30	66.70
491	951.82	99.87	2.93	25.27	66.70
492	951.82	100.03	3.30	25.27	66.69
493	951.82	101.70	3.80	25.30	66.68
494	951.82	102.77	4.33	25.33	66.68
495	951.82	102.40	4.20	25.23	66.68
496	951.82	101.23	3.60	25.23	66.68
497	951.82	100.37	4.27	25.20	66.69
498	951.82	100.83	4.10	25.27	66.69
499	951.82	100.87	4.80	25.20	66.69
500	951.82	100.47	4.40	25.17	66.68
501	951.82	99.30	4.40	25.17	66.68
502	951.82	98.73	4.07	25.17	66.69
503	951.82	98.53	3.47	24.93	66.70
504	951.82	99.83	3.97	24.87	66.71
505	951.82	100.63	3.77	24.90	66.70
506	951.82	101.50	4.27	25.10	66.68
507	951.82	101.13	4.13	25.13	66.68
508	951.82	101.43	4.43	24.97	66.71
509	951.82	100.90	3.93	24.77	66.74
510	951.82	100.90	3.83	24.70	66.74
511	951.82	100.23	4.00	24.73	66.71
512	951.82	101.00	4.37	24.83	66.68
513	951.82	101.10	4.17	24.80	66.67
514	951.82	101.10	3.83	24.83	66.68
515	951.82	100.03	3.43	24.67	66.69
516	951.82	100.50	3.53	24.80	66.71
517	951.82	100.83	1.00	24.77	66.71
518	951.82	100.90	1.67	24.87	66.69
519	951.82	100.53	1.70	24.77	66.66
520	951.82	100.67	4.17	24.57	66.67
521	951.82	101.20	3.37	24.17	66.69
522	951.82	99.87	3.03	24.03	66.70
523	951.82	100.43	3.27	24.10	66.70
524	951.82	100.30	2.90	24.47	66.68
525	951.82	101.17	3.43	24.50	66.68
526	951.82	100.87	3.17	24.57	66.67
527	951.82	100.27	4.03	24.47	66.68
528	951.82	100.10	3.50	24.33	66.69
529	951.82	100.03	1.47	24.13	66.70
530	951.82	100.50	2.23	24.10	66.69
531	951.82	100.67	2.70	24.20	66.68
532	951.82	100.23	5.13	24.27	66.68
533	951.82	100.17	4.20	24.40	66.66
534	951.82	100.13	3.97	24.33	66.67
535	951.82	100.47	3.30	24.30	66.68
536	951.82	99.47	3.27	24.07	66.70
537	951.82	99.20	3.27	24.00	66.70
538	951.82	98.63	3.67	24.00	66.69
539	951.82	99.83	3.80	24.03	66.67
540	951.82	99.53	4.03	24.07	66.70
541	951.82	99.50	4.07	24.00	66.69
542	951.82	98.80	4.17	23.93	66.70
543	951.82	99.47	3.87	23.80	66.68
544	951.82	99.90	3.77	23.73	66.69
545	951.82	99.93	3.57	23.70	66.68
546	951.82	100.10	3.83	23.73	66.68
547	951.82	99.80	3.93	23.80	66.67
548	951.82	99.90	3.80	23.93	66.67
549	951.82	99.90	3.87	23.93	66.66
550	951.82	99.97	3.17	23.90	66.66
551	951.82	100.53	3.23	23.77	66.67
552	951.82	100.03	2.70	23.80	66.68
553	951.82	100.30	3.60	23.77	66.69
554	951.82	101.20	4.03	23.50	66.68
555	951.82	101.17	4.50	23.37	66.67
556	951.82	100.43	4.27	23.37	66.66
557	951.82	98.73	3.77	23.57	66.66
558	951.82	99.30	3.43	23.47	66.67
559	951.82	100.20	3.53	23.40	66.69
560	951.82	100.10	3.73	23.37	66.70
561	951.82	99.77	4.17	23.57	66.69
562	951.82	99.23	4.20	23.87	66.65
563	951.82	100.67	4.43	23.90	66.66
564	951.82	100.13	4.10	23.67	66.67
565	951.82	101.73	3.97	23.47	66.69
566	951.82	100.60	3.73	23.03	66.69
567	951.82	101.33	3.73	23.50	66.69
568	951.82	100.00	5.03	23.37	66.67
569	951.82	99.77	5.27	23.80	66.65
570	951.82	99.60	6.60	23.53	66.65
571	951.82	99.17	4.93	23.53	66.65
572	951.82	100.23	4.70	23.47	66.67
573	951.82	100.40	3.27	23.13	66.67
574	951.82	100.43	3.93	23.13	66.67
575	951.82	101.00	4.07	23.10	66.66
576	951.82	101.10	4.60	23.27	66.66
577	951.82	101.27	4.53	23.20	66.66
578	951.82	100.77	4.00	23.17	66.67
579	951.82	100.60	3.47	23.10	66.68
580	951.82	101.10	3.13	22.90	66.67
581	951.82	101.17	3.80	23.00	66.67
582	951.82	100.77	5.33	23.03	66.66
583	951.82	100.80	5.33	23.17	66.67
584	951.82	100.10	5.00	22.93	66.68
585	951.82	100.47	3.60	22.87	66.68
586	951.82	100.63	3.70	22.87	66.68
587	951.82	100.13	4.27	22.93	66.65
588	951.82	100.20	5.17	23.00	66.64
589	951.82	100.40	5.00	22.80	66.64
590	951.82	100.70	4.60	22.70	66.67
591	951.82	101.17	3.63	22.57	66.68
592	951.82	99.73	3.73	22.60	66.67
593	951.82	99.13	3.50	22.73	66.65
594	951.82	98.63	3.63	22.77	66.65
595	951.82	98.73	3.87	22.87	66.66
596	951.82	99.67	3.87	22.73	66.68
597	951.82	99.80	3.90	22.77	66.68
598	951.82	100.37	3.63	22.77	66.67
599	951.82	99.97	3.90	22.80	66.66
600	951.82	100.20	3.87	22.73	66.65
601	951.82	102.13	3.93	22.67	66.66
602	951.82	102.63	4.07	22.60	66.67
603	951.82	101.70	4.13	22.50	66.69
604	951.82	99.77	4.30	22.57	66.69
605	951.82	99.73	4.13	22.67	66.67
606	951.82	100.83	4.20	22.33	66.66
607	951.82	101.07	4.37	22.30	66.66
608	951.82	101.57	4.33	22.30	66.67
609	951.82	100.63	5.20	22.67	66.67
610	951.82	100.07	4.93	22.77	66.67
611	951.82	99.23	5.60	22.67	66.66
612	951.82	100.20	4.60	22.63	66.66
613	951.82	101.73	4.47	22.43	66.66
614	951.82	101.63	3.73	22.37	66.67
615	951.82	101.27	3.53	22.53	66.68
616	951.82	100.20	4.13	22.60	66.67
617	951.82	100.27	4.43	22.67	66.66
618	951.82	100.30	4.90	22.50	66.65
619	951.82	100.40	4.20	22.47	66.66
620	951.82	100.90	3.80	22.30	66.67
621	951.82	100.17	3.80	22.23	66.67
622	951.82	99.73	4.23	22.27	66.66
623	951.82	99.70	4.70	22.40	66.65
624	951.82	100.07	5.60	22.33	66.65
