metric,value
n_samples,6000.0
failure_fraction_FS_lt_1,0.46066666666666667
median_R_Pi,0.5046675903876869
median_FS_PD,1.0554045496854096
p05_FS_PD,0.30313279269640114
p95_FS_PD,2.702333044788196
