h_m,cv_m2_s,T_s,Pu_kPa,phi_deg,tau_kPa,sigma_eff0_kPa,Pi,R_Pi,FS_PD,Psi
0.04228994088112412,0.0001226372623905209,15.124734712329865,18.411420044250423,29.17553456887585,12.98113589914205,54.694256750466124,1.0371368305379305,0.08034657190263808,2.2887845972178553,1.2887845972178553
0.059705937744674704,2.4793877568661397e-05,53.36143651788232,13.850419319877512,36.32004213210754,34.4426674673136,31.722002949263604,0.37113927690755255,0.21885666174337126,0.612348156688388,-0.38765184331161195
0.02520272416117029,2.169560830949391e-06,14.349694435427269,28.38635663890119,28.431333770765402,13.601082070070502,74.49429536754141,0.04901392844339051,0.6669748780315387,2.211674588880195,1.2116745888801952
0.026397874991256006,5.307427350001049e-06,21.847534365303506,34.6044481422461,35.69159557125396,30.56414142987092,71.56870843169796,0.16639817295243653,0.40528398748615074,1.3524612873647572,0.35246128736475724
0.024159933795652285,3.471084389544332e-05,67.95377927918341,23.8449337256787,31.923959565417718,21.522702021313243,25.742941749933653,4.040985647108068,0.020622031503448407,0.7309560257935621,-0.2690439742064379
0.06291911210008025,8.95990391347577e-06,23.071444252575446,8.385973602181078,25.235973430551653,14.4917988824085,76.78722231070716,0.05221712583496404,0.6562953868848511,2.318426668449317,1.3184266684493169
0.024454914600296605,3.507238411344775e-06,6.357870296473582,8.184305464753455,34.45215323248888,34.46340747671023,64.62988798229364,0.037285901819062835,0.709493419342993,1.1709743333530858,0.17097433335308576
0.07816493081683978,8.663063483041204e-05,146.16818586154986,21.76791823382309,32.83666547895072,12.639007656282127,60.78063079573862,2.0725282456918666,0.04020853920108189,3.058836577301123,2.058836577301123
0.06395734315792638,0.00018507258235018372,13.49692846023451,34.975266796615614,33.65379091095555,28.454215458790493,78.19799393469523,0.610655399790182,0.13614088615998451,1.7182159731439675,0.7182159731439675
0.04888950155057192,5.076345208672126e-05,25.144360917556295,13.910588612071585,25.825871751557752,23.075135167994627,48.216652496442265,0.534023699208796,0.15525744311979395,0.9659944502443322,-0.03400554975566783
0.07402341740013975,2.1477187020291685e-06,114.93352043562146,13.796243277912424,24.296871943301817,12.416569596419857,72.66009212312456,0.04504907170734656,0.6807038784689611,2.3003826805070613,1.3003826805070613
0.03008984730431646,6.630343569411345e-06,33.12607594329774,23.38420334081878,35.73830967647463,33.55633669787646,40.8051857218033,0.24258618161702372,0.31263011556626796,0.7182629279027222,-0.28173707209727783
0.1022776099029523,5.45764059431676e-06,9.433161120191555,18.006298481789315,35.2281407299348,21.661611730396135,78.93422213762918,0.004921540276403021,0.8944533802327324,2.048176771095254,1.048176771095254
0.11429005104424347,1.289953307352034e-06,58.006146739719384,20.524129302230307,30.987705589228206,40.05992519524685,84.88096312995373,0.005728371216979817,0.8861299839174468,0.9998589017916876,-0.00014109820831242903
0.0838771924187941,4.4306814291951995e-05,45.65315589732481,7.73565724128242,32.46676365010134,33.51960641285704,45.81346228312903,0.2875104003382586,0.2731153217928414,0.8295089541557938,-0.17049104584420616
